stim,condition
tasks/MST/MST_phase2/MST_phase_2_Listdemo/090a.jpg,old
tasks/MST/MST_phase2/MST_phase_2_Listdemo/092b.jpg,similar
tasks/MST/MST_phase2/MST_phase_2_Listdemo/093a.jpg,new
