stimulus_1,stimulus_2,stimulus_3
tasks/spatial/Spatial_symbolic/Spatial_Listdemo/wasp.jpg,tasks/spatial/Spatial_symbolic/Spatial_Listdemo/train.jpg,tasks/spatial/Spatial_symbolic/Spatial_Listdemo/handbag.jpg
tasks/spatial/Spatial_symbolic/Spatial_Listdemo/violin.jpg,tasks/spatial/Spatial_symbolic/Spatial_Listdemo/tractor.jpg,tasks/spatial/Spatial_symbolic/Spatial_Listdemo/hedgehog.jpg
tasks/spatial/Spatial_symbolic/Spatial_Listdemo/umbrella.jpg,tasks/spatial/Spatial_symbolic/Spatial_Listdemo/toaster.jpg,tasks/spatial/Spatial_symbolic/Spatial_Listdemo/helicopter.jpg
tasks/spatial/Spatial_symbolic/Spatial_Listdemo/throne.jpg,tasks/spatial/Spatial_symbolic/Spatial_Listdemo/spoon.jpg,tasks/spatial/Spatial_symbolic/Spatial_Listdemo/hot_air_balloon.jpg
