1	1
2	1
3	1
4	2
5	1
6	4
7	4
8	2
9	2
10	1
11	2
12	1
13	3
14	5
15	1
16	2
17	5
18	3
19	3
20	1
21	2
22	3
23	5
24	4
25	4
26	2
27	5
28	3
29	3
30	3
31	1
32	3
33	4
34	5
35	3
36	2
37	1
38	2
39	2
40	1
41	2
42	3
43	5
44	4
45	2
46	3
47	5
48	3
49	2
50	1
51	1
52	1
53	1
54	3
55	2
56	4
57	1
58	5
59	5
60	1
61	1
62	1
63	3
64	1
65	2
66	2
67	1
68	2
69	3
70	5
71	5
72	1
73	1
74	3
75	4
76	2
77	5
78	2
79	2
80	1
81	1
82	4
83	2
84	4
85	4
86	3
87	1
88	3
89	4
90	2
91	3
92	5
93	4
94	4
95	3
96	4
97	5
98	3
99	3
100	1
101	4
102	3
103	1
104	1
105	4
106	2
107	5
108	2
109	2
110	4
111	4
112	2
113	3
114	1
115	2
116	3
117	4
118	1
119	3
120	5
121	5
122	2
123	4
124	3
125	2
126	2
127	3
128	5
129	2
130	3
131	4
132	1
133	5
134	5
135	4
136	2
137	4
138	1
139	2
140	3
141	4
142	4
143	4
144	4
145	3
146	3
147	5
148	2
149	3
150	4
151	5
152	3
153	2
154	5
155	5
156	4
157	5
158	4
159	5
160	2
161	4
162	4
163	5
164	5
165	1
166	5
167	5
168	4
169	5
170	4
171	2
172	5
173	5
174	2
175	1
176	3
177	1
178	3
179	4
180	1
181	4
182	3
183	5
184	5
185	3
186	3
187	5
188	4
189	5
190	5
191	1
192	1
