1	5
2	2
3	2
4	4
5	3
6	2
7	3
8	2
9	2
10	5
11	5
12	2
13	2
14	3
15	3
16	5
17	2
18	2
19	2
20	5
21	1
22	4
23	2
24	3
25	5
26	1
27	4
28	4
29	5
30	4
31	1
32	1
33	1
34	5
35	5
36	4
37	4
38	5
39	3
40	2
41	4
42	2
43	4
44	4
45	4
46	4
47	4
48	3
49	1
50	3
51	3
52	5
53	3
54	4
55	4
56	3
57	1
58	1
59	1
60	2
61	1
62	5
63	5
64	3
65	2
66	2
67	4
68	1
69	2
70	2
71	1
72	1
73	1
74	3
75	1
76	4
77	2
78	1
79	4
80	3
81	1
82	1
83	4
84	2
85	3
86	2
87	3
88	1
89	4
90	4
91	5
92	3
93	5
94	1
95	4
96	4
97	1
98	3
99	2
100	5
101	3
102	3
103	2
104	5
105	1
106	2
107	5
108	1
109	2
110	5
111	3
112	4
113	3
114	3
115	2
116	3
117	4
118	1
119	2
120	4
121	2
122	4
123	5
124	5
125	3
126	1
127	4
128	1
129	3
130	5
131	3
132	5
133	5
134	4
135	3
136	1
137	4
138	4
139	5
140	5
141	1
142	5
143	4
144	2
145	3
146	1
147	1
148	4
149	5
150	4
151	1
152	3
153	3
154	5
155	2
156	5
157	5
158	5
159	5
160	4
161	2
162	1
163	2
164	3
165	3
166	2
167	3
168	2
169	4
170	1
171	4
172	5
173	1
174	5
175	3
176	3
177	5
178	5
179	1
180	3
181	3
182	1
183	2
184	4
185	1
186	5
187	2
188	1
189	2
190	2
191	3
192	1
