1	4
2	1
3	5
4	2
5	1
6	2
7	1
8	4
9	3
10	1
11	2
12	5
13	5
14	1
15	2
16	2
17	1
18	2
19	1
20	1
21	3
22	1
23	1
24	4
25	3
26	1
27	4
28	2
29	3
30	2
31	1
32	5
33	4
34	1
35	2
36	1
37	3
38	2
39	4
40	4
41	3
42	2
43	1
44	2
45	1
46	2
47	2
48	4
49	4
50	1
51	4
52	1
53	3
54	2
55	2
56	3
57	5
58	4
59	1
60	4
61	1
62	1
63	2
64	2
65	3
66	2
67	4
68	2
69	3
70	5
71	2
72	2
73	2
74	4
75	3
76	5
77	4
78	2
79	2
80	1
81	2
82	5
83	2
84	3
85	1
86	2
87	4
88	2
89	1
90	4
91	3
92	4
93	2
94	2
95	2
96	1
97	3
98	2
99	3
100	1
101	3
102	3
103	4
104	5
105	1
106	4
107	1
108	3
109	1
110	2
111	5
112	3
113	3
114	4
115	5
116	5
117	3
118	1
119	5
120	4
121	4
122	3
123	5
124	5
125	4
126	5
127	1
128	1
129	3
130	3
131	2
132	1
133	3
134	3
135	5
136	3
137	3
138	1
139	3
140	4
141	4
142	5
143	5
144	5
145	3
146	3
147	3
148	4
149	4
150	4
151	5
152	3
153	4
154	5
155	1
156	5
157	4
158	2
159	5
160	1
161	3
162	4
163	5
164	5
165	4
166	1
167	5
168	2
169	3
170	5
171	5
172	5
173	3
174	4
175	5
176	5
177	5
178	4
179	5
180	5
181	1
182	4
183	4
184	3
185	3
186	5
187	5
188	4
189	2
190	1
191	3
192	5
