1	4
2	2
3	3
4	1
5	5
6	4
7	1
8	2
9	4
10	3
11	4
12	2
13	1
14	5
15	2
16	3
17	5
18	5
19	2
20	1
21	3
22	2
23	2
24	2
25	4
26	3
27	4
28	2
29	2
30	4
31	5
32	4
33	5
34	2
35	5
36	4
37	5
38	1
39	4
40	5
41	5
42	4
43	5
44	1
45	1
46	2
47	5
48	4
49	3
50	4
51	1
52	4
53	5
54	3
55	5
56	5
57	5
58	4
59	2
60	3
61	4
62	4
63	3
64	2
65	4
66	4
67	5
68	3
69	2
70	1
71	1
72	3
73	5
74	2
75	5
76	3
77	2
78	3
79	1
80	1
81	4
82	2
83	4
84	1
85	1
86	2
87	1
88	3
89	2
90	1
91	5
92	5
93	3
94	3
95	5
96	2
97	2
98	3
99	5
100	1
101	1
102	3
103	3
104	4
105	3
106	2
107	3
108	3
109	3
110	5
111	3
112	1
113	5
114	5
115	1
116	2
117	5
118	1
119	5
120	4
121	5
122	3
123	3
124	1
125	1
126	2
127	4
128	3
129	2
130	3
131	5
132	3
133	2
134	1
135	4
136	5
137	1
138	4
139	3
140	2
141	3
142	3
143	3
144	4
145	4
146	4
147	3
148	2
149	1
150	4
151	2
152	3
153	1
154	4
155	1
156	3
157	1
158	5
159	2
160	4
161	3
162	4
163	1
164	1
165	2
166	5
167	4
168	2
169	4
170	1
171	5
172	1
173	1
174	5
175	5
176	2
177	5
178	1
179	1
180	3
181	3
182	5
183	1
184	4
185	4
186	1
187	4
188	1
189	2
190	2
191	2
192	2
