1	5
2	4
3	5
4	5
5	5
6	4
7	1
8	1
9	5
10	2
11	2
12	1
13	1
14	4
15	1
16	1
17	4
18	1
19	3
20	1
21	4
22	3
23	1
24	3
25	5
26	2
27	3
28	1
29	2
30	2
31	3
32	3
33	3
34	1
35	1
36	4
37	4
38	4
39	2
40	4
41	1
42	3
43	1
44	2
45	2
46	3
47	2
48	1
49	2
50	2
51	3
52	4
53	2
54	1
55	1
56	1
57	1
58	2
59	1
60	2
61	1
62	1
63	1
64	2
65	3
66	1
67	2
68	1
69	4
70	3
71	1
72	1
73	3
74	5
75	5
76	5
77	2
78	5
79	3
80	1
81	3
82	5
83	4
84	3
85	4
86	2
87	5
88	3
89	1
90	2
91	2
92	5
93	2
94	4
95	3
96	2
97	2
98	3
99	5
100	4
101	5
102	3
103	2
104	4
105	1
106	1
107	5
108	3
109	2
110	2
111	4
112	1
113	4
114	4
115	5
116	3
117	3
118	3
119	3
120	1
121	4
122	2
123	1
124	5
125	3
126	5
127	1
128	3
129	5
130	4
131	4
132	4
133	2
134	5
135	5
136	4
137	2
138	1
139	3
140	4
141	5
142	2
143	2
144	5
145	3
146	4
147	1
148	4
149	2
150	2
151	3
152	4
153	5
154	5
155	1
156	4
157	3
158	3
159	3
160	3
161	5
162	3
163	1
164	5
165	5
166	4
167	5
168	5
169	4
170	3
171	2
172	4
173	4
174	5
175	2
176	3
177	5
178	3
179	4
180	2
181	2
182	4
183	4
184	4
185	2
186	5
187	5
188	5
189	4
190	5
191	3
192	3
