1	5
2	1
3	1
4	1
5	1
6	5
7	3
8	4
9	4
10	1
11	2
12	3
13	1
14	5
15	5
16	5
17	4
18	3
19	5
20	3
21	3
22	2
23	5
24	3
25	5
26	5
27	5
28	2
29	2
30	2
31	3
32	5
33	1
34	3
35	2
36	1
37	3
38	3
39	4
40	3
41	2
42	5
43	5
44	5
45	1
46	4
47	2
48	2
49	2
50	2
51	2
52	4
53	4
54	3
55	2
56	3
57	3
58	4
59	5
60	3
61	4
62	2
63	4
64	1
65	2
66	1
67	2
68	4
69	1
70	2
71	1
72	1
73	1
74	3
75	3
76	1
77	4
78	3
79	1
80	5
81	1
82	3
83	4
84	3
85	1
86	2
87	3
88	5
89	2
90	4
91	3
92	4
93	1
94	4
95	2
96	2
97	5
98	4
99	1
100	4
101	5
102	5
103	5
104	1
105	3
106	5
107	1
108	2
109	4
110	5
111	1
112	3
113	1
114	4
115	2
116	1
117	3
118	5
119	5
120	1
121	4
122	5
123	5
124	2
125	1
126	2
127	4
128	2
129	2
130	2
131	5
132	2
133	3
134	3
135	2
136	3
137	4
138	4
139	1
140	3
141	4
142	2
143	1
144	3
145	4
146	3
147	5
148	2
149	1
150	5
151	4
152	3
153	1
154	1
155	3
156	3
157	5
158	5
159	3
160	1
161	5
162	5
163	3
164	1
165	3
166	2
167	3
168	1
169	4
170	5
171	1
172	2
173	4
174	4
175	4
176	1
177	2
178	4
179	3
180	4
181	1
182	5
183	2
184	4
185	4
186	4
187	4
188	4
189	5
190	2
191	5
192	2
