1	4
2	1
3	1
4	4
5	3
6	4
7	4
8	5
9	2
10	2
11	3
12	1
13	2
14	3
15	4
16	3
17	4
18	4
19	1
20	4
21	5
22	5
23	2
24	3
25	4
26	1
27	4
28	3
29	4
30	2
31	5
32	4
33	3
34	5
35	3
36	3
37	1
38	4
39	5
40	4
41	5
42	3
43	1
44	5
45	4
46	2
47	4
48	3
49	1
50	4
51	3
52	4
53	4
54	5
55	3
56	5
57	1
58	3
59	3
60	5
61	5
62	1
63	3
64	2
65	5
66	3
67	1
68	1
69	1
70	2
71	4
72	4
73	3
74	2
75	4
76	3
77	3
78	1
79	1
80	3
81	1
82	4
83	2
84	5
85	3
86	5
87	2
88	5
89	1
90	5
91	4
92	3
93	1
94	1
95	3
96	4
97	2
98	5
99	5
100	1
101	5
102	4
103	5
104	4
105	3
106	4
107	5
108	5
109	2
110	5
111	3
112	5
113	2
114	3
115	2
116	5
117	3
118	3
119	1
120	1
121	2
122	1
123	2
124	2
125	5
126	1
127	1
128	4
129	1
130	1
131	1
132	2
133	2
134	1
135	2
136	2
137	4
138	5
139	4
140	4
141	1
142	2
143	1
144	3
145	1
146	2
147	1
148	4
149	1
150	3
151	2
152	3
153	2
154	2
155	4
156	5
157	1
158	5
159	2
160	2
161	3
162	2
163	2
164	3
165	5
166	2
167	2
168	2
169	2
170	2
171	3
172	4
173	5
174	1
175	3
176	5
177	2
178	1
179	2
180	5
181	3
182	4
183	5
184	5
185	4
186	3
187	5
188	1
189	4
190	1
191	5
192	3
