1.2073 	WARNING 	pyo audio lib was requested but not loaded: No module named pyo
55.9362 	EXP 	prime_text: text = u'wax'
55.9362 	EXP 	target_text: text = u'polish'
55.9362 	EXP 	target_text: pos = array([-0.5, -0.2])
55.9362 	EXP 	dist1_text: text = u'ranch'
55.9362 	EXP 	dist1_text: pos = array([ 0.5, -0.2])
55.9362 	EXP 	dist2_text: text = u'cabin'
55.9362 	EXP 	dist2_text: pos = array([ 0. , -0.2])
55.9362 	EXP 	prime_text: autoDraw = True
55.9362 	EXP 	target_text: autoDraw = True
55.9362 	EXP 	dist1_text: autoDraw = True
55.9362 	EXP 	dist2_text: autoDraw = True
59.9120 	EXP 	prime_text: autoDraw = False
59.9120 	EXP 	target_text: autoDraw = False
59.9120 	EXP 	dist1_text: autoDraw = False
59.9120 	EXP 	dist2_text: autoDraw = False
59.9120 	EXP 	prime_text: autoDraw = False
59.9120 	EXP 	target_text: autoDraw = False
59.9120 	EXP 	dist1_text: autoDraw = False
59.9120 	EXP 	dist2_text: autoDraw = False
59.9120 	EXP 	fixation_text: autoDraw = True
62.3907 	EXP 	New trial (rep=0, index=5): {u'trial_number': 91, u'prime': u'xxxx', u'target': u'xxxx', u'semstr_category': 0, u'semstr': 0.0, u'dist1': u'xxxx', u'dist2': u'xxxx', u'list_AB': u'A'}
62.4213 	EXP 	fixation_text: autoDraw = False
62.4213 	EXP 	fixation_text: autoDraw = False
62.4213 	EXP 	prime_text: text = u'xxxx'
62.4213 	EXP 	target_text: text = u'xxxx'
62.4213 	EXP 	target_text: pos = array([-0.5, -0.2])
62.4213 	EXP 	dist1_text: text = u'xxxx'
62.4213 	EXP 	dist1_text: pos = array([ 0. , -0.2])
62.4213 	EXP 	dist2_text: text = u'xxxx'
62.4213 	EXP 	dist2_text: pos = array([ 0.5, -0.2])
62.4213 	EXP 	prime_text: autoDraw = True
62.4213 	EXP 	target_text: autoDraw = True
62.4213 	EXP 	dist1_text: autoDraw = True
62.4213 	EXP 	dist2_text: autoDraw = True
66.3971 	EXP 	prime_text: autoDraw = False
66.3971 	EXP 	target_text: autoDraw = False
66.3971 	EXP 	dist1_text: autoDraw = False
66.3971 	EXP 	dist2_text: autoDraw = False
66.3971 	EXP 	prime_text: autoDraw = False
66.3971 	EXP 	target_text: autoDraw = False
66.3971 	EXP 	dist1_text: autoDraw = False
66.3971 	EXP 	dist2_text: autoDraw = False
66.3971 	EXP 	fixation_text: autoDraw = True
68.3770 	EXP 	New trial (rep=0, index=6): {u'trial_number': 19, u'prime': u'leaves', u'target': u'ivy', u'semstr_category': 1, u'semstr': 0.01, u'dist1': u'bass', u'dist2': u'toy', u'list_AB': u'A'}
68.4091 	EXP 	fixation_text: autoDraw = False
68.4091 	EXP 	fixation_text: autoDraw = False
68.4091 	EXP 	prime_text: text = u'leaves'
68.4091 	EXP 	target_text: text = u'ivy'
68.4091 	EXP 	target_text: pos = array([-0.5, -0.2])
68.4091 	EXP 	dist1_text: text = u'bass'
68.4091 	EXP 	dist1_text: pos = array([ 0.5, -0.2])
68.4091 	EXP 	dist2_text: text = u'toy'
68.4091 	EXP 	dist2_text: pos = array([ 0. , -0.2])
68.4091 	EXP 	prime_text: autoDraw = True
68.4091 	EXP 	target_text: autoDraw = True
68.4091 	EXP 	dist1_text: autoDraw = True
68.4091 	EXP 	dist2_text: autoDraw = True
72.3833 	EXP 	prime_text: autoDraw = False
72.3833 	EXP 	target_text: autoDraw = False
72.3833 	EXP 	dist1_text: autoDraw = False
72.3833 	EXP 	dist2_text: autoDraw = False
72.3833 	EXP 	prime_text: autoDraw = False
72.3833 	EXP 	target_text: autoDraw = False
72.3833 	EXP 	dist1_text: autoDraw = False
72.3833 	EXP 	dist2_text: autoDraw = False
72.3833 	EXP 	fixation_text: autoDraw = True
75.3607 	EXP 	New trial (rep=0, index=7): {u'trial_number': 26, u'prime': u'past', u'target': u'legend', u'semstr_category': 1, u'semstr': 0.01, u'dist1': u'topping', u'dist2': u'claw ', u'list_AB': u'A'}
75.3914 	EXP 	fixation_text: autoDraw = False
75.3914 	EXP 	fixation_text: autoDraw = False
75.3914 	EXP 	prime_text: text = u'past'
75.3914 	EXP 	target_text: text = u'legend'
75.3914 	EXP 	target_text: pos = array([ 0. , -0.2])
75.3914 	EXP 	dist1_text: text = u'topping'
75.3914 	EXP 	dist1_text: pos = array([ 0.5, -0.2])
75.3914 	EXP 	dist2_text: text = u'claw '
75.3914 	EXP 	dist2_text: pos = array([-0.5, -0.2])
75.3914 	EXP 	prime_text: autoDraw = True
75.3914 	EXP 	target_text: autoDraw = True
75.3914 	EXP 	dist1_text: autoDraw = True
75.3914 	EXP 	dist2_text: autoDraw = True
79.3671 	EXP 	prime_text: autoDraw = False
79.3671 	EXP 	target_text: autoDraw = False
79.3671 	EXP 	dist1_text: autoDraw = False
79.3671 	EXP 	dist2_text: autoDraw = False
79.3671 	EXP 	prime_text: autoDraw = False
79.3671 	EXP 	target_text: autoDraw = False
79.3671 	EXP 	dist1_text: autoDraw = False
79.3671 	EXP 	dist2_text: autoDraw = False
79.3671 	EXP 	fixation_text: autoDraw = True
80.8480 	EXP 	New trial (rep=0, index=8): {u'trial_number': 88, u'prime': u'xxxx', u'target': u'xxxx', u'semstr_category': 0, u'semstr': 0.0, u'dist1': u'xxxx', u'dist2': u'xxxx', u'list_AB': u'A'}
80.8762 	EXP 	fixation_text: autoDraw = False
80.8762 	EXP 	fixation_text: autoDraw = False
80.8762 	EXP 	prime_text: text = u'xxxx'
80.8762 	EXP 	target_text: text = u'xxxx'
80.8762 	EXP 	target_text: pos = array([-0.5, -0.2])
80.8762 	EXP 	dist1_text: text = u'xxxx'
80.8762 	EXP 	dist1_text: pos = array([ 0. , -0.2])
80.8762 	EXP 	dist2_text: text = u'xxxx'
80.8762 	EXP 	dist2_text: pos = array([ 0.5, -0.2])
80.8762 	EXP 	prime_text: autoDraw = True
80.8762 	EXP 	target_text: autoDraw = True
80.8762 	EXP 	dist1_text: autoDraw = True
80.8762 	EXP 	dist2_text: autoDraw = True
84.8545 	EXP 	prime_text: autoDraw = False
84.8545 	EXP 	target_text: autoDraw = False
84.8545 	EXP 	dist1_text: autoDraw = False
84.8545 	EXP 	dist2_text: autoDraw = False
84.8545 	EXP 	prime_text: autoDraw = False
84.8545 	EXP 	target_text: autoDraw = False
84.8545 	EXP 	dist1_text: autoDraw = False
84.8545 	EXP 	dist2_text: autoDraw = False
84.8545 	EXP 	fixation_text: autoDraw = True
88.3306 	EXP 	New trial (rep=0, index=9): {u'trial_number': 84, u'prime': u'xxxx', u'target': u'xxxx', u'semstr_category': 0, u'semstr': 0.0, u'dist1': u'xxxx', u'dist2': u'xxxx', u'list_AB': u'A'}
88.3462 	EXP 	fixation_text: autoDraw = False
88.3462 	EXP 	fixation_text: autoDraw = False
88.3462 	EXP 	prime_text: text = u'xxxx'
88.3462 	EXP 	target_text: text = u'xxxx'
88.3462 	EXP 	target_text: pos = array([ 0. , -0.2])
88.3462 	EXP 	dist1_text: text = u'xxxx'
88.3462 	EXP 	dist1_text: pos = array([-0.5, -0.2])
88.3462 	EXP 	dist2_text: text = u'xxxx'
88.3462 	EXP 	dist2_text: pos = array([ 0.5, -0.2])
88.3462 	EXP 	prime_text: autoDraw = True
88.3462 	EXP 	target_text: autoDraw = True
88.3462 	EXP 	dist1_text: autoDraw = True
88.3462 	EXP 	dist2_text: autoDraw = True
92.3372 	EXP 	prime_text: autoDraw = False
92.3372 	EXP 	target_text: autoDraw = False
92.3372 	EXP 	dist1_text: autoDraw = False
92.3372 	EXP 	dist2_text: autoDraw = False
92.3372 	EXP 	prime_text: autoDraw = False
92.3372 	EXP 	target_text: autoDraw = False
92.3372 	EXP 	dist1_text: autoDraw = False
92.3372 	EXP 	dist2_text: autoDraw = False
92.3372 	EXP 	fixation_text: autoDraw = True
93.8181 	EXP 	New trial (rep=0, index=10): {u'trial_number': 99, u'prime': u'xxxx', u'target': u'xxxx', u'semstr_category': 0, u'semstr': 0.0, u'dist1': u'xxxx', u'dist2': u'xxxx', u'list_AB': u'A'}
93.8338 	EXP 	fixation_text: autoDraw = False
93.8338 	EXP 	fixation_text: autoDraw = False
93.8338 	EXP 	prime_text: text = u'xxxx'
93.8338 	EXP 	target_text: text = u'xxxx'
93.8338 	EXP 	target_text: pos = array([-0.5, -0.2])
93.8338 	EXP 	dist1_text: text = u'xxxx'
93.8338 	EXP 	dist1_text: pos = array([ 0.5, -0.2])
93.8338 	EXP 	dist2_text: text = u'xxxx'
93.8338 	EXP 	dist2_text: pos = array([ 0. , -0.2])
93.8338 	EXP 	prime_text: autoDraw = True
93.8338 	EXP 	target_text: autoDraw = True
93.8338 	EXP 	dist1_text: autoDraw = True
93.8338 	EXP 	dist2_text: autoDraw = True
97.8245 	EXP 	prime_text: autoDraw = False
97.8245 	EXP 	target_text: autoDraw = False
97.8245 	EXP 	dist1_text: autoDraw = False
97.8245 	EXP 	dist2_text: autoDraw = False
97.8245 	EXP 	prime_text: autoDraw = False
97.8245 	EXP 	target_text: autoDraw = False
97.8245 	EXP 	dist1_text: autoDraw = False
97.8245 	EXP 	dist2_text: autoDraw = False
97.8245 	EXP 	fixation_text: autoDraw = True
99.8043 	EXP 	New trial (rep=0, index=11): {u'trial_number': 71, u'prime': u'shrimp', u'target': u'seafood', u'semstr_category': 2, u'semstr': 0.25, u'dist1': u'gravy', u'dist2': u'mattress', u'list_AB': u'A'}
99.8362 	EXP 	fixation_text: autoDraw = False
99.8362 	EXP 	fixation_text: autoDraw = False
99.8362 	EXP 	prime_text: text = u'shrimp'
99.8362 	EXP 	target_text: text = u'seafood'
99.8362 	EXP 	target_text: pos = array([ 0. , -0.2])
99.8362 	EXP 	dist1_text: text = u'gravy'
99.8362 	EXP 	dist1_text: pos = array([-0.5, -0.2])
99.8362 	EXP 	dist2_text: text = u'mattress'
99.8362 	EXP 	dist2_text: pos = array([ 0.5, -0.2])
99.8362 	EXP 	prime_text: autoDraw = True
99.8362 	EXP 	target_text: autoDraw = True
99.8362 	EXP 	dist1_text: autoDraw = True
99.8362 	EXP 	dist2_text: autoDraw = True
103.8107 	EXP 	prime_text: autoDraw = False
103.8107 	EXP 	target_text: autoDraw = False
103.8107 	EXP 	dist1_text: autoDraw = False
103.8107 	EXP 	dist2_text: autoDraw = False
103.8107 	EXP 	prime_text: autoDraw = False
103.8107 	EXP 	target_text: autoDraw = False
103.8107 	EXP 	dist1_text: autoDraw = False
103.8107 	EXP 	dist2_text: autoDraw = False
103.8107 	EXP 	fixation_text: autoDraw = True
107.2871 	EXP 	New trial (rep=0, index=12): {u'trial_number': 10, u'prime': u'doll', u'target': u'toy', u'semstr_category': 1, u'semstr': 0.089999999999999997, u'dist1': u'bagel', u'dist2': u'protein', u'list_AB': u'A'}
107.3186 	EXP 	fixation_text: autoDraw = False
107.3186 	EXP 	fixation_text: autoDraw = False
107.3186 	EXP 	prime_text: text = u'doll'
107.3186 	EXP 	target_text: text = u'toy'
107.3186 	EXP 	target_text: pos = array([ 0. , -0.2])
107.3186 	EXP 	dist1_text: text = u'bagel'
107.3186 	EXP 	dist1_text: pos = array([ 0.5, -0.2])
107.3186 	EXP 	dist2_text: text = u'protein'
107.3186 	EXP 	dist2_text: pos = array([-0.5, -0.2])
107.3186 	EXP 	prime_text: autoDraw = True
107.3186 	EXP 	target_text: autoDraw = True
107.3186 	EXP 	dist1_text: autoDraw = True
107.3186 	EXP 	dist2_text: autoDraw = True
111.2935 	EXP 	prime_text: autoDraw = False
111.2935 	EXP 	target_text: autoDraw = False
111.2935 	EXP 	dist1_text: autoDraw = False
111.2935 	EXP 	dist2_text: autoDraw = False
111.2935 	EXP 	prime_text: autoDraw = False
111.2935 	EXP 	target_text: autoDraw = False
111.2935 	EXP 	dist1_text: autoDraw = False
111.2935 	EXP 	dist2_text: autoDraw = False
111.2935 	EXP 	fixation_text: autoDraw = True
113.2731 	EXP 	New trial (rep=0, index=13): {u'trial_number': 8, u'prime': u'chair', u'target': u'swing', u'semstr_category': 1, u'semstr': 0.029999999999999999, u'dist1': u'tomato', u'dist2': u'litre', u'list_AB': u'A'}
113.3040 	EXP 	fixation_text: autoDraw = False
113.3040 	EXP 	fixation_text: autoDraw = False
113.3040 	EXP 	prime_text: text = u'chair'
113.3040 	EXP 	target_text: text = u'swing'
113.3040 	EXP 	target_text: pos = array([ 0.5, -0.2])
113.3040 	EXP 	dist1_text: text = u'tomato'
113.3040 	EXP 	dist1_text: pos = array([-0.5, -0.2])
113.3040 	EXP 	dist2_text: text = u'litre'
113.3040 	EXP 	dist2_text: pos = array([ 0. , -0.2])
113.3040 	EXP 	prime_text: autoDraw = True
113.3040 	EXP 	target_text: autoDraw = True
113.3040 	EXP 	dist1_text: autoDraw = True
113.3040 	EXP 	dist2_text: autoDraw = True
116.2659 	DATA 	Keypress: escape
