1.2108 	WARNING 	pyo audio lib was requested but not loaded: No module named pyo
117.9994 	EXP 	target_text: autoDraw = True
117.9994 	EXP 	dist1_text: autoDraw = True
117.9994 	EXP 	dist2_text: autoDraw = True
121.9723 	EXP 	prime_text: autoDraw = False
121.9723 	EXP 	target_text: autoDraw = False
121.9723 	EXP 	dist1_text: autoDraw = False
121.9723 	EXP 	dist2_text: autoDraw = False
121.9723 	EXP 	prime_text: autoDraw = False
121.9723 	EXP 	target_text: autoDraw = False
121.9723 	EXP 	dist1_text: autoDraw = False
121.9723 	EXP 	dist2_text: autoDraw = False
121.9723 	EXP 	fixation_text: autoDraw = True
123.9522 	EXP 	New trial (rep=0, index=7): {u'trial_number': 81, u'prime': u'xxxx', u'target': u'xxxx', u'semstr_category': 0, u'semstr': 0.0, u'dist1': u'xxxx', u'dist2': u'xxxx', u'list_AB': u'A'}
123.9840 	EXP 	fixation_text: autoDraw = False
123.9840 	EXP 	fixation_text: autoDraw = False
123.9840 	EXP 	prime_text: text = u'xxxx'
123.9840 	EXP 	target_text: text = u'xxxx'
123.9840 	EXP 	target_text: pos = array([-0.5, -0.2])
123.9840 	EXP 	dist1_text: text = u'xxxx'
123.9840 	EXP 	dist1_text: pos = array([ 0.5, -0.2])
123.9840 	EXP 	dist2_text: text = u'xxxx'
123.9840 	EXP 	dist2_text: pos = array([ 0. , -0.2])
123.9840 	EXP 	prime_text: autoDraw = True
123.9840 	EXP 	target_text: autoDraw = True
123.9840 	EXP 	dist1_text: autoDraw = True
123.9840 	EXP 	dist2_text: autoDraw = True
127.9585 	EXP 	prime_text: autoDraw = False
127.9585 	EXP 	target_text: autoDraw = False
127.9585 	EXP 	dist1_text: autoDraw = False
127.9585 	EXP 	dist2_text: autoDraw = False
127.9585 	EXP 	prime_text: autoDraw = False
127.9585 	EXP 	target_text: autoDraw = False
127.9585 	EXP 	dist1_text: autoDraw = False
127.9585 	EXP 	dist2_text: autoDraw = False
127.9585 	EXP 	fixation_text: autoDraw = True
129.9385 	EXP 	New trial (rep=0, index=8): {u'trial_number': 29, u'prime': u'plate', u'target': u'napkin', u'semstr_category': 1, u'semstr': 0.029999999999999999, u'dist1': u'sea', u'dist2': u'mitten', u'list_AB': u'A'}
129.9714 	EXP 	fixation_text: autoDraw = False
129.9714 	EXP 	fixation_text: autoDraw = False
129.9714 	EXP 	prime_text: text = u'plate'
129.9714 	EXP 	target_text: text = u'napkin'
129.9714 	EXP 	target_text: pos = array([-0.5, -0.2])
129.9714 	EXP 	dist1_text: text = u'sea'
129.9714 	EXP 	dist1_text: pos = array([ 0.5, -0.2])
129.9714 	EXP 	dist2_text: text = u'mitten'
129.9714 	EXP 	dist2_text: pos = array([ 0. , -0.2])
129.9714 	EXP 	prime_text: autoDraw = True
129.9714 	EXP 	target_text: autoDraw = True
129.9714 	EXP 	dist1_text: autoDraw = True
129.9714 	EXP 	dist2_text: autoDraw = True
133.9447 	EXP 	prime_text: autoDraw = False
133.9447 	EXP 	target_text: autoDraw = False
133.9447 	EXP 	dist1_text: autoDraw = False
133.9447 	EXP 	dist2_text: autoDraw = False
133.9447 	EXP 	prime_text: autoDraw = False
133.9447 	EXP 	target_text: autoDraw = False
133.9447 	EXP 	dist1_text: autoDraw = False
133.9447 	EXP 	dist2_text: autoDraw = False
133.9447 	EXP 	fixation_text: autoDraw = True
136.9222 	EXP 	New trial (rep=0, index=9): {u'trial_number': 80, u'prime': u'wool', u'target': u'sheep', u'semstr_category': 2, u'semstr': 0.28999999999999998, u'dist1': u'pane', u'dist2': u'snot', u'list_AB': u'A'}
136.9528 	EXP 	fixation_text: autoDraw = False
136.9528 	EXP 	fixation_text: autoDraw = False
136.9528 	EXP 	prime_text: text = u'wool'
136.9528 	EXP 	target_text: text = u'sheep'
136.9528 	EXP 	target_text: pos = array([ 0.5, -0.2])
136.9528 	EXP 	dist1_text: text = u'pane'
136.9528 	EXP 	dist1_text: pos = array([-0.5, -0.2])
136.9528 	EXP 	dist2_text: text = u'snot'
136.9528 	EXP 	dist2_text: pos = array([ 0. , -0.2])
136.9528 	EXP 	prime_text: autoDraw = True
136.9528 	EXP 	target_text: autoDraw = True
136.9528 	EXP 	dist1_text: autoDraw = True
136.9528 	EXP 	dist2_text: autoDraw = True
140.9286 	EXP 	prime_text: autoDraw = False
140.9286 	EXP 	target_text: autoDraw = False
140.9286 	EXP 	dist1_text: autoDraw = False
140.9286 	EXP 	dist2_text: autoDraw = False
140.9286 	EXP 	prime_text: autoDraw = False
140.9286 	EXP 	target_text: autoDraw = False
140.9286 	EXP 	dist1_text: autoDraw = False
140.9286 	EXP 	dist2_text: autoDraw = False
140.9286 	EXP 	fixation_text: autoDraw = True
144.4049 	EXP 	New trial (rep=0, index=10): {u'trial_number': 69, u'prime': u'ship', u'target': u'vessel', u'semstr_category': 2, u'semstr': 0.34999999999999998, u'dist1': u'amethyst', u'dist2': u'wardrobe ', u'list_AB': u'A'}
144.4389 	EXP 	fixation_text: autoDraw = False
144.4389 	EXP 	fixation_text: autoDraw = False
144.4389 	EXP 	prime_text: text = u'ship'
144.4389 	EXP 	target_text: text = u'vessel'
144.4389 	EXP 	target_text: pos = array([-0.5, -0.2])
144.4389 	EXP 	dist1_text: text = u'amethyst'
144.4389 	EXP 	dist1_text: pos = array([ 0. , -0.2])
144.4389 	EXP 	dist2_text: text = u'wardrobe '
144.4389 	EXP 	dist2_text: pos = array([ 0.5, -0.2])
144.4389 	EXP 	prime_text: autoDraw = True
144.4389 	EXP 	target_text: autoDraw = True
144.4389 	EXP 	dist1_text: autoDraw = True
144.4389 	EXP 	dist2_text: autoDraw = True
146.9484 	DATA 	Keypress: escape
