1.1970 	WARNING 	pyo audio lib was requested but not loaded: No module named pyo
4.6639 	INFO 	Loaded monitor calibration from ['2017_05_17 09:51']
4.6664 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1366, 768]. Using actual size
5.3199 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.7,  0.7,  0.7]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0xa683d52c>, name='window1', pos=[0, 0], screen=0, size=array([1366,  768]), stereo=False, units=u'norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
5.3200 	EXP 	window1: recordFrameIntervals = False
5.4841 	EXP 	window1: recordFrameIntervals = True
5.6675 	EXP 	window1: recordFrameIntervals = False
5.8794 	EXP 	Created instructions_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.075, italic=False, name='instructions_text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
5.8856 	EXP 	Created dummy_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.3, italic=False, name='dummy_text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'+', units=u'norm', win=Window(...), wrapWidth=1)
5.8938 	EXP 	Created prime_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.15, italic=False, name='prime_text', opacity=1.0, ori=0, pos=array([ 0. ,  0.2]), rgb=array([ 0.,  0.,  0.]), text=u'default text', units=u'norm', win=Window(...), wrapWidth=1)
5.8983 	EXP 	Created target_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.15, italic=False, name='target_text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'default text', units=u'norm', win=Window(...), wrapWidth=1)
5.9028 	EXP 	Created dist1_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-5.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.15, italic=False, name='dist1_text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'default text', units=u'norm', win=Window(...), wrapWidth=1)
5.9074 	EXP 	Created dist2_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-6.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.15, italic=False, name='dist2_text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'default text', units=u'norm', win=Window(...), wrapWidth=1)
5.9100 	EXP 	Created fixation_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.3, italic=False, name='fixation_text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'+', units=u'norm', win=Window(...), wrapWidth=1)
5.9211 	EXP 	Created thankyou_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='black', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='thankyou_text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 0.,  0.,  0.]), text=u'End of experiment.\n\nThank you.', units=u'norm', win=Window(...), wrapWidth=1)
5.9253 	EXP 	instructions_text: autoDraw = True
23.3269 	DATA 	Keypress: f
24.9739 	DATA 	Keypress: space
26.4195 	DATA 	Keypress: 5
27.3173 	DATA 	Keypress: 2
27.3175 	EXP 	launchScan: vol: 1500  TR: 0.585s  skip: 0  sync: '5'
27.3636 	EXP 	window1: mouseVisible = False
27.3825 	EXP 	instructions_text: autoDraw = False
28.7267 	DATA 	Keypress: 5
28.7267 	EXP 	launchScan: start of scan
28.7456 	EXP 	dummy_text: autoDraw = True
34.7608 	EXP 	Imported conds/Semantic_ListA.csv as conditions, 100 conditions, 8 params
34.7629 	EXP 	Created sequence: random, trialTypes=100, nReps=1, seed=None
34.7639 	EXP 	New trial (rep=0, index=0): {u'trial_number': 34, u'prime': u'saw', u'target': u'axe', u'semstr_category': 1, u'semstr': 0.02, u'dist1': u'cabin', u'dist2': u'giraffe', u'list_AB': u'A'}
34.7960 	EXP 	dummy_text: autoDraw = False
34.7960 	EXP 	prime_text: text = u'saw'
34.7960 	EXP 	target_text: text = u'axe'
34.7960 	EXP 	target_text: pos = array([ 0. , -0.2])
34.7960 	EXP 	dist1_text: text = u'cabin'
34.7960 	EXP 	dist1_text: pos = array([-0.5, -0.2])
34.7960 	EXP 	dist2_text: text = u'giraffe'
34.7960 	EXP 	dist2_text: pos = array([ 0.5, -0.2])
34.7960 	EXP 	prime_text: autoDraw = True
34.7960 	EXP 	target_text: autoDraw = True
34.7960 	EXP 	dist1_text: autoDraw = True
34.7960 	EXP 	dist2_text: autoDraw = True
38.7572 	EXP 	prime_text: autoDraw = False
38.7572 	EXP 	target_text: autoDraw = False
38.7572 	EXP 	dist1_text: autoDraw = False
38.7572 	EXP 	dist2_text: autoDraw = False
38.7572 	EXP 	fixation_text: autoDraw = True
41.2360 	EXP 	New trial (rep=0, index=1): {u'trial_number': 9, u'prime': u'chocolate', u'target': u'mint', u'semstr_category': 1, u'semstr': 0.050000000000000003, u'dist1': u'noodles', u'dist2': u'shape', u'list_AB': u'A'}
41.2730 	EXP 	fixation_text: autoDraw = False
41.2730 	EXP 	fixation_text: autoDraw = False
41.2730 	EXP 	prime_text: text = u'chocolate'
41.2730 	EXP 	target_text: text = u'mint'
41.2730 	EXP 	target_text: pos = array([-0.5, -0.2])
41.2730 	EXP 	dist1_text: text = u'noodles'
41.2730 	EXP 	dist1_text: pos = array([ 0. , -0.2])
41.2730 	EXP 	dist2_text: text = u'shape'
41.2730 	EXP 	dist2_text: pos = array([ 0.5, -0.2])
41.2730 	EXP 	prime_text: autoDraw = True
41.2730 	EXP 	target_text: autoDraw = True
41.2730 	EXP 	dist1_text: autoDraw = True
41.2730 	EXP 	dist2_text: autoDraw = True
45.2423 	EXP 	prime_text: autoDraw = False
45.2423 	EXP 	target_text: autoDraw = False
45.2423 	EXP 	dist1_text: autoDraw = False
45.2423 	EXP 	dist2_text: autoDraw = False
45.2423 	EXP 	prime_text: autoDraw = False
45.2423 	EXP 	target_text: autoDraw = False
45.2423 	EXP 	dist1_text: autoDraw = False
45.2423 	EXP 	dist2_text: autoDraw = False
45.2423 	EXP 	fixation_text: autoDraw = True
47.7211 	EXP 	New trial (rep=0, index=2): {u'trial_number': 36, u'prime': u'sting', u'target': u'mosquito', u'semstr_category': 1, u'semstr': 0.01, u'dist1': u'tune', u'dist2': u'harvest', u'list_AB': u'A'}
47.7586 	EXP 	fixation_text: autoDraw = False
47.7586 	EXP 	fixation_text: autoDraw = False
47.7586 	EXP 	prime_text: text = u'sting'
47.7586 	EXP 	target_text: text = u'mosquito'
47.7586 	EXP 	target_text: pos = array([-0.5, -0.2])
47.7586 	EXP 	dist1_text: text = u'tune'
47.7586 	EXP 	dist1_text: pos = array([ 0.5, -0.2])
47.7586 	EXP 	dist2_text: text = u'harvest'
47.7586 	EXP 	dist2_text: pos = array([ 0. , -0.2])
47.7586 	EXP 	prime_text: autoDraw = True
47.7586 	EXP 	target_text: autoDraw = True
47.7586 	EXP 	dist1_text: autoDraw = True
47.7586 	EXP 	dist2_text: autoDraw = True
51.7273 	EXP 	prime_text: autoDraw = False
51.7273 	EXP 	target_text: autoDraw = False
51.7273 	EXP 	dist1_text: autoDraw = False
51.7273 	EXP 	dist2_text: autoDraw = False
51.7273 	EXP 	prime_text: autoDraw = False
51.7273 	EXP 	target_text: autoDraw = False
51.7273 	EXP 	dist1_text: autoDraw = False
51.7273 	EXP 	dist2_text: autoDraw = False
51.7273 	EXP 	fixation_text: autoDraw = True
53.2083 	EXP 	New trial (rep=0, index=3): {u'trial_number': 100, u'prime': u'xxxx', u'target': u'xxxx', u'semstr_category': 0, u'semstr': 0.0, u'dist1': u'xxxx', u'dist2': u'xxxx', u'list_AB': u'A'}
53.2391 	EXP 	fixation_text: autoDraw = False
53.2391 	EXP 	fixation_text: autoDraw = False
53.2391 	EXP 	prime_text: text = u'xxxx'
53.2391 	EXP 	target_text: text = u'xxxx'
53.2391 	EXP 	target_text: pos = array([-0.5, -0.2])
53.2391 	EXP 	dist1_text: text = u'xxxx'
53.2391 	EXP 	dist1_text: pos = array([ 0.5, -0.2])
53.2391 	EXP 	dist2_text: text = u'xxxx'
53.2391 	EXP 	dist2_text: pos = array([ 0. , -0.2])
53.2391 	EXP 	prime_text: autoDraw = True
53.2391 	EXP 	target_text: autoDraw = True
53.2391 	EXP 	dist1_text: autoDraw = True
53.2391 	EXP 	dist2_text: autoDraw = True
57.2147 	EXP 	prime_text: autoDraw = False
57.2147 	EXP 	target_text: autoDraw = False
57.2147 	EXP 	dist1_text: autoDraw = False
57.2147 	EXP 	dist2_text: autoDraw = False
57.2147 	EXP 	prime_text: autoDraw = False
57.2147 	EXP 	target_text: autoDraw = False
57.2147 	EXP 	dist1_text: autoDraw = False
57.2147 	EXP 	dist2_text: autoDraw = False
57.2147 	EXP 	fixation_text: autoDraw = True
59.6930 	EXP 	New trial (rep=0, index=4): {u'trial_number': 26, u'prime': u'past', u'target': u'legend', u'semstr_category': 1, u'semstr': 0.01, u'dist1': u'topping', u'dist2': u'claw ', u'list_AB': u'A'}
59.7227 	EXP 	fixation_text: autoDraw = False
59.7227 	EXP 	fixation_text: autoDraw = False
59.7227 	EXP 	prime_text: text = u'past'
59.7227 	EXP 	target_text: text = u'legend'
59.7227 	EXP 	target_text: pos = array([-0.5, -0.2])
59.7227 	EXP 	dist1_text: text = u'topping'
59.7227 	EXP 	dist1_text: pos = array([ 0. , -0.2])
59.7227 	EXP 	dist2_text: text = u'claw '
59.7227 	EXP 	dist2_text: pos = array([ 0.5, -0.2])
59.7227 	EXP 	prime_text: autoDraw = True
59.7227 	EXP 	target_text: autoDraw = True
59.7227 	EXP 	dist1_text: autoDraw = True
59.7227 	EXP 	dist2_text: autoDraw = True
63.6997 	EXP 	prime_text: autoDraw = False
63.6997 	EXP 	target_text: autoDraw = False
63.6997 	EXP 	dist1_text: autoDraw = False
63.6997 	EXP 	dist2_text: autoDraw = False
63.6997 	EXP 	prime_text: autoDraw = False
63.6997 	EXP 	target_text: autoDraw = False
63.6997 	EXP 	dist1_text: autoDraw = False
63.6997 	EXP 	dist2_text: autoDraw = False
63.6997 	EXP 	fixation_text: autoDraw = True
65.1805 	EXP 	New trial (rep=0, index=5): {u'trial_number': 15, u'prime': u'horse', u'target': u'whip', u'semstr_category': 1, u'semstr': 0.029999999999999999, u'dist1': u'apron', u'dist2': u'moat', u'list_AB': u'A'}
65.2225 	EXP 	fixation_text: autoDraw = False
65.2225 	EXP 	fixation_text: autoDraw = False
65.2225 	EXP 	prime_text: text = u'horse'
65.2225 	EXP 	target_text: text = u'whip'
65.2225 	EXP 	target_text: pos = array([-0.5, -0.2])
65.2225 	EXP 	dist1_text: text = u'apron'
65.2225 	EXP 	dist1_text: pos = array([ 0. , -0.2])
65.2225 	EXP 	dist2_text: text = u'moat'
65.2225 	EXP 	dist2_text: pos = array([ 0.5, -0.2])
65.2225 	EXP 	prime_text: autoDraw = True
65.2225 	EXP 	target_text: autoDraw = True
65.2225 	EXP 	dist1_text: autoDraw = True
65.2225 	EXP 	dist2_text: autoDraw = True
69.1870 	EXP 	prime_text: autoDraw = False
69.1870 	EXP 	target_text: autoDraw = False
69.1870 	EXP 	dist1_text: autoDraw = False
69.1870 	EXP 	dist2_text: autoDraw = False
69.1870 	EXP 	prime_text: autoDraw = False
69.1870 	EXP 	target_text: autoDraw = False
69.1870 	EXP 	dist1_text: autoDraw = False
69.1870 	EXP 	dist2_text: autoDraw = False
69.1870 	EXP 	fixation_text: autoDraw = True
72.6634 	EXP 	New trial (rep=0, index=6): {u'trial_number': 8, u'prime': u'chair', u'target': u'swing', u'semstr_category': 1, u'semstr': 0.029999999999999999, u'dist1': u'tomato', u'dist2': u'litre', u'list_AB': u'A'}
72.6988 	EXP 	fixation_text: autoDraw = False
