1.1970 	WARNING 	pyo audio lib was requested but not loaded: No module named pyo
72.6988 	EXP 	fixation_text: autoDraw = False
72.6988 	EXP 	prime_text: text = u'chair'
72.6988 	EXP 	target_text: text = u'swing'
72.6988 	EXP 	target_text: pos = array([ 0.5, -0.2])
72.6988 	EXP 	dist1_text: text = u'tomato'
72.6988 	EXP 	dist1_text: pos = array([-0.5, -0.2])
72.6988 	EXP 	dist2_text: text = u'litre'
72.6988 	EXP 	dist2_text: pos = array([ 0. , -0.2])
72.6988 	EXP 	prime_text: autoDraw = True
72.6988 	EXP 	target_text: autoDraw = True
72.6988 	EXP 	dist1_text: autoDraw = True
72.6988 	EXP 	dist2_text: autoDraw = True
76.6696 	EXP 	prime_text: autoDraw = False
76.6696 	EXP 	target_text: autoDraw = False
76.6696 	EXP 	dist1_text: autoDraw = False
76.6696 	EXP 	dist2_text: autoDraw = False
76.6696 	EXP 	prime_text: autoDraw = False
76.6696 	EXP 	target_text: autoDraw = False
76.6696 	EXP 	dist1_text: autoDraw = False
76.6696 	EXP 	dist2_text: autoDraw = False
76.6696 	EXP 	fixation_text: autoDraw = True
78.1509 	EXP 	New trial (rep=0, index=7): {u'trial_number': 73, u'prime': u'soap', u'target': u'suds', u'semstr_category': 2, u'semstr': 0.59999999999999998, u'dist1': u'chair', u'dist2': u'atom', u'list_AB': u'A'}
78.1815 	EXP 	fixation_text: autoDraw = False
78.1815 	EXP 	fixation_text: autoDraw = False
78.1815 	EXP 	prime_text: text = u'soap'
78.1815 	EXP 	target_text: text = u'suds'
78.1815 	EXP 	target_text: pos = array([ 0. , -0.2])
78.1815 	EXP 	dist1_text: text = u'chair'
78.1815 	EXP 	dist1_text: pos = array([ 0.5, -0.2])
78.1815 	EXP 	dist2_text: text = u'atom'
78.1815 	EXP 	dist2_text: pos = array([-0.5, -0.2])
78.1815 	EXP 	prime_text: autoDraw = True
78.1815 	EXP 	target_text: autoDraw = True
78.1815 	EXP 	dist1_text: autoDraw = True
78.1815 	EXP 	dist2_text: autoDraw = True
82.1569 	EXP 	prime_text: autoDraw = False
82.1569 	EXP 	target_text: autoDraw = False
82.1569 	EXP 	dist1_text: autoDraw = False
82.1569 	EXP 	dist2_text: autoDraw = False
82.1569 	EXP 	prime_text: autoDraw = False
82.1569 	EXP 	target_text: autoDraw = False
82.1569 	EXP 	dist1_text: autoDraw = False
82.1569 	EXP 	dist2_text: autoDraw = False
82.1569 	EXP 	fixation_text: autoDraw = True
84.1372 	EXP 	New trial (rep=0, index=8): {u'trial_number': 37, u'prime': u'stone', u'target': u'kidney', u'semstr_category': 1, u'semstr': 0.050000000000000003, u'dist1': u'morning', u'dist2': u'bench', u'list_AB': u'A'}
84.1775 	EXP 	fixation_text: autoDraw = False
84.1775 	EXP 	fixation_text: autoDraw = False
84.1775 	EXP 	prime_text: text = u'stone'
84.1775 	EXP 	target_text: text = u'kidney'
84.1775 	EXP 	target_text: pos = array([ 0. , -0.2])
84.1775 	EXP 	dist1_text: text = u'morning'
84.1775 	EXP 	dist1_text: pos = array([ 0.5, -0.2])
84.1775 	EXP 	dist2_text: text = u'bench'
84.1775 	EXP 	dist2_text: pos = array([-0.5, -0.2])
84.1775 	EXP 	prime_text: autoDraw = True
84.1775 	EXP 	target_text: autoDraw = True
84.1775 	EXP 	dist1_text: autoDraw = True
84.1775 	EXP 	dist2_text: autoDraw = True
88.1431 	EXP 	prime_text: autoDraw = False
88.1431 	EXP 	target_text: autoDraw = False
88.1431 	EXP 	dist1_text: autoDraw = False
88.1431 	EXP 	dist2_text: autoDraw = False
88.1431 	EXP 	prime_text: autoDraw = False
88.1431 	EXP 	target_text: autoDraw = False
88.1431 	EXP 	dist1_text: autoDraw = False
88.1431 	EXP 	dist2_text: autoDraw = False
88.1431 	EXP 	fixation_text: autoDraw = True
91.1209 	EXP 	New trial (rep=0, index=9): {u'trial_number': 25, u'prime': u'paper', u'target': u'trash', u'semstr_category': 1, u'semstr': 0.01, u'dist1': u'hare', u'dist2': u'ant', u'list_AB': u'A'}
91.1523 	EXP 	fixation_text: autoDraw = False
91.1523 	EXP 	fixation_text: autoDraw = False
91.1523 	EXP 	prime_text: text = u'paper'
91.1523 	EXP 	target_text: text = u'trash'
91.1523 	EXP 	target_text: pos = array([-0.5, -0.2])
91.1523 	EXP 	dist1_text: text = u'hare'
91.1523 	EXP 	dist1_text: pos = array([ 0. , -0.2])
91.1523 	EXP 	dist2_text: text = u'ant'
91.1523 	EXP 	dist2_text: pos = array([ 0.5, -0.2])
91.1523 	EXP 	prime_text: autoDraw = True
91.1523 	EXP 	target_text: autoDraw = True
91.1523 	EXP 	dist1_text: autoDraw = True
91.1523 	EXP 	dist2_text: autoDraw = True
95.1271 	EXP 	prime_text: autoDraw = False
95.1271 	EXP 	target_text: autoDraw = False
95.1271 	EXP 	dist1_text: autoDraw = False
95.1271 	EXP 	dist2_text: autoDraw = False
95.1271 	EXP 	prime_text: autoDraw = False
95.1271 	EXP 	target_text: autoDraw = False
95.1271 	EXP 	dist1_text: autoDraw = False
95.1271 	EXP 	dist2_text: autoDraw = False
95.1271 	EXP 	fixation_text: autoDraw = True
96.6081 	EXP 	New trial (rep=0, index=10): {u'trial_number': 40, u'prime': u'wax', u'target': u'polish', u'semstr_category': 1, u'semstr': 0.14000000000000001, u'dist1': u'ranch', u'dist2': u'cabin', u'list_AB': u'A'}
96.6381 	EXP 	fixation_text: autoDraw = False
96.6381 	EXP 	fixation_text: autoDraw = False
96.6381 	EXP 	prime_text: text = u'wax'
96.6381 	EXP 	target_text: text = u'polish'
96.6381 	EXP 	target_text: pos = array([ 0.5, -0.2])
96.6381 	EXP 	dist1_text: text = u'ranch'
96.6381 	EXP 	dist1_text: pos = array([-0.5, -0.2])
96.6381 	EXP 	dist2_text: text = u'cabin'
96.6381 	EXP 	dist2_text: pos = array([ 0. , -0.2])
96.6381 	EXP 	prime_text: autoDraw = True
96.6381 	EXP 	target_text: autoDraw = True
96.6381 	EXP 	dist1_text: autoDraw = True
96.6381 	EXP 	dist2_text: autoDraw = True
100.6145 	EXP 	prime_text: autoDraw = False
100.6145 	EXP 	target_text: autoDraw = False
100.6145 	EXP 	dist1_text: autoDraw = False
100.6145 	EXP 	dist2_text: autoDraw = False
100.6145 	EXP 	prime_text: autoDraw = False
100.6145 	EXP 	target_text: autoDraw = False
100.6145 	EXP 	dist1_text: autoDraw = False
100.6145 	EXP 	dist2_text: autoDraw = False
100.6145 	EXP 	fixation_text: autoDraw = True
103.0933 	EXP 	New trial (rep=0, index=11): {u'trial_number': 27, u'prime': u'pill', u'target': u'protein', u'semstr_category': 1, u'semstr': 0.02, u'dist1': u'gown', u'dist2': u'tomato', u'list_AB': u'A'}
103.1290 	EXP 	fixation_text: autoDraw = False
103.1290 	EXP 	fixation_text: autoDraw = False
103.1290 	EXP 	prime_text: text = u'pill'
103.1290 	EXP 	target_text: text = u'protein'
103.1290 	EXP 	target_text: pos = array([ 0.5, -0.2])
103.1290 	EXP 	dist1_text: text = u'gown'
103.1290 	EXP 	dist1_text: pos = array([ 0. , -0.2])
103.1290 	EXP 	dist2_text: text = u'tomato'
103.1290 	EXP 	dist2_text: pos = array([-0.5, -0.2])
103.1290 	EXP 	prime_text: autoDraw = True
103.1290 	EXP 	target_text: autoDraw = True
103.1290 	EXP 	dist1_text: autoDraw = True
103.1290 	EXP 	dist2_text: autoDraw = True
107.0995 	EXP 	prime_text: autoDraw = False
107.0995 	EXP 	target_text: autoDraw = False
107.0995 	EXP 	dist1_text: autoDraw = False
107.0995 	EXP 	dist2_text: autoDraw = False
107.0995 	EXP 	prime_text: autoDraw = False
107.0995 	EXP 	target_text: autoDraw = False
107.0995 	EXP 	dist1_text: autoDraw = False
107.0995 	EXP 	dist2_text: autoDraw = False
107.0995 	EXP 	fixation_text: autoDraw = True
110.0769 	EXP 	New trial (rep=0, index=12): {u'trial_number': 89, u'prime': u'xxxx', u'target': u'xxxx', u'semstr_category': 0, u'semstr': 0.0, u'dist1': u'xxxx', u'dist2': u'xxxx', u'list_AB': u'A'}
110.1072 	EXP 	fixation_text: autoDraw = False
110.1072 	EXP 	fixation_text: autoDraw = False
110.1072 	EXP 	prime_text: text = u'xxxx'
110.1072 	EXP 	target_text: text = u'xxxx'
110.1072 	EXP 	target_text: pos = array([ 0.5, -0.2])
110.1072 	EXP 	dist1_text: text = u'xxxx'
110.1072 	EXP 	dist1_text: pos = array([ 0. , -0.2])
110.1072 	EXP 	dist2_text: text = u'xxxx'
110.1072 	EXP 	dist2_text: pos = array([-0.5, -0.2])
110.1072 	EXP 	prime_text: autoDraw = True
110.1072 	EXP 	target_text: autoDraw = True
110.1072 	EXP 	dist1_text: autoDraw = True
110.1072 	EXP 	dist2_text: autoDraw = True
111.5898 	DATA 	Keypress: 5
112.7201 	DATA 	Keypress: 2
113.3355 	DATA 	Keypress: 3
113.9341 	DATA 	Keypress: 4
114.0834 	EXP 	prime_text: autoDraw = False
114.0834 	EXP 	target_text: autoDraw = False
114.0834 	EXP 	dist1_text: autoDraw = False
114.0834 	EXP 	dist2_text: autoDraw = False
114.0834 	EXP 	prime_text: autoDraw = False
114.0834 	EXP 	target_text: autoDraw = False
114.0834 	EXP 	dist1_text: autoDraw = False
114.0834 	EXP 	dist2_text: autoDraw = False
114.0834 	EXP 	fixation_text: autoDraw = True
114.1515 	DATA 	Keypress: 1
115.0150 	DATA 	Keypress: 5
115.7131 	DATA 	Keypress: f
116.5619 	EXP 	New trial (rep=0, index=13): {u'trial_number': 95, u'prime': u'xxxx', u'target': u'xxxx', u'semstr_category': 0, u'semstr': 0.0, u'dist1': u'xxxx', u'dist2': u'xxxx', u'list_AB': u'A'}
116.5775 	EXP 	fixation_text: autoDraw = False
116.5775 	EXP 	fixation_text: autoDraw = False
116.5775 	EXP 	prime_text: text = u'xxxx'
116.5775 	EXP 	target_text: text = u'xxxx'
116.5775 	EXP 	target_text: pos = array([ 0.5, -0.2])
116.5775 	EXP 	dist1_text: text = u'xxxx'
116.5775 	EXP 	dist1_text: pos = array([ 0. , -0.2])
116.5775 	EXP 	dist2_text: text = u'xxxx'
116.5775 	EXP 	dist2_text: pos = array([-0.5, -0.2])
116.5775 	EXP 	prime_text: autoDraw = True
116.5775 	EXP 	target_text: autoDraw = True
116.5775 	EXP 	dist1_text: autoDraw = True
116.5775 	EXP 	dist2_text: autoDraw = True
117.5578 	DATA 	Keypress: q
119.9677 	DATA 	Keypress: q
120.5683 	EXP 	prime_text: autoDraw = False
120.5683 	EXP 	target_text: autoDraw = False
120.5683 	EXP 	dist1_text: autoDraw = False
120.5683 	EXP 	dist2_text: autoDraw = False
120.5683 	EXP 	prime_text: autoDraw = False
120.5683 	EXP 	target_text: autoDraw = False
120.5683 	EXP 	dist1_text: autoDraw = False
120.5683 	EXP 	dist2_text: autoDraw = False
120.5683 	EXP 	fixation_text: autoDraw = True
120.5853 	DATA 	Keypress: q
120.7684 	DATA 	Keypress: q
121.4833 	DATA 	Keypress: q
121.7328 	DATA 	Keypress: q
122.0498 	EXP 	New trial (rep=0, index=14): {u'trial_number': 77, u'prime': u'table', u'target': u'chair', u'semstr_category': 2, u'semstr': 0.31, u'dist1': u'web', u'dist2': u'chain', u'list_AB': u'A'}
122.0867 	EXP 	fixation_text: autoDraw = False
122.0867 	EXP 	fixation_text: autoDraw = False
122.0867 	EXP 	prime_text: text = u'table'
122.0867 	EXP 	target_text: text = u'chair'
122.0867 	EXP 	target_text: pos = array([-0.5, -0.2])
122.0867 	EXP 	dist1_text: text = u'web'
122.0867 	EXP 	dist1_text: pos = array([ 0.5, -0.2])
122.0867 	EXP 	dist2_text: text = u'chain'
122.0867 	EXP 	dist2_text: pos = array([ 0. , -0.2])
122.0867 	EXP 	prime_text: autoDraw = True
122.0867 	EXP 	target_text: autoDraw = True
122.0867 	EXP 	dist1_text: autoDraw = True
122.0867 	EXP 	dist2_text: autoDraw = True
122.9801 	DATA 	Keypress: q
123.1627 	DATA 	Keypress: q
123.3788 	DATA 	Keypress: q
124.3932 	DATA 	Keypress: q
124.5594 	DATA 	Keypress: q
126.0557 	EXP 	prime_text: autoDraw = False
126.0557 	EXP 	target_text: autoDraw = False
126.0557 	EXP 	dist1_text: autoDraw = False
126.0557 	EXP 	dist2_text: autoDraw = False
126.0557 	EXP 	prime_text: autoDraw = False
126.0557 	EXP 	target_text: autoDraw = False
126.0557 	EXP 	dist1_text: autoDraw = False
126.0557 	EXP 	dist2_text: autoDraw = False
126.0557 	EXP 	fixation_text: autoDraw = True
128.0515 	DATA 	Keypress: space
129.1988 	DATA 	Keypress: escape
