trial_number,prime,target,semstr_category,semstr,dist1,dist2,list_AB,semantic_trials_loop.thisRepN,semantic_trials_loop.thisTrialN,semantic_trials_loop.thisN,semantic_trials_loop.thisIndex,Trial_start,Position1,Position2,Position3,key_response.keys,key_response.corr,Fixation duration,wordlist,participant,session,frameRate,expName,date,
30,puzzle,piece,1,0.01,biscuit,siren,A,0,0,0,29,3.09944152832e-06,-0.5,0.5,0,None,0,2.5,A,1,001,60.1561594639,Semantic_Task,2017_May_17_1453,
7,castle,throne,1,0.02,van,flute,A,0,1,1,6,6.49151110649,-0.5,0,0.5,None,0,1.5,A,1,001,60.1561594639,Semantic_Task,2017_May_17_1453,
16,insect,maggot,1,0.05,shears,syringe,A,0,2,2,15,11.9786100388,0,-0.5,0.5,None,0,3.5,A,1,001,60.1561594639,Semantic_Task,2017_May_17_1453,
