region_names,intensity_at_surface_ 1,intensity_at_surface_ 2,intensity_at_surface_ 3,intensity_at_surface_ 4,intensity_at_surface_ 5,intensity_at_surface_ 6,intensity_at_surface_ 7,intensity_at_surface_ 8,intensity_at_surface_ 9,intensity_at_surface_10,intensity_at_surface_11,intensity_at_surface_12,intensity_at_surface_13,intensity_at_surface_14,intensity_at_surface_15
7Networks_LH_Vis_1,17999.4386949764,17603.0344495903,16999.2347711085,17259.2563764556,18356.3889200956,19779.7297818427,21142.5784002419,21669.8224042836,21184.4816865596,20637.2258611274,20404.3606475663,20276.4565179446,20354.6299308212,20353.1794470045,19829.8037171176
7Networks_LH_Vis_2,17905.8343578916,17183.5514315503,16451.3231182621,16470.3114769736,17240.9549057039,18478.9780249472,19800.8675301593,20449.8849121459,20134.7169490526,19738.1461736063,19635.7341228423,19588.8473709994,19551.7775819049,19290.2868205412,18634.7285754082
7Networks_LH_Vis_3,19192.6315740607,19088.5366078176,19284.1338831931,20192.245871134,21671.1534400371,23398.901357029,25228.39729194,26127.0763534282,25301.4591850075,24342.726121481,23843.166600388,23583.924137654,23225.9386335103,22981.1526528817,22163.1122564255
7Networks_LH_Vis_4,18355.4727323685,18279.5008210602,17952.14531358,18333.7734906429,19513.5259342331,21270.6017205079,22953.8007494609,23900.4222399212,23237.3387170439,22240.0329817724,21599.5267188398,21218.163349611,20983.2212770422,20920.6789315822,20359.3257596876
7Networks_LH_Vis_5,18967.0615525803,19114.8945282284,19270.3126742276,20102.8634329085,21686.6157562961,23674.2071425833,25730.5978930954,26797.950425635,26019.7197704105,24739.0741092185,23844.1140839072,23149.342342409,22631.9050003457,22374.8582605029,21497.4372116117
7Networks_LH_Vis_6,18976.3233921717,19068.2426149915,18912.4853780803,19580.1055088689,20876.8215955816,22641.1492884128,24434.1974780705,25446.3278838674,24636.5595986848,23304.9583051309,22494.3382574898,21946.6758606757,21653.743224643,21472.7488102424,20728.6182896781
7Networks_LH_Vis_7,15733.8757167019,16026.0805029253,15974.1240338761,16259.6019850502,16822.48376816,17720.5964150377,18800.8148638329,19506.0333008765,19326.8588983352,19114.1217171377,19034.748121882,19048.0251964309,18933.1230857561,18676.6068156452,18151.4224184582
7Networks_LH_Vis_8,19672.8244833316,19464.2119745461,19119.089782761,19453.6932264496,20537.962218839,22302.921011272,24051.0271926453,25155.4820415838,24272.0276004712,23211.1039904048,22812.6006501994,22513.9442387547,22358.8963228001,22040.4982420496,20949.5239086611
7Networks_LH_Vis_9,19627.2363262184,19708.5597523646,19736.1800168391,20405.0336006148,21683.5450145719,23369.3557816692,24906.3746119368,25725.125806673,25062.8256178578,23795.4518086293,22620.457388176,21810.8018382198,21367.6825704724,21085.2170048587,20145.5125719087
7Networks_LH_Vis_10,19328.0542326879,19621.3499147858,19685.2827197016,20592.4231207912,22265.6614129371,24539.2483812536,26702.2316571027,27711.7490552424,26773.6725396021,25343.4566714839,24230.8333301592,23502.8766580677,23187.2674976502,22982.5110155236,22052.9908327121
