region_names,intensity_at_surface_ 1,intensity_at_surface_ 2,intensity_at_surface_ 3,intensity_at_surface_ 4,intensity_at_surface_ 5,intensity_at_surface_ 6,intensity_at_surface_ 7,intensity_at_surface_ 8,intensity_at_surface_ 9,intensity_at_surface_10,intensity_at_surface_11,intensity_at_surface_12,intensity_at_surface_13,intensity_at_surface_14,intensity_at_surface_15
1,17459.1868807021,17647.7412206198,17571.3961814548,18117.5520658566,19224.437397006,20516.2225160546,21515.5334440702,21874.4239316803,21556.2996124087,20984.8754452763,20457.1136741194,20032.2883945457,20040.4303113596,20030.2091890333,19387.0616612068
2,17841.1391855878,17449.4913912396,16869.5387348888,16908.6166401503,17709.1956427193,19031.1444478446,20306.2844791205,21116.5945862631,20564.073807259,19968.4448540407,19765.1197946759,19726.1820654676,19692.8786851969,19556.1145205589,18894.5520621613
3,19122.6823056568,18731.4683788864,18235.4816481983,18569.0062966823,19530.9951922895,21093.9748525145,22699.2210912432,23845.0099359523,22950.6639354201,22075.5469463787,21816.796272795,21666.7604280342,21571.2124133504,21294.8099339003,20612.0750112557
4,17543.8514594962,17145.3735091773,16633.0781406472,16794.3116686619,17558.3485148811,18645.5811295398,19698.1645489097,20094.4085857957,19742.3025871556,19291.3944614947,18915.6927415583,18630.3665115517,18483.1917614862,18429.2132893718,17966.8132000419
5,18789.714423749,19354.6445264821,19919.5459216589,20897.6841110984,21908.2251776018,23243.7106428623,24656.8625022411,25249.2031386702,24690.8348191778,23560.0008751593,22394.4250572926,21544.1249000417,21143.8710515042,20773.0713959801,19791.1847932685
6,13874.9567064444,13647.9825426649,13298.9771568967,13145.445241491,13300.663349215,13688.9998432522,14337.687253333,14741.1955116378,14640.7859863379,14523.895479471,14628.6225951412,14925.17546342,15145.3173478503,15193.9823666819,14935.4888485757
7,17700.7360803562,17945.7907851381,17620.7741224947,18012.3296822354,18975.2561578481,20296.2556230077,21267.6653685441,21634.6727586077,21305.8883976369,20743.9014441794,20170.4262076131,19720.2165725155,19479.2173898935,19676.2779802511,19333.5085277231
8,15507.9926741808,14548.6471966363,14370.5153663127,14794.1915972341,15370.6655515318,15750.7056527851,16180.7283136718,16808.5029640928,16565.3136363204,16100.2643762455,15739.6163036408,15731.3621006493,15924.5632376378,15844.5742780246,15283.8310172576
9,16967.6949597578,16854.5145971069,16661.9181117295,16994.1873027396,17614.8374779398,18410.4834892775,19214.3614296165,19586.4833313742,19242.07517717,18851.5153897048,18643.6195793919,18426.1409305647,18120.9057086722,17663.0019990073,17099.2249052256
10,14715.9165689028,14848.5505741581,14981.940333043,15413.6645502896,16174.6672088685,17035.0537905877,17650.4508008714,17929.5659967234,17747.9756288929,17082.6107090868,16430.6968599321,15884.6654175631,15688.7945368372,15627.0669336467,14983.0640639171
11,16505.1731613089,16620.4439452867,16567.6627606931,17262.2675468935,18491.9753229355,19824.7905843417,20760.6923026247,21271.8863281668,20892.6894487716,20214.2934227609,19540.623768858,19196.3358070752,19307.4070358304,19267.0940198544,18543.8294211076
12,19249.7597165032,19300.521244531,19427.7666311752,20204.2286511192,21722.5942979904,23636.8901926805,25562.0488133259,26641.1060863998,25762.7296692465,24624.7648896934,23964.1875387897,23573.4176392185,23192.1475860695,22987.4565019662,22054.9578690775
13,17054.8869906214,17134.2055201509,17200.0097362396,17632.4125589902,18348.8377765224,19191.2714871407,19968.2056378803,20290.3946948398,19903.3320824441,19394.0466873665,18982.3357994558,18431.2457488998,17875.699743317,17498.4878797563,16861.463345831
