region_names,intensity_at_surface_ 1,intensity_at_surface_ 2,intensity_at_surface_ 3,intensity_at_surface_ 4,intensity_at_surface_ 5,intensity_at_surface_ 6,intensity_at_surface_ 7,intensity_at_surface_ 8,intensity_at_surface_ 9,intensity_at_surface_10,intensity_at_surface_11,intensity_at_surface_12,intensity_at_surface_13,intensity_at_surface_14,intensity_at_surface_15
2917455,0.22210185288573,0.339747537234966,0.41131057532639,0.508529725747944,0.585706205847589,0.670270192968431,0.727623832161318,0.691323216607909,0.686635036954081,0.667758691980193,0.649317194682148,0.608150018470441,0.625950431688251,0.711834919941017,0.639860936958082
2917613,0.806173589944293,0.625080681571132,0.592879188730672,0.525703726661631,0.520042948714831,0.564402610883015,0.556453423990806,0.519895304809811,0.546607377661442,0.580973272487507,0.550102402593491,0.521622507208066,0.43845660233221,0.406009033243807,0.428506987736226
2919856,-0.490077703287879,-0.473020489503228,-0.499310691562281,-0.492591939013976,-0.510623974844889,-0.490648713430328,-0.504483643620417,-0.518827600515424,-0.493934632568667,-0.462370731552711,-0.459134994295689,-0.506855112567818,-0.574290354317877,-0.646720192864347,-0.7155974354142
2921816,0.105314427842416,0.234876896256641,0.224246979303196,0.266566140159336,0.329563817790697,0.329061801867652,0.292418381672279,0.259765302601212,0.251018634613615,0.211405551310487,0.154252076224203,0.111249969178958,0.0939572069473585,0.218976751393214,0.322420779639312
2924102,-0.0927967635379167,0.0916609647146741,0.238739040128349,0.333187005243998,0.347838081987378,0.349390374233249,0.316907992932553,0.316385186930263,0.324778333212692,0.318712151402316,0.27457166805787,0.166194963238462,0.0469563352211135,-0.0147235233953802,-0.01349056630602
2926512,-0.0955275272964242,-0.135776031152474,-0.179604308141506,-0.258297347117864,-0.364489307076986,-0.443752678773886,-0.465490283372621,-0.430436040121897,-0.384284053560126,-0.323240007799671,-0.285105063285674,-0.239445458889609,-0.234759948175414,-0.286056782991937,-0.325055010373271
2931076,0.222882013416897,0.263284912674007,0.289552312527366,0.312937037220373,0.383334138800988,0.426572409036796,0.485807229841471,0.518828248885363,0.481729356556074,0.401202043512807,0.264257030559449,0.180593531178839,0.132520302180095,0.110112657847736,0.108585445162148
2933071,0.122331409390975,0.153541588005647,0.0154425470115453,-0.0787489973352819,-0.00742638117288931,0.0704336099239933,0.0225552583942857,-3.08927901066724e-05,-0.0102385430122805,0.00634453907533766,0.0106706620103734,0.0544454174175189,0.120907193563331,0.301694597280917,0.424838108156897
2933106,0.317529686481376,0.296632717244004,0.161537440494312,0.103641497473383,0.127885775889822,0.2081571960276,0.177240037755913,0.109967669289027,0.126994675595123,0.159075816803658,0.203732337843698,0.218739079553199,0.343688755875866,0.44469137749424,0.516714331855694
2935445,0.0712923003732351,0.0767708419683512,0.0372962809383952,-0.0261139405845981,-0.0139886698712871,0.122357462923239,0.322921864108451,0.41201504349261,0.393372431580057,0.359203495344436,0.402544411788237,0.439507335226819,0.410388659256976,0.40210047211641,0.425968959421864
2940133,-0.0965771087357891,-0.221973546797298,-0.251891491119761,-0.248987129313531,-0.221888910320038,-0.198147912298112,-0.188878536474813,-0.234201288607192,-0.21624863536097,-0.212775454200138,-0.227913541639435,-0.235790756459232,-0.155756138725385,-0.105143465848296,-0.106285123200343
3473531,-0.00689780845996208,-0.0847432314638091,-0.0756154529696869,-0.157590375492705,-0.402107726415505,-0.620836274471993,-0.735252114497714,-0.832970065632001,-0.837233912416923,-0.862141747760855,-0.954555787865283,-1.03312009262659,-0.994402851764639,-0.947219297451444,-1.00986668165021
3473566,0.117902800812012,0.126626951420545,0.235760673256558,0.343755611239877,0.404617555817763,0.450286132063199,0.468663336844955,0.442753861095462,0.448631676182448,0.447420455659118,0.40469184145091,0.362167306871562,0.400575364178802,0.424025270443754,0.354470594959753
3475765,-0.0227309271295252,-0.112746361116125,-0.151942795179001,-0.123229541067433,-0.0253782202791845,0.125782855094555,0.258058159142211,0.301191956015146,0.286813992997679,0.231633173506865,0.259289223159814,0.259741489672797,0.225611044546224,0.242325782052828,0.240872554018232
3475791,0.220836391384901,0.265503664190131,0.255516222547512,0.20517106352142,0.143912071269807,0.0959398965080755,0.116492267088706,0.0467044409378335,0.056360633350412,0.135164770147316,0.154403806382483,0.102745674194826,0.0521262137887746,0.0370540874120562,0.104157707512506
3478113,0.2636397307696,0.205973869040518,0.123202853045214,-0.0275433310731465,-0.117960703212469,-0.15797523155146,-0.18806440341852,-0.156964566565472,-0.142945885171064,-0.103998034036427,-0.0627489421390554,-0.062596961072127,-0.0789479210750274,-0.129645272067652,-0.0687124475372802
3482412,0.0355628478530804,0.161454633996759,0.390110981018263,0.567270399667309,0.620560542309545,0.639804397966465,0.675700817489401,0.621640648044804,0.625636395941555,0.585656851775487,0.489726629527852,0.404337132203201,0.330971233604132,0.218694652738974,0.185320146523075
3484681,0.377476077244173,0.485904142459144,0.850379851540729,1.07681404095674,0.755824439001187,0.480075791168103,0.462907579201498,0.53149672654529,0.52240628304703,0.396842392469261,0.168245877107179,-0.0163630464589513,0.0512007304871933,0.107181923562107,-0.0376044567347732
3484751,-0.289836855979192,-0.271626358801325,-0.206220091704668,-0.100727073418808,-0.0326149549045463,0.0102862004255909,0.0110572465269953,0.000717851063866555,-0.0103686952854073,-0.0760070585132503,-0.152392721734295,-0.218616513553135,-0.220719445862898,-0.192795152336675,-0.192282176463853
3484909,0.227661845785282,0.202991891157266,0.154605040138632,0.112429256882352,0.142461410618699,0.195652486502589,0.245472793843817,0.24880373404111,0.240206098964199,0.231226447579166,0.18842428192005,0.153596799283965,0.170274485434949,0.242235066536983,0.276927718420327
3487090,0.527901929510138,0.460871489991966,0.315503002101813,0.215850818073146,0.230262042128644,0.239521195327246,0.255785841466213,0.292544103388812,0.215779613575803,0.219420032911972,0.335578361217394,0.486452835982888,0.521582667465858,0.528126660036914,0.547041745458449
3487134,0.210893564863175,0.21901004732022,0.142537914350017,-0.00419904179612855,-0.0386675614926331,0.0640716137084647,0.198315063132011,0.349675047315465,0.258239998403053,0.2360779073658,0.348818670463025,0.459710255589103,0.455735115581094,0.373394983453084,0.354338692158149
3487187,0.557502341335684,0.306887175113176,0.285806686448913,0.377111358777732,0.422925845367626,0.344975321223725,0.345255265332302,0.547889502419719,0.49284211969256,0.374276427635173,0.272087321820335,0.268609853727643,0.305215732084345,0.281412669757036,0.222169759626387
3489412,-0.0980401418725865,-0.0772651906582335,-0.0236711333064916,0.0409858154873599,0.0592310083094628,0.11193638690421,0.126396403535959,0.0987029722982609,0.0835971398134627,-0.0176597937670829,-0.0862765001433124,-0.076687255563617,-0.0146270508751785,0.0282925219323099,0.0615757737648737
3491425,0.0971903601949251,0.145159041902563,0.167697446048923,0.171906263822046,0.237145953810642,0.290065023027932,0.325822114552558,0.288535201662127,0.324641963241531,0.366072114585269,0.389687534254889,0.311799540362992,0.214227545449722,0.245451075745364,0.310642337107711
3491513,0.415781852171075,0.107841449882795,0.12302576621721,0.208277058202554,0.253792358568387,0.184518604285939,0.19208472267951,0.346715194237232,0.305584103288452,0.194577052174782,0.126977785467562,0.155941417946766,0.18817487566586,0.143020630883414,0.0617912081781249
3491530,0.639825912748788,0.555843554217342,0.558553659724986,0.528511544863627,0.514155524292229,0.595209533061659,0.585416253744017,0.523721964231632,0.555123456218744,0.539585949354719,0.473793888691185,0.402315451452499,0.388113988138275,0.362336356792655,0.392486271675032
3493685,0.788851079491709,0.723114976395734,0.65705615670108,0.704064110848641,0.663440058292205,0.746062595775507,0.852076192943097,0.79768028473703,0.824427296496341,0.860615203276885,0.813985455317864,0.791913669270965,0.712210527889528,0.69710806158392,0.719300859111122
3496024,0.535972367117897,0.613530788799523,0.438817252898459,0.313684576145603,0.289304751764179,0.271633456225764,0.227586145332033,0.16763649205939,0.144458364491028,0.190932470946397,0.18841614128574,0.257431435433523,0.30228628191398,0.413294545901042,0.494744031641724
3498381,0.121103154985676,0.224868573955441,0.335083074390051,0.34096651911356,0.291247976808014,0.11401776230492,0.0148961366923352,-0.0309908816105424,-0.0435647319863036,-0.0736631540463075,-0.0495505598279302,0.0601697822956786,0.173114395176564,0.169613260895772,0.159777950104002
3498407,-0.305060102424343,-0.359352636187824,-0.360387002905512,-0.36119440111305,-0.33401081348623,-0.352933722855648,-0.39725025122352,-0.422851498856239,-0.398370325022433,-0.386701575289478,-0.415166964078735,-0.474298395157741,-0.482029867824348,-0.410162373739553,-0.429114655264276
3500737,0.0852855626902534,-0.0377547584908622,-0.113162587309242,-0.155380313567694,-0.0914582824098232,0.0277139126066343,0.1229413750544,0.209112048186664,0.132579925432439,0.108358215591402,0.168682149024271,0.187465333649533,0.185149023040164,0.212816679803006,0.185240777172761
3505010,0.395455733488319,0.45080890595662,0.466543154345719,0.477787065144062,0.489570689194952,0.521799903043879,0.577643700063738,0.540988227279675,0.546623223513314,0.550452897751519,0.482085236485556,0.495780721905657,0.46122256839498,0.483728410451274,0.528562111678924
3505054,-0.385629225921521,-0.389803461108036,-0.369414036618996,-0.384035924978478,-0.407137525611651,-0.447303026845721,-0.499059015780975,-0.544089815286003,-0.515676858177606,-0.499347854732375,-0.522288230819134,-0.540300597089971,-0.519031092400706,-0.507298057714745,-0.530503441281477
3505089,0.0206998414735345,0.00881903140046211,-0.0265969412562542,-0.0654916407855446,-0.0324954304563714,0.0668793661972492,0.101299928934601,0.191171311353279,0.150893303221499,0.135051034854068,0.233249762065556,0.309759925262577,0.392434497239008,0.377603801102825,0.319700157357715
3505151,0.27961060122974,0.35697486129311,0.251614928401867,0.133486345696711,0.133582002679746,0.112168175356604,0.107853603715537,0.103646396253726,0.1461520579847,0.158309190779023,0.155414625094314,0.23120253973304,0.281419857688469,0.337632991875434,0.463903734174249
3507341,0.551589486933733,0.537663436938186,0.489317431495882,0.4936355692179,0.533380746480459,0.568260660124157,0.579080169107268,0.577450978265317,0.587108122436982,0.601026572624918,0.615535082291397,0.592884886097834,0.632319474225586,0.724672400794721,0.744126267740661
3511666,0.157264330708478,0.132545758610634,0.118851135857225,0.0741739340274762,0.0340082344452004,0.0167673493426489,0.022814210473564,-0.0536434739715607,-0.060830853691018,-0.0460658207784162,-0.0115417404551901,-0.0105633176159684,-0.0387380212231376,-0.0347323312253737,0.0211921228443231
3511710,0.349630212106236,0.118843912407238,0.12103569774769,0.165621341150046,0.163448176217985,-0.00964053313230213,0.052111343164525,0.271136474687345,0.342020272846923,0.428684922918717,0.461203306643856,0.413872679594063,0.292607477973399,0.156601464224495,0.208853420476116
3513997,-0.022213640695803,0.0197123050964537,0.0209628990340616,0.0347677123757084,0.10222482987173,0.142872776038921,0.14472179015099,0.103375996232399,0.144942637408823,0.172727164183518,0.164256389149195,0.119478224781059,0.0818647021211219,0.0708882025905789,0.100869156876069
3516389,0.186896285965434,0.227334371996874,0.346523045752315,0.473715851933469,0.462396164096422,0.405456211029972,0.360110191773479,0.330249666375609,0.335203071486649,0.330059811741305,0.324138604944012,0.366957098610086,0.47243605106288,0.533618600183289,0.460869655469224
3518526,0.494469474041196,0.644038809952814,0.623769538771343,0.617472039342656,0.641861966613354,0.687733794891541,0.745307989440987,0.698808663759555,0.681459290956175,0.653029380293823,0.604146737042382,0.500124336725459,0.402399767404668,0.495801010150061,0.609414774417655
3518622,-0.0986640190092648,-0.0688490041190974,-0.0652230586283992,-0.051608335957253,0.0023758252563747,0.0708109293871596,0.0725066185612215,0.060820789292218,0.0774508027431529,0.0488801605192543,-0.0556440180583621,-0.142451955498761,-0.169316529429491,-0.162691383422212,-0.162692309786336
3518719,0.148112778282719,0.130572112915513,0.109629321860925,0.0657204342268952,-0.0267792923098645,-0.123683956760364,-0.155252283194236,-0.159241120941175,-0.14839101397668,-0.139559430647619,-0.0738852248038855,0.0284678133679959,0.0686668292514683,-0.0192998867769443,-0.0377274079510646
3520768,-0.106908715602636,-0.0452936779023232,0.0520700154391964,0.122017972858932,0.168204527164554,0.167725037124176,0.154214399042841,0.124510090728566,0.108999691634591,0.103038649007171,0.0473158454363058,0.0141134095992522,0.0333726230906304,0.0877110580271157,0.0603075685730917
3523071,0.291639946102499,0.246444337351856,0.260408932675878,0.293846759930416,0.345702351429823,0.431109591044461,0.481245574021389,0.442708282651764,0.450469222721188,0.41606913269471,0.367064287109929,0.329436879071704,0.352650719901168,0.398382551841093,0.412044738982267
3525296,0.235004871536758,0.13127762114519,0.125532773214988,0.12985517774629,0.0965485191053698,0.102121574521557,0.0823418239179765,0.0558375961713888,0.0805075893789011,0.123380795005066,0.144407264666186,0.0820131234144042,-0.017251222032375,-0.073525130265483,-0.101834950360035
3525340,0.301513296211202,0.334799042849317,0.620251986058091,0.846549626554377,0.559308500326,0.154910660283524,0.0741064530363858,0.0586170428645133,0.0647494088325587,0.0288879978040909,-0.0804804112307324,-0.137129590230314,-0.089389787891033,-0.0894750370513658,-0.258289186067046
3532102,-0.0052039440528771,-0.147411146983471,-0.286426960949939,-0.358857107618598,-0.337294431475942,-0.239842335428127,-0.130899422819816,-0.114591593771606,-0.074677111139453,0.0512421771947034,0.185911686013512,0.268925184599299,0.263598305024114,0.226306513954273,0.24085873800756
4063285,0.186942662315624,0.1427739173818,0.127003359355924,0.0290247968194447,-0.0837847788360926,-0.202524705783649,-0.239479693047072,-0.29872634012827,-0.293833387581327,-0.360650371716832,-0.533019069350789,-0.666309923543276,-0.710947010385348,-0.704272619374438,-0.69566626206569
4063302,-0.059041144981274,-0.21104826347642,-0.264027847485316,-0.235018294568441,-0.243158230620753,-0.393852073864887,-0.506738776563552,-0.528292863583008,-0.503603475501518,-0.458754949815983,-0.440017079109815,-0.417992794901717,-0.415013044062418,-0.493751888074487,-0.572358119600165
4063452,-2.21404267338532,-1.90420370242656,-1.77788266837011,-1.72555809777536,-1.64815257765516,-1.53894996106664,-1.46273283850085,-1.39370735594651,-1.3383904050534,-1.28332636313402,-1.25399302506661,-1.18837502026027,-1.18786779483256,-1.20091238485761,-1.16441526549358
4063487,0.221575705808588,0.189868800313634,0.188907806425556,0.229055640180581,0.360105305123741,0.473476732840593,0.512378387679608,0.49819700945415,0.471857745923903,0.458278231260307,0.457742097686148,0.537005091399223,0.590847063018408,0.60485349087648,0.637496910428793
4065545,0.280141867830968,0.284205274174183,0.366492085157365,0.416444056642971,0.597346125417656,0.838243256733477,1.08530672590138,1.18419442988555,1.10572588953357,1.0138752240632,1.01145289451166,0.946619466599631,0.868121759586623,0.879422743320856,0.819444899472612
