region_names,moments_1,moments_2,moments_3,moments_4
Background+FreeSurfer_Defined_Medial_Wall,9368.65606140834,800.143969319722,-0.366533199618466,1.61544261754851
7Networks_LH_Vis_1,20686.9513636493,1900.41744723464,-0.0993745997765098,1.84944983129255
7Networks_LH_Vis_2,22275.7833812729,2292.9097528317,0.132307902629909,1.90048520102631
7Networks_LH_Vis_3,21623.367776314,1885.7274775863,0.0396960039887253,1.88770798410615
7Networks_LH_Vis_4,22853.6842300115,2533.5382957878,0.175826149732538,1.94347118507235
7Networks_LH_Vis_5,20416.1959864548,1436.97017556873,0.559612261027168,2.13735748064036
7Networks_LH_Vis_6,18825.8323406806,1322.50453352591,-0.517823624965083,1.81283100329765
7Networks_LH_Vis_7,21395.0481349371,1559.14615708879,0.213921093328942,2.01887905482576
7Networks_LH_Vis_8,20605.8783053939,1623.71669890102,0.187083587181796,1.98315315543759
7Networks_LH_Vis_9,20333.5646459355,1747.79674371732,0.54208360870521,1.87485009668686
7Networks_LH_Vis_10,21310.3423467882,1772.37228503193,0.517852195515089,2.06401490931176
7Networks_LH_Vis_11,21081.1622664357,2049.41197739251,0.0991121392280621,1.93139690180003
7Networks_LH_Vis_12,20411.8708556094,1789.34447814556,0.318312425257983,1.67689189617712
7Networks_LH_Vis_13,21427.6688881672,2102.51145574988,0.198403738107086,1.76979138645933
7Networks_LH_Vis_14,20318.0467616192,2138.75060761782,0.0987861863680669,1.84318134021619
7Networks_LH_SomMot_1,19207.8104546634,1213.98525225769,0.121870711175895,1.92915322152218
7Networks_LH_SomMot_2,19544.767232938,1331.32425519009,0.435474554816362,1.68101300649845
7Networks_LH_SomMot_3,17197.5651146967,1132.17210323051,0.507366732472714,2.03469611485861
7Networks_LH_SomMot_4,19698.0208731998,1229.58767057884,0.195363110653436,1.88377060132587
7Networks_LH_SomMot_5,18984.2587840744,954.911419383506,0.152175318251895,2.19422874515062
7Networks_LH_SomMot_6,19478.2838724377,1530.7785295685,0.00776255749204217,1.86282849338388
7Networks_LH_SomMot_7,18223.9989972158,1273.61393436226,0.225869620608643,1.67600937572772
7Networks_LH_SomMot_8,18083.97170354,1096.3416531335,-0.0705656400952137,1.5988031465855
7Networks_LH_SomMot_9,19280.9498835961,1294.71963066774,-0.198062186139243,1.85391904263284
7Networks_LH_SomMot_10,19243.5934053704,1586.89182432003,0.119157338388314,1.72193610765373
7Networks_LH_SomMot_11,18980.289849141,1512.67360901576,-0.122766801823957,1.80616321494753
7Networks_LH_SomMot_12,18440.5949017126,948.783707351156,-0.00598424790035701,1.78741703799674
7Networks_LH_SomMot_13,19656.5389336716,1556.10588522156,-0.237220777633723,1.81748857616228
7Networks_LH_SomMot_14,18315.7749486546,1145.61158104697,-0.0874555731652912,1.61087692502934
7Networks_LH_SomMot_15,19831.00678082,1239.88790868798,0.0872839105195197,1.73178735003125
7Networks_LH_SomMot_16,18323.860035223,1482.79316212568,-0.0246221762104234,1.90161351910829
7Networks_LH_DorsAttn_Post_1,20213.6135968379,1687.91423389037,-0.145792274387741,1.81389086111782
7Networks_LH_DorsAttn_Post_2,21609.1292912368,1976.25569305902,-0.169359996199005,1.90055289367838
7Networks_LH_DorsAttn_Post_3,19191.6103196123,1656.07257239059,0.173097454166696,1.76613468231216
7Networks_LH_DorsAttn_Post_4,19530.5201526289,1342.91969361276,-0.0907629697015986,1.78978159630543
7Networks_LH_DorsAttn_Post_5,17652.6005022732,1188.87396127648,0.0565210764212472,1.78904430484506
7Networks_LH_DorsAttn_Post_6,17394.118190744,1264.16200748692,-0.175202821555128,1.86947942082324
7Networks_LH_DorsAttn_Post_7,21889.5464946219,2084.34479736218,-0.0911644029450304,1.85418005973247
7Networks_LH_DorsAttn_Post_8,19543.2640319727,1613.59568238363,-0.211803614933506,1.92351989326769
7Networks_LH_DorsAttn_Post_9,21315.2152835512,1651.56846423933,-0.240785929258972,2.00490438519847
7Networks_LH_DorsAttn_Post_10,19944.7133012712,1462.31802376242,-0.165810446077478,1.85602315063712
7Networks_LH_DorsAttn_FEF_1,16867.1656182122,699.340482141635,-0.0597191960205582,2.06393770779999
7Networks_LH_DorsAttn_FEF_2,17256.0663727168,778.732034996609,0.161368040792571,1.88283419364307
7Networks_LH_DorsAttn_PrCv_1,17910.2770729938,1058.83862880223,0.0378804255230306,1.76604138117262
7Networks_LH_SalVentAttn_ParOper_1,19701.3685535981,1472.13522408583,0.101674045906871,1.84870395599474
7Networks_LH_SalVentAttn_ParOper_2,19874.2671662685,1263.06801555032,-0.297596232891621,1.91398378806199
