Time,Trial_Number,Fixation,Fixation_Duration,Stim_ID,Subject_Response,Reaction_Time
0.07710673601832241,1,ON,3.5859550170134753,--,--,--
3.6630617530317977,1,OFF,--,001a.jpg,--,--
5.482508311979473,1,OFF,--,--,indoors,1.819446558947675
,,,,,,
5.672336958930828,2,ON,2.983842443092726,--,--,--
8.656179402023554,2,OFF,--,002a.jpg,--,--
10.499498405959457,2,OFF,--,--,indoors,1.8433190039359033
,,,,,,
10.66462579392828,3,ON,2.980187536100857,--,--,--
13.644813330029137,3,OFF,--,003a.jpg,--,--
--,3,OFF,--,--,N/A,N/A
,,,,,,
15.652347236988135,4,ON,3.009775675018318,--,--,--
18.662122912006453,4,OFF,--,004a.jpg,--,--
19.617602958926,4,OFF,--,--,indoors,0.955480046919547
,,,,,,
20.671765281935222,5,ON,3.1003543020924553,--,--,--
23.772119584027678,5,OFF,--,005a.jpg,--,--
25.210533677018248,5,OFF,--,--,indoors,1.4384140929905698
,,,,,,
25.780054093920626,6,ON,2.9427911520469934,--,--,--
28.72284524596762,6,OFF,--,006a.jpg,--,--
30.439719849964604,6,OFF,--,--,indoors,1.7168746039969847
,,,,,,
30.731057091034018,7,ON,3.1350349379936233,--,--,--
33.86609202902764,7,OFF,--,007a.jpg,--,--
35.35538925498258,7,OFF,--,--,indoors,1.4892972259549424
,,,,,,
35.87329915701412,8,ON,3.0364547199569643,--,--,--
38.90975387697108,8,OFF,--,008a.jpg,--,--
40.071308103972115,8,OFF,--,--,outdoors,1.1615542270010337
,,,,,,
40.91895930597093,9,ON,3.2651287419721484,--,--,--
44.18408804794308,9,OFF,--,009a.jpg,--,--
45.01633547595702,9,OFF,--,--,indoors,0.8322474280139431
,,,,,,
46.19179048400838,10,ON,3.0533792920177802,--,--,--
49.24516977602616,10,OFF,--,010a.jpg,--,--
50.69444286893122,10,OFF,--,--,outdoors,1.4492730929050595
,,,,,,
51.25330746092368,11,ON,2.863721864996478,--,--,--
54.11702932592016,11,OFF,--,011a.jpg,--,--
55.31042730493937,11,OFF,--,--,outdoors,1.1933979790192097
,,,,,,
56.12790048401803,12,ON,3.4827545729931444,--,--,--
59.61065505701117,12,OFF,--,012a.jpg,--,--
61.59734920493793,12,OFF,--,--,indoors,1.9866941479267552
,,,,,,
61.6206128669437,13,ON,3.0227350969798863,--,--,--
64.64334796392359,13,OFF,--,013a.jpg,--,--
65.55532085697632,13,OFF,--,--,outdoors,0.9119728930527344
,,,,,,
66.65146719501354,14,ON,2.8461108789779246,--,--,--
69.49757807399146,14,OFF,--,014a.jpg,--,--
--,14,OFF,--,--,N/A,N/A
,,,,,,
71.50585861201398,15,ON,3.0701546740019694,--,--,--
74.57601328601595,15,OFF,--,015a.jpg,--,--
76.05564954492729,15,OFF,--,--,outdoors,1.4796362589113414
,,,,,,
76.58326939702965,16,ON,3.4231827019248158,--,--,--
80.00645209895447,16,OFF,--,016a.jpg,--,--
81.2344296789961,16,OFF,--,--,indoors,1.2279775800416246
,,,,,,
82.01460636593401,17,ON,3.6007725560339168,--,--,--
85.61537892196793,17,OFF,--,017a.jpg,--,--
86.59238094103057,17,OFF,--,--,outdoors,0.9770020190626383
,,,,,,
87.6237690289272,18,ON,3.200010450091213,--,--,--
90.82377947901841,18,OFF,--,018a.jpg,--,--
92.40126648196019,18,OFF,--,--,indoors,1.5774870029417798
,,,,,,
