Time,Trial_Number,Fixation,Fixation_Duration,Stim_ID,Subject_Response,Reaction_Time
92.83303335995879,19,ON,3.435264972038567,--,--,--
96.26829833199736,19,OFF,--,019a.jpg,--,--
97.57853856496513,19,OFF,--,--,indoors,1.3102402329677716
,,,,,,
98.27620727103204,20,ON,3.5444329659221694,--,--,--
101.8206402369542,20,OFF,--,020a.jpg,--,--
102.93258387595415,20,OFF,--,--,outdoors,1.1119436389999464
,,,,,,
103.82942890701815,21,ON,2.8315974639263004,--,--,--
106.66102637094446,21,OFF,--,021a.jpg,--,--
107.98284192092251,21,OFF,--,--,indoors,1.321815549978055
,,,,,,
108.67205038492102,22,ON,2.928276749094948,--,--,--
111.60032713401597,22,OFF,--,022a.jpg,--,--
112.97752495901659,22,OFF,--,--,outdoors,1.3771978250006214
,,,,,,
113.60820165893529,23,ON,3.5316381769953296,--,--,--
117.13983983593062,23,OFF,--,023a.jpg,--,--
118.33048894896638,23,OFF,--,--,outdoors,1.1906491130357608
,,,,,,
119.15109166095499,24,ON,3.088719318038784,--,--,--
122.23981097899377,24,OFF,--,024a.jpg,--,--
123.85736287396867,24,OFF,--,--,outdoors,1.6175518949748948
,,,,,,
124.24798369500786,25,ON,3.628079428919591,--,--,--
127.87606312392745,25,OFF,--,025a.jpg,--,--
129.33655124995857,25,OFF,--,--,indoors,1.460488126031123
,,,,,,
129.88413481402677,26,ON,2.9114195599686354,--,--,--
132.7955543739954,26,OFF,--,026a.jpg,--,--
134.19164954393636,26,OFF,--,--,indoors,1.3960951699409634
,,,,,,
134.80377759900875,27,ON,3.1207362179411575,--,--,--
137.9245138169499,27,OFF,--,027a.jpg,--,--
--,27,OFF,--,--,N/A,N/A
,,,,,,
139.93231419299264,28,ON,3.498707607970573,--,--,--
143.4310218009632,28,OFF,--,028a.jpg,--,--
144.4624359299196,28,OFF,--,--,indoors,1.031414128956385
,,,,,,
145.44024656096008,29,ON,3.2127848629606888,--,--,--
148.65303142392077,29,OFF,--,029a.jpg,--,--
--,29,OFF,--,--,N/A,N/A
,,,,,,
150.66071899503004,30,ON,3.327114568906836,--,--,--
153.98783356393687,30,OFF,--,030a.jpg,--,--
155.55536036100239,30,OFF,--,--,indoors,1.5675267970655113
,,,,,,
155.99584977095947,31,ON,3.608721005031839,--,--,--
159.6045707759913,31,OFF,--,031a.jpg,--,--
160.6935366760008,31,OFF,--,--,indoors,1.088965900009498
,,,,,,
161.61257979494985,32,ON,3.3391112260287628,--,--,--
164.95169102097861,32,OFF,--,032a.jpg,--,--
166.432444765931,32,OFF,--,--,indoors,1.4807537449523807
,,,,,,
166.9602362589212,33,ON,3.243934238096699,--,--,--
170.2041704970179,33,OFF,--,033a.jpg,--,--
171.26627347094472,33,OFF,--,--,indoors,1.0621029739268124
,,,,,,
172.2118319349829,34,ON,3.2760334910126403,--,--,--
175.48786542599555,34,OFF,--,034a.jpg,--,--
176.70525901392102,34,OFF,--,--,indoors,1.2173935879254714
,,,,,,
177.49656014400534,35,ON,3.357554682996124,--,--,--
180.85411482700147,35,OFF,--,035a.jpg,--,--
182.39833775092848,35,OFF,--,--,indoors,1.544222923927009
,,,,,,
182.86260164598934,36,ON,3.721593732945621,--,--,--
186.58419537893496,36,OFF,--,036a.jpg,--,--
188.07646687095985,36,OFF,--,--,indoors,1.4922714920248836
,,,,,,
188.59250617097132,37,ON,3.7680642809718847,--,--,--
192.3605704519432,37,OFF,--,037a.jpg,--,--
193.9034050559858,37,OFF,--,--,indoors,1.5428346040425822
,,,,,,
194.3701028439682,38,ON,3.513263475964777,--,--,--
197.88336631993297,38,OFF,--,038a.jpg,--,--
199.07751304400153,38,OFF,--,--,indoors,1.1941467240685597
,,,,,,
199.89158818603028,39,ON,2.8978561429539695,--,--,--
202.78944432898425,39,OFF,--,039a.jpg,--,--
203.67753577197436,39,OFF,--,--,outdoors,0.8880914429901168
,,,,,,
204.79742647893727,40,ON,3.705360801075585,--,--,--
208.50278728001285,40,OFF,--,040a.jpg,--,--
210.0935588190332,40,OFF,--,--,indoors,1.590771539020352
,,,,,,
210.5106939090183,41,ON,3.387577866902575,--,--,--
213.89827177592088,41,OFF,--,041a.jpg,--,--
215.69342039094772,41,OFF,--,--,indoors,1.7951486150268465
,,,,,,
215.90647216595244,42,ON,2.8151290300302207,--,--,--
218.72160119598266,42,OFF,--,042a.jpg,--,--
220.33242410898674,42,OFF,--,--,outdoors,1.6108229130040854
,,,,,,
220.73012626497075,43,ON,3.6913525159470737,--,--,--
224.42147878091782,43,OFF,--,043a.jpg,--,--
225.38357209402602,43,OFF,--,--,indoors,0.9620933131081983
,,,,,,
226.4301259960048,44,ON,2.805857067927718,--,--,--
229.2359830639325,44,OFF,--,044a.jpg,--,--
230.5302519389661,44,OFF,--,--,indoors,1.2942688750335947
,,,,,,
231.24431560898665,45,ON,3.7519581629894674,--,--,--
234.99627377197612,45,OFF,--,045a.jpg,--,--
236.68408249493223,45,OFF,--,--,indoors,1.687808722956106
,,,,,,
237.00434876198415,46,ON,3.314635506947525,--,--,--
240.31898426893167,46,OFF,--,046a.jpg,--,--
242.06345100002363,46,OFF,--,--,indoors,1.7444667310919613
,,,,,,
242.32712238200475,47,ON,3.371570028946735,--,--,--
245.69869241095148,47,OFF,--,047a.jpg,--,--
246.92033032898325,47,OFF,--,--,indoors,1.2216379180317745
,,,,,,
247.70713248394895,48,ON,2.780473327031359,--,--,--
250.4876058109803,48,OFF,--,048a.jpg,--,--
251.28638242394663,48,OFF,--,--,indoors,0.7987766129663214
,,,,,,
252.49593860597815,49,ON,3.2915790679398924,--,--,--
255.78751767391805,49,OFF,--,049a.jpg,--,--
257.03720477898605,49,OFF,--,--,outdoors,1.2496871050680056
,,,,,,
257.7963938040193,50,ON,3.4772609919309616,--,--,--
261.2736547959503,50,OFF,--,050a.jpg,--,--
262.92149724892806,50,OFF,--,--,indoors,1.647842452977784
,,,,,,
263.28258092002943,51,ON,3.67225583398249,--,--,--
266.9548367540119,51,OFF,--,051a.jpg,--,--
268.3813711289549,51,OFF,--,--,indoors,1.426534374943003
,,,,,,
268.9629179239273,52,ON,2.9933776020770893,--,--,--
271.9562955260044,52,OFF,--,052a.jpg,--,--
273.94938868202735,52,OFF,--,--,outdoors,1.993093156022951
,,,,,,
273.96453635999933,53,ON,3.448111605946906,--,--,--
277.41264796594623,53,OFF,--,053a.jpg,--,--
278.7363723309245,53,OFF,--,--,outdoors,1.3237243649782613
,,,,,,
279.42074357601814,54,ON,2.76918405899778,--,--,--
282.1899276350159,54,OFF,--,054a.jpg,--,--
283.88534097000957,54,OFF,--,--,indoors,1.6954133349936455
,,,,,,
284.1978496919619,55,ON,3.735505525022745,--,--,--
287.93335521698464,55,OFF,--,055a.jpg,--,--
288.93734458996914,55,OFF,--,--,indoors,1.0039893729845062
,,,,,,
289.94180291402154,56,ON,3.1544230269500986,--,--,--
293.09622594097164,56,OFF,--,056a.jpg,--,--
294.2502318469342,56,OFF,--,--,indoors,1.1540059059625491
,,,,,,
295.1041668789694,57,ON,3.5601868180092424,--,--,--
298.66435369697865,57,OFF,--,057a.jpg,--,--
299.8994057489326,57,OFF,--,--,indoors,1.2350520519539714
,,,,,,
300.672246958944,58,ON,3.6460314620053396,--,--,--
304.31827842094935,58,OFF,--,058a.jpg,--,--
305.61125404492486,58,OFF,--,--,indoors,1.292975623975508
,,,,,,
306.32697637495585,59,ON,3.2282155510038137,--,--,--
309.55519192595966,59,OFF,--,059a.jpg,--,--
310.7631933509838,59,OFF,--,--,indoors,1.208001425024122
,,,,,,
311.5628770550247,60,ON,3.167416626936756,--,--,--
314.7302936819615,60,OFF,--,060a.jpg,--,--
316.3964832259808,60,OFF,--,--,outdoors,1.6661895440192893
,,,,,,
316.7384077439783,61,ON,3.1788792919833213,--,--,--
319.91728703596164,61,OFF,--,061a.jpg,--,--
321.22332998993807,61,OFF,--,--,outdoors,1.30604295397643
,,,,,,
321.9252014310332,62,ON,3.4033936399500817,--,--,--
325.3285950709833,62,OFF,--,062a.jpg,--,--
326.72841636196245,62,OFF,--,--,outdoors,1.3998212909791619
,,,,,,
327.33670356997754,63,ON,2.878708529053256,--,--,--
330.2154120990308,63,OFF,--,063a.jpg,--,--
331.8833860739833,63,OFF,--,--,indoors,1.6679739749524742
,,,,,,
332.22326059499756,64,ON,3.656577463960275,--,--,--
335.87983805895783,64,OFF,--,064a.jpg,--,--
337.8724874909967,64,OFF,--,--,indoors,1.9926494320388883
,,,,,,
