Time,Trial_Number,Condition,Fixation,Fixation_Duration,Stim_ID,Subject_Response,Accuracy,Reaction_Time
109.14945890801027,30,old,OFF,--,--,old,1,1.2207824880024418
,,,,,,,,
110.43667240801733,31,old,ON,1.5937240578932688,--,--,--,--
112.0303964659106,31,old,OFF,--,025a.jpg,--,--,--
113.17832326598,31,old,OFF,--,--,old,1,1.1479268000693992
,,,,,,,,
114.53829396294896,32,old,ON,0.7203777759568766,--,--,--,--
115.25867173890583,32,old,OFF,--,028a.jpg,--,--,--
117.09728718595579,32,old,OFF,--,--,similar,0,1.8386154470499605
,,,,,,,,
117.7665043559391,33,old,ON,0.7836188320070505,--,--,--,--
118.55012318794616,33,old,OFF,--,008a.jpg,--,--,--
120.01223168591969,33,old,OFF,--,--,old,1,1.4621084979735315
,,,,,,,,
121.05797226296272,34,old,ON,1.4524053180357441,--,--,--,--
122.51037758099847,34,old,OFF,--,038a.jpg,--,--,--
124.39248659997247,34,old,OFF,--,--,old,1,1.8821090189740062
,,,,,,,,
125.01838427991606,35,similar,ON,1.1715739710489288,--,--,--,--
126.18995825096499,35,similar,OFF,--,045b.jpg,--,--,--
127.50140909990296,35,similar,OFF,--,--,old,0,1.311450848937966
,,,,,,,,
128.7009238229366,36,old,ON,0.9453973000636324,--,--,--,--
129.64632112300023,36,old,OFF,--,042a.jpg,--,--,--
130.58930529595818,36,old,OFF,--,--,old,1,0.9429841729579493
,,,,,,,,
132.15465223800857,37,old,ON,1.2980836669448763,--,--,--,--
133.45273590495344,37,old,OFF,--,057a.jpg,--,--,--
134.98973869497422,37,old,OFF,--,--,new,0,1.5370027900207788
,,,,,,,,
135.959951401921,38,old,ON,1.6410637230146676,--,--,--,--
137.60101512493566,38,old,OFF,--,058a.jpg,--,--,--
139.47541892598383,38,old,OFF,--,--,old,1,1.8744038010481745
,,,,,,,,
140.1083837049082,39,new,ON,1.110018632025458,--,--,--,--
141.21840233693365,39,new,OFF,--,070a.jpg,--,--,--
142.24387502891477,39,new,OFF,--,--,new,1,1.025472691981122
,,,,,,,,
143.72674621792976,40,new,ON,1.45637843105942,--,--,--,--
145.18312464898918,40,new,OFF,--,093a.jpg,--,--,--
146.18646977096796,40,new,OFF,--,--,new,1,1.0033451219787821
,,,,,,,,
147.69081030995585,41,old,ON,0.7427426639478654,--,--,--,--
148.43355297390372,41,old,OFF,--,051a.jpg,--,--,--
149.66646521294024,41,old,OFF,--,--,old,1,1.2329122390365228
,,,,,,,,
150.9410731799435,42,similar,ON,1.4150961550185457,--,--,--,--
152.35616933496203,42,similar,OFF,--,016b.jpg,--,--,--
153.44556239794474,42,similar,OFF,--,--,old,0,1.0893930629827082
,,,,,,,,
154.86380410997663,43,old,ON,1.0343026699265465,--,--,--,--
155.89810677990317,43,old,OFF,--,017a.jpg,--,--,--
156.72253249492496,43,old,OFF,--,--,old,1,0.8244257150217891
,,,,,,,,
158.40566273301374,44,old,ON,1.4238632359774783,--,--,--,--
159.82952596899122,44,old,OFF,--,053a.jpg,--,--,--
160.69632906792685,44,old,OFF,--,--,old,1,0.8668030989356339
,,,,,,,,
162.33715928392485,45,old,ON,1.3743903540307656,--,--,--,--
163.7115496379556,45,old,OFF,--,062a.jpg,--,--,--
164.4623104649363,45,old,OFF,--,--,old,1,0.7507608269806951
,,,,,,,,
166.21966177690774,46,old,ON,1.2370137660764158,--,--,--,--
167.45667554298416,46,old,OFF,--,063a.jpg,--,--,--
168.64247148495633,46,old,OFF,--,--,old,1,1.1857959419721738
,,,,,,,,
169.9641464049928,47,old,ON,1.0992424389114603,--,--,--,--
171.06338884390425,47,old,OFF,--,037a.jpg,--,--,--
172.19442590593826,47,old,OFF,--,--,old,1,1.1310370620340109
,,,,,,,,
173.57117245800328,48,similar,ON,1.3623357019387186,--,--,--,--
174.933508159942,48,similar,OFF,--,044b.jpg,--,--,--
176.1255156439729,48,similar,OFF,--,--,old,0,1.1920074840309098
,,,,,,,,
177.44155957491603,49,old,ON,1.5638613200280815,--,--,--,--
179.0054208949441,49,old,OFF,--,047a.jpg,--,--,--
180.35137669392861,49,old,OFF,--,--,old,1,1.3459557989845052
,,,,,,,,
181.51372196001466,50,old,ON,1.5298949159914628,--,--,--,--
183.04361687600613,50,old,OFF,--,014a.jpg,--,--,--
184.52234650496393,50,old,OFF,--,--,old,1,1.478729628957808
,,,,,,,,
185.551203107927,51,old,ON,1.225152024999261,--,--,--,--
186.77635513292626,51,old,OFF,--,005a.jpg,--,--,--
--,51,old,OFF,--,--,N/A,0,N/A
,,,,,,,,
189.28373543394264,52,similar,ON,0.6791040459647775,--,--,--,--
189.96283947990742,52,similar,OFF,--,018b.jpg,--,--,--
191.50934527791105,52,similar,OFF,--,--,new,0,1.5465057980036363
,,,,,,,,
192.47059207991697,53,similar,ON,1.542593950056471,--,--,--,--
194.01318602997344,53,similar,OFF,--,012b.jpg,--,--,--
196.08028044900857,53,similar,OFF,--,--,similar,1,2.0670944190351292
,,,,,,,,
196.5212338999845,54,old,ON,1.667847417993471,--,--,--,--
198.18908131797798,54,old,OFF,--,041a.jpg,--,--,--
199.4893193480093,54,old,OFF,--,--,old,1,1.3002380300313234
,,,,,,,,
200.69640517095104,55,similar,ON,0.7736040919553488,--,--,--,--
201.4700092629064,55,similar,OFF,--,013b.jpg,--,--,--
202.5593960749684,55,similar,OFF,--,--,similar,1,1.0893868120620027
,,,,,,,,
203.97817012597807,56,new,ON,0.9884420739253983,--,--,--,--
204.96661219990347,56,new,OFF,--,069a.jpg,--,--,--
206.113517354941,56,new,OFF,--,--,new,1,1.1469051550375298
,,,,,,,,
207.47463187400717,57,new,ON,0.9945786989992484,--,--,--,--
208.46921057300642,57,new,OFF,--,066a.jpg,--,--,--
209.45633227797225,57,new,OFF,--,--,new,1,0.9871217049658298
,,,,,,,,
210.97715084790252,58,new,ON,0.79802049708087,--,--,--,--
211.7751713449834,58,new,OFF,--,083a.jpg,--,--,--
212.88837577600498,58,new,OFF,--,--,new,1,1.113204431021586
,,,,,,,,
214.28266421798617,59,similar,ON,0.7585313819581643,--,--,--,--
215.04119559994433,59,similar,OFF,--,061b.jpg,--,--,--
216.10576126596425,59,similar,OFF,--,--,old,0,1.0645656660199165
,,,,,,,,
217.54916193301324,60,similar,ON,1.2568186149001122,--,--,--,--
218.80598054791335,60,similar,OFF,--,029b.jpg,--,--,--
220.2034698399948,60,similar,OFF,--,--,old,0,1.3974892920814455
,,,,,,,,
221.3135810609674,61,old,ON,0.8459719369420782,--,--,--,--
222.1595529979095,61,old,OFF,--,043a.jpg,--,--,--
223.2944790899055,61,old,OFF,--,--,old,1,1.1349260919960216
,,,,,,,,
224.66771650093142,62,similar,ON,1.4419847030658275,--,--,--,--
226.10970120399725,62,similar,OFF,--,048b.jpg,--,--,--
227.49524337390903,62,similar,OFF,--,--,old,0,1.385542169911787
,,,,,,,,
228.618412097916,63,similar,ON,1.3311297270702198,--,--,--,--
229.94954182498623,63,similar,OFF,--,054b.jpg,--,--,--
231.59141615999397,63,similar,OFF,--,--,similar,1,1.641874335007742
,,,,,,,,
232.45771393494215,64,similar,ON,0.9306820300407708,--,--,--,--
233.38839596498292,64,similar,OFF,--,060b.jpg,--,--,--
234.8859680040041,64,similar,OFF,--,--,old,0,1.497572039021179
,,,,,,,,
235.8964975529816,65,old,ON,0.9617034989641979,--,--,--,--
236.8582010519458,65,old,OFF,--,064a.jpg,--,--,--
238.3755586289335,65,old,OFF,--,--,old,1,1.5173575769877061
,,,,,,,,
239.36663348798174,66,old,ON,0.7681697689695284,--,--,--,--
240.13480325695127,66,old,OFF,--,046a.jpg,--,--,--
241.75847314298153,66,old,OFF,--,--,similar,0,1.6236698860302567
,,,,,,,,
242.6427331949817,67,old,ON,0.8778104450320825,--,--,--,--
243.52054364001378,67,old,OFF,--,049a.jpg,--,--,--
244.8575440829154,67,old,OFF,--,--,old,1,1.3370004429016262
,,,,,,,,
246.02759535994846,68,old,ON,1.1227460299851373,--,--,--,--
247.1503413899336,68,old,OFF,--,007a.jpg,--,--,--
248.35852816596162,68,old,OFF,--,--,old,1,1.2081867760280147
,,,,,,,,
249.65878347901162,69,old,ON,1.4986802149796858,--,--,--,--
251.1574636939913,69,old,OFF,--,032a.jpg,--,--,--
252.61543664894998,69,old,OFF,--,--,old,1,1.4579729549586773
,,,,,,,,
253.66507872298826,70,similar,ON,1.3414514400064945,--,--,--,--
255.00653016299475,70,similar,OFF,--,011b.jpg,--,--,--
257.01728916494176,70,similar,OFF,--,--,old,0,2.010759001947008
,,,,,,,,
257.5146627849899,71,new,ON,1.1409899779828265,--,--,--,--
258.65565276297275,71,new,OFF,--,074a.jpg,--,--,--
259.6544148159446,71,new,OFF,--,--,new,1,0.9987620529718697
,,,,,,,,
261.1637229179032,72,new,ON,1.197266360046342,--,--,--,--
262.36098927794956,72,new,OFF,--,087a.jpg,--,--,--
263.1807177599985,72,new,OFF,--,--,new,1,0.8197284820489585
,,,,,,,,
264.8692829780048,73,new,ON,0.972786666941829,--,--,--,--
265.8420696449466,73,new,OFF,--,090a.jpg,--,--,--
267.0232358999783,73,new,OFF,--,--,old,0,1.1811662550317124
,,,,,,,,
268.3504533499945,74,similar,ON,1.6132596229435876,--,--,--,--
269.9637129729381,74,similar,OFF,--,002b.jpg,--,--,--
271.38242146000266,74,similar,OFF,--,--,similar,1,1.4187084870645776
,,,,,,,,
272.4722461149795,75,old,ON,1.2033479160163552,--,--,--,--
273.67559403099585,75,old,OFF,--,022a.jpg,--,--,--
274.8783960059518,75,old,OFF,--,--,old,1,1.2028019749559462
,,,,,,,,
276.1834089650074,76,new,ON,1.4654239229857922,--,--,--,--
277.6488328879932,76,new,OFF,--,081a.jpg,--,--,--
278.6333546679234,76,new,OFF,--,--,new,1,0.984521779930219
,,,,,,,,
280.1558078909293,77,old,ON,1.0261254840297624,--,--,--,--
281.18193337495904,77,old,OFF,--,024a.jpg,--,--,--
282.3034095650073,77,old,OFF,--,--,old,1,1.12147619004827
,,,,,,,,
283.6903829280054,78,similar,ON,0.6969048778992146,--,--,--,--
284.38728780590463,78,similar,OFF,--,039b.jpg,--,--,--
285.99051113799214,78,similar,OFF,--,--,old,0,1.6032233320875093
,,,,,,,,
286.89610125496984,79,new,ON,1.2722127949818969,--,--,--,--
288.16831404995173,79,new,OFF,--,086a.jpg,--,--,--
289.081345584942,79,new,OFF,--,--,new,1,0.9130315349902958
,,,,,,,,
290.67828123492654,80,new,ON,1.134938043076545,--,--,--,--
291.8132192780031,80,new,OFF,--,094a.jpg,--,--,--
293.1004229990067,80,new,OFF,--,--,similar,0,1.287203721003607
,,,,,,,,
294.32164254796226,81,new,ON,1.5822621519910172,--,--,--,--
295.9039046999533,81,new,OFF,--,075a.jpg,--,--,--
296.91333566897083,81,new,OFF,--,--,new,1,1.0094309690175578
,,,,,,,,
298.41178492398467,82,new,ON,0.8061396409757435,--,--,--,--
299.2179245649604,82,new,OFF,--,096a.jpg,--,--,--
300.49920293991454,82,new,OFF,--,--,new,1,1.2812783749541268
,,,,,,,,
301.7254146399209,83,old,ON,1.4037759880302474,--,--,--,--
303.1291906279512,83,old,OFF,--,023a.jpg,--,--,--
304.92344829801004,83,old,OFF,--,--,old,1,1.7942576700588688
,,,,,,,,
305.6377045279369,84,new,ON,1.5517953759990633,--,--,--,--
307.18949990393594,84,new,OFF,--,073a.jpg,--,--,--
308.00150098395534,84,new,OFF,--,--,new,1,0.8120010800193995
,,,,,,,,
309.6994020569837,85,new,ON,0.8882947210222483,--,--,--,--
310.5876967780059,85,new,OFF,--,085a.jpg,--,--,--
311.5654538410017,85,new,OFF,--,--,new,1,0.9777570629958063
,,,,,,,,
313.0958655650029,86,new,ON,1.2959395879879594,--,--,--,--
314.39180515299086,86,new,OFF,--,082a.jpg,--,--,--
315.483577818959,86,new,OFF,--,--,new,1,1.0917726659681648
,,,,,,,,
316.9002313129604,87,old,ON,0.902810744009912,--,--,--,--
317.8030420569703,87,old,OFF,--,036a.jpg,--,--,--
318.8797092199093,87,old,OFF,--,--,old,1,1.0766671629389748
,,,,,,,,
320.31163637398276,88,new,ON,1.6163687820080668,--,--,--,--
321.92800515599083,88,new,OFF,--,078a.jpg,--,--,--
322.9747124129208,88,new,OFF,--,--,new,1,1.046707256929949
,,,,,,,,
324.4405943530146,89,new,ON,0.8252921779640019,--,--,--,--
325.2658865309786,89,new,OFF,--,068a.jpg,--,--,--
326.5775249749422,89,new,OFF,--,--,old,0,1.3116384439636022
,,,,,,,,
327.77853822300676,90,new,ON,1.3115179819287732,--,--,--,--
329.09005620493554,90,new,OFF,--,072a.jpg,--,--,--
330.0013781680027,90,new,OFF,--,--,new,1,0.9113219630671665
,,,,,,,,
331.59816850791685,91,similar,ON,0.6900216810172424,--,--,--,--
332.2881901889341,91,similar,OFF,--,030b.jpg,--,--,--
334.08528841799125,91,similar,OFF,--,--,old,0,1.7970982290571555
,,,,,,,,
334.7960516209714,92,similar,ON,1.51107610296458,--,--,--,--
336.307127723936,92,similar,OFF,--,021b.jpg,--,--,--
337.6724466779269,92,similar,OFF,--,--,similar,1,1.3653189539909363
,,,,,,,,
338.8153187459102,93,old,ON,0.8173848690930754,--,--,--,--
339.63270361500327,93,old,OFF,--,001a.jpg,--,--,--
341.10742881998885,93,old,OFF,--,--,old,1,1.4747252049855888
,,,,,,,,
342.14441147993784,94,new,ON,1.647657053079456,--,--,--,--
343.7920685330173,94,new,OFF,--,089a.jpg,--,--,--
344.5816335659474,94,new,OFF,--,--,new,1,0.7895650329301134
,,,,,,,,
346.2996429579798,95,old,ON,1.0567661100067198,--,--,--,--
347.35640906798653,95,old,OFF,--,033a.jpg,--,--,--
348.5724348599324,95,old,OFF,--,--,old,1,1.2160257919458672
,,,,,,,,
349.867691829917,96,similar,ON,0.6668194400845096,--,--,--,--
350.53451127000153,96,similar,OFF,--,059b.jpg,--,--,--
352.07345636491664,96,similar,OFF,--,--,old,0,1.538945094915107
,,,,,,,,
