0.0005 	WARNING 	Monitor specification not found. Creating a temporary one...
71.6241 	EXP 	experience sampling probe
71.6407 	EXP 	unnamed TextStim: text = 'My thoughts were:'
71.6407 	EXP 	experience sampling probe
71.6572 	EXP 	unnamed TextStim: text = 'My thoughts were:'
71.6572 	EXP 	experience sampling probe
71.6737 	EXP 	unnamed TextStim: text = 'My thoughts were:'
71.6737 	EXP 	experience sampling probe
71.6907 	EXP 	unnamed TextStim: text = 'My thoughts were:'
71.6907 	EXP 	experience sampling probe
71.7069 	EXP 	unnamed TextStim: text = 'My thoughts were:'
71.7069 	EXP 	experience sampling probe
71.7237 	EXP 	unnamed TextStim: text = 'My thoughts were:'
71.7237 	EXP 	experience sampling probe
71.7404 	EXP 	unnamed TextStim: text = 'My thoughts were:'
71.7404 	EXP 	experience sampling probe
71.7570 	EXP 	unnamed TextStim: text = 'My thoughts were:'
71.7570 	EXP 	experience sampling probe
71.7739 	EXP 	unnamed TextStim: text = 'My thoughts were:'
71.7739 	EXP 	experience sampling probe
71.7908 	EXP 	unnamed TextStim: text = 'My thoughts were:'
71.7908 	EXP 	experience sampling probe
71.8070 	EXP 	unnamed TextStim: text = 'My thoughts were:'
71.8070 	EXP 	experience sampling probe
71.8239 	EXP 	unnamed TextStim: text = 'My thoughts were:'
71.8239 	EXP 	experience sampling probe
71.8402 	EXP 	unnamed TextStim: text = 'My thoughts were:'
71.8402 	EXP 	experience sampling probe
71.8572 	EXP 	unnamed TextStim: text = 'My thoughts were:'
71.8572 	EXP 	experience sampling probe
71.8740 	EXP 	unnamed TextStim: text = 'My thoughts were:'
71.8740 	EXP 	experience sampling probe
71.8904 	EXP 	unnamed TextStim: text = 'My thoughts were:'
71.8904 	EXP 	experience sampling probe
71.9073 	EXP 	unnamed TextStim: text = 'My thoughts were:'
71.9073 	EXP 	experience sampling probe
71.9238 	EXP 	unnamed TextStim: text = 'My thoughts were:'
71.9238 	EXP 	experience sampling probe
71.9402 	EXP 	unnamed TextStim: text = 'My thoughts were:'
71.9402 	EXP 	experience sampling probe
71.9571 	EXP 	unnamed TextStim: text = 'My thoughts were:'
71.9571 	EXP 	experience sampling probe
71.9737 	EXP 	unnamed TextStim: text = 'My thoughts were:'
71.9737 	EXP 	experience sampling probe
71.9907 	EXP 	unnamed TextStim: text = 'My thoughts were:'
71.9907 	EXP 	experience sampling probe
72.0070 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.0070 	EXP 	experience sampling probe
72.0239 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.0239 	EXP 	experience sampling probe
72.0405 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.0405 	EXP 	experience sampling probe
72.0572 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.0572 	EXP 	experience sampling probe
72.0738 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.0738 	EXP 	experience sampling probe
72.0905 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.0905 	EXP 	experience sampling probe
72.1070 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.1070 	EXP 	experience sampling probe
72.1241 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.1241 	EXP 	experience sampling probe
72.1405 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.1405 	EXP 	experience sampling probe
72.1573 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.1573 	EXP 	experience sampling probe
72.1739 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.1739 	EXP 	experience sampling probe
72.1902 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.1902 	EXP 	experience sampling probe
72.2072 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.2072 	EXP 	experience sampling probe
72.2239 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.2239 	EXP 	experience sampling probe
72.2404 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.2404 	EXP 	experience sampling probe
72.2573 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.2573 	EXP 	experience sampling probe
72.2738 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.2738 	EXP 	experience sampling probe
72.2905 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.2905 	EXP 	experience sampling probe
72.3071 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.3071 	EXP 	experience sampling probe
72.3238 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.3238 	EXP 	experience sampling probe
72.3395 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.3395 	EXP 	experience sampling probe
72.3570 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.3570 	EXP 	experience sampling probe
72.3739 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.3739 	EXP 	experience sampling probe
72.3907 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.3907 	EXP 	experience sampling probe
72.4070 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.4070 	EXP 	experience sampling probe
72.4240 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.4240 	EXP 	experience sampling probe
72.4405 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.4405 	EXP 	experience sampling probe
72.4569 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.4569 	EXP 	experience sampling probe
72.4736 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.4736 	EXP 	experience sampling probe
72.4903 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.4903 	EXP 	experience sampling probe
72.5072 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.5072 	EXP 	experience sampling probe
72.5240 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.5240 	EXP 	experience sampling probe
72.5406 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.5406 	EXP 	experience sampling probe
72.5571 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.5571 	EXP 	experience sampling probe
72.5734 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.5734 	EXP 	experience sampling probe
72.5904 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.5904 	EXP 	experience sampling probe
72.6072 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.6072 	EXP 	experience sampling probe
72.6238 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.6238 	EXP 	experience sampling probe
72.6406 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.6406 	EXP 	experience sampling probe
72.6571 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.6571 	EXP 	experience sampling probe
72.6740 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.6740 	EXP 	experience sampling probe
72.6905 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.6905 	EXP 	experience sampling probe
72.7069 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.7069 	EXP 	experience sampling probe
72.7242 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.7242 	EXP 	experience sampling probe
72.7402 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.7402 	EXP 	experience sampling probe
72.7569 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.7569 	EXP 	experience sampling probe
72.7739 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.7739 	EXP 	experience sampling probe
72.7903 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.7903 	EXP 	experience sampling probe
72.8070 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.8070 	EXP 	experience sampling probe
72.8143 	DATA 	Keypress: 2
72.8239 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.8239 	EXP 	experience sampling probe
72.8404 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.8404 	EXP 	experience sampling probe
72.8571 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.8571 	EXP 	experience sampling probe
72.8736 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.8736 	EXP 	experience sampling probe
72.8904 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.8904 	EXP 	experience sampling probe
72.9072 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.9072 	EXP 	experience sampling probe
72.9240 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.9240 	EXP 	experience sampling probe
72.9404 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.9404 	EXP 	experience sampling probe
72.9570 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.9570 	EXP 	experience sampling probe
72.9738 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.9738 	EXP 	experience sampling probe
72.9901 	EXP 	unnamed TextStim: text = 'My thoughts were:'
72.9901 	EXP 	experience sampling probe
73.0067 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.0067 	EXP 	experience sampling probe
73.0239 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.0239 	EXP 	experience sampling probe
73.0404 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.0404 	EXP 	experience sampling probe
73.0571 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.0571 	EXP 	experience sampling probe
73.0739 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.0739 	EXP 	experience sampling probe
73.0904 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.0904 	EXP 	experience sampling probe
73.1069 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.1069 	EXP 	experience sampling probe
73.1236 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.1236 	EXP 	experience sampling probe
73.1403 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.1403 	EXP 	experience sampling probe
73.1570 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.1570 	EXP 	experience sampling probe
73.1736 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.1736 	EXP 	experience sampling probe
73.1909 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.1909 	EXP 	experience sampling probe
73.2071 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.2071 	EXP 	experience sampling probe
73.2238 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.2238 	EXP 	experience sampling probe
73.2405 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.2405 	EXP 	experience sampling probe
73.2569 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.2569 	EXP 	experience sampling probe
73.2737 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.2737 	EXP 	experience sampling probe
73.2905 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.2905 	EXP 	experience sampling probe
73.2981 	DATA 	Keypress: 2
73.3070 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.3070 	EXP 	experience sampling probe
73.3240 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.3240 	EXP 	experience sampling probe
73.3405 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.3405 	EXP 	experience sampling probe
73.3570 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.3570 	EXP 	experience sampling probe
73.3739 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.3739 	EXP 	experience sampling probe
73.3903 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.3903 	EXP 	experience sampling probe
73.4073 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.4073 	EXP 	experience sampling probe
73.4238 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.4238 	EXP 	experience sampling probe
73.4404 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.4404 	EXP 	experience sampling probe
73.4573 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.4573 	EXP 	experience sampling probe
73.4738 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.4738 	EXP 	experience sampling probe
73.4905 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.4905 	EXP 	experience sampling probe
73.5071 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.5071 	EXP 	experience sampling probe
73.5218 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.5218 	EXP 	experience sampling probe
73.5399 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.5399 	EXP 	experience sampling probe
73.5560 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.5560 	EXP 	experience sampling probe
73.5739 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.5739 	EXP 	experience sampling probe
73.5906 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.5906 	EXP 	experience sampling probe
73.6069 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.6069 	EXP 	experience sampling probe
73.6230 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.6230 	EXP 	experience sampling probe
73.6395 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.6395 	EXP 	experience sampling probe
73.6561 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.6561 	EXP 	experience sampling probe
73.6729 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.6729 	EXP 	experience sampling probe
73.6896 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.6896 	EXP 	experience sampling probe
73.7066 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.7066 	EXP 	experience sampling probe
73.7238 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.7238 	EXP 	experience sampling probe
73.7405 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.7405 	EXP 	experience sampling probe
73.7569 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.7569 	EXP 	experience sampling probe
73.7736 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.7736 	EXP 	experience sampling probe
73.7904 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.7904 	EXP 	experience sampling probe
73.8073 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.8073 	EXP 	experience sampling probe
73.8239 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.8239 	EXP 	experience sampling probe
73.8406 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.8406 	EXP 	experience sampling probe
73.8572 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.8572 	EXP 	experience sampling probe
73.8738 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.8738 	EXP 	experience sampling probe
73.8905 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.8905 	EXP 	experience sampling probe
73.9071 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.9071 	EXP 	experience sampling probe
73.9236 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.9236 	EXP 	experience sampling probe
73.9404 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.9404 	EXP 	experience sampling probe
73.9572 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.9572 	EXP 	experience sampling probe
73.9738 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.9738 	EXP 	experience sampling probe
73.9904 	EXP 	unnamed TextStim: text = 'My thoughts were:'
73.9904 	EXP 	experience sampling probe
74.0072 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.0072 	EXP 	experience sampling probe
74.0237 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.0237 	EXP 	experience sampling probe
74.0400 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.0400 	EXP 	experience sampling probe
74.0569 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.0569 	EXP 	experience sampling probe
74.0754 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.0754 	EXP 	experience sampling probe
74.0907 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.0907 	EXP 	experience sampling probe
74.1071 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.1071 	EXP 	experience sampling probe
74.1238 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.1238 	EXP 	experience sampling probe
74.1403 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.1403 	EXP 	experience sampling probe
74.1569 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.1569 	EXP 	experience sampling probe
74.1738 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.1738 	EXP 	experience sampling probe
74.1906 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.1906 	EXP 	experience sampling probe
74.2073 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.2073 	EXP 	experience sampling probe
74.2232 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.2232 	EXP 	experience sampling probe
74.2401 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.2401 	EXP 	experience sampling probe
74.2567 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.2567 	EXP 	experience sampling probe
74.2735 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.2735 	EXP 	experience sampling probe
74.2904 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.2904 	EXP 	experience sampling probe
74.3070 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.3070 	EXP 	experience sampling probe
74.3239 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.3239 	EXP 	experience sampling probe
74.3406 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.3406 	EXP 	experience sampling probe
74.3571 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.3571 	EXP 	experience sampling probe
74.3735 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.3735 	EXP 	experience sampling probe
74.3907 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.3907 	EXP 	experience sampling probe
74.4068 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.4068 	EXP 	experience sampling probe
74.4236 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.4236 	EXP 	experience sampling probe
74.4357 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.4357 	EXP 	experience sampling probe
74.4464 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.4464 	EXP 	experience sampling probe
74.4600 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.4600 	EXP 	experience sampling probe
74.4768 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.4768 	EXP 	experience sampling probe
74.4929 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.4929 	EXP 	experience sampling probe
74.5098 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.5098 	EXP 	experience sampling probe
74.5267 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.5267 	EXP 	experience sampling probe
74.5436 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.5436 	EXP 	experience sampling probe
74.5597 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.5597 	EXP 	experience sampling probe
74.5764 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.5764 	EXP 	experience sampling probe
74.5930 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.5930 	EXP 	experience sampling probe
74.6100 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.6100 	EXP 	experience sampling probe
74.6262 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.6262 	EXP 	experience sampling probe
74.6434 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.6434 	EXP 	experience sampling probe
74.6600 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.6600 	EXP 	experience sampling probe
74.6764 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.6764 	EXP 	experience sampling probe
74.6932 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.6932 	EXP 	experience sampling probe
74.7097 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.7097 	EXP 	experience sampling probe
74.7265 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.7265 	EXP 	experience sampling probe
74.7435 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.7435 	EXP 	experience sampling probe
74.7598 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.7598 	EXP 	experience sampling probe
74.7767 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.7767 	EXP 	experience sampling probe
74.7932 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.7932 	EXP 	experience sampling probe
74.8099 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.8099 	EXP 	experience sampling probe
74.8265 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.8265 	EXP 	experience sampling probe
74.8431 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.8431 	EXP 	experience sampling probe
74.8601 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.8601 	EXP 	experience sampling probe
74.8765 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.8765 	EXP 	experience sampling probe
74.8932 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.8932 	EXP 	experience sampling probe
74.9100 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.9100 	EXP 	experience sampling probe
74.9267 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.9267 	EXP 	experience sampling probe
74.9432 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.9432 	EXP 	experience sampling probe
74.9596 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.9596 	EXP 	experience sampling probe
74.9766 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.9766 	EXP 	experience sampling probe
74.9933 	EXP 	unnamed TextStim: text = 'My thoughts were:'
74.9933 	EXP 	experience sampling probe
75.0098 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.0098 	EXP 	experience sampling probe
75.0265 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.0265 	EXP 	experience sampling probe
75.0431 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.0431 	EXP 	experience sampling probe
75.0595 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.0595 	EXP 	experience sampling probe
75.0762 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.0762 	EXP 	experience sampling probe
75.0929 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.0929 	EXP 	experience sampling probe
75.1100 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.1100 	EXP 	experience sampling probe
75.1272 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.1272 	EXP 	experience sampling probe
75.1428 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.1428 	EXP 	experience sampling probe
75.1602 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.1602 	EXP 	experience sampling probe
75.1767 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.1767 	EXP 	experience sampling probe
75.1932 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.1932 	EXP 	experience sampling probe
75.2100 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.2100 	EXP 	experience sampling probe
75.2264 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.2264 	EXP 	experience sampling probe
75.2418 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.2418 	EXP 	experience sampling probe
75.2606 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.2606 	EXP 	experience sampling probe
75.2761 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.2761 	EXP 	experience sampling probe
75.2935 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.2935 	EXP 	experience sampling probe
75.3100 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.3100 	EXP 	experience sampling probe
75.3267 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.3267 	EXP 	experience sampling probe
75.3433 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.3433 	EXP 	experience sampling probe
75.3600 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.3600 	EXP 	experience sampling probe
75.3768 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.3768 	EXP 	experience sampling probe
75.3931 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.3931 	EXP 	experience sampling probe
75.4100 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.4100 	EXP 	experience sampling probe
75.4268 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.4268 	EXP 	experience sampling probe
75.4434 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.4434 	EXP 	experience sampling probe
75.4601 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.4601 	EXP 	experience sampling probe
75.4765 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.4765 	EXP 	experience sampling probe
75.4934 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.4934 	EXP 	experience sampling probe
75.5101 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.5101 	EXP 	experience sampling probe
75.5266 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.5266 	EXP 	experience sampling probe
75.5434 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.5434 	EXP 	experience sampling probe
75.5601 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.5601 	EXP 	experience sampling probe
75.5768 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.5768 	EXP 	experience sampling probe
75.5934 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.5934 	EXP 	experience sampling probe
75.6098 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.6098 	EXP 	experience sampling probe
75.6269 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.6269 	EXP 	experience sampling probe
75.6437 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.6437 	EXP 	experience sampling probe
75.6598 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.6598 	EXP 	experience sampling probe
75.6767 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.6767 	EXP 	experience sampling probe
75.6932 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.6932 	EXP 	experience sampling probe
75.7103 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.7103 	EXP 	experience sampling probe
75.7267 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.7267 	EXP 	experience sampling probe
75.7431 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.7431 	EXP 	experience sampling probe
75.7602 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.7602 	EXP 	experience sampling probe
75.7769 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.7769 	EXP 	experience sampling probe
75.7930 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.7930 	EXP 	experience sampling probe
75.8101 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.8101 	EXP 	experience sampling probe
75.8268 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.8268 	EXP 	experience sampling probe
75.8435 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.8435 	EXP 	experience sampling probe
75.8600 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.8600 	EXP 	experience sampling probe
75.8768 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.8768 	EXP 	experience sampling probe
75.8935 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.8935 	EXP 	experience sampling probe
75.9097 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.9097 	EXP 	experience sampling probe
75.9265 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.9265 	EXP 	experience sampling probe
75.9436 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.9436 	EXP 	experience sampling probe
75.9602 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.9602 	EXP 	experience sampling probe
75.9768 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.9768 	EXP 	experience sampling probe
75.9935 	EXP 	unnamed TextStim: text = 'My thoughts were:'
75.9935 	EXP 	experience sampling probe
76.0101 	EXP 	unnamed TextStim: text = 'My thoughts were:'
76.0101 	EXP 	experience sampling probe
76.0267 	EXP 	unnamed TextStim: text = 'My thoughts were:'
76.0267 	EXP 	experience sampling probe
76.0433 	EXP 	unnamed TextStim: text = 'My thoughts were:'
76.0433 	EXP 	experience sampling probe
76.0600 	EXP 	unnamed TextStim: text = 'My thoughts were:'
76.0600 	EXP 	experience sampling probe
