13,12,12,12,13,15,16,18,20,83,84,86,86,85,82,77,71,62,54,48,43,39,37,36,35,32,30,27,24,20,18,1
46,43,41,38,36,35,34,33,33,71,74,77,81,85,88,94,91,87,85,81,76,72,69,66,63,62,61,59,57,55,52,49
63,60,57,54,51,49,47,46,44,59,62,65,69,74,79,83,88,88,88,87,84,80,78,75,72,72,72,72,71,69,67,65
29,27,25,24,23,23,24,24,25,78,81,84,86,88,88,88,84,100,72,67,62,57,54,52,50,48,46,43,41,38,35,32
21,19,17,17,16,17,18,19,20,84,86,89,91,91,91,89,83,75,68,62,56,51,48,46,44,42,39,36,33,30,27,24
88,89,89,88,86,85,83,81,78,21,20,20,20,22,27,32,40,47,54,61,65,68,69,70,70,73,75,78,81,83,85,87
81,82,83,83,82,81,80,79,77,22,20,19,18,18,21,25,30,37,43,50,54,57,60,61,62,64,66,69,72,74,77,79
20,22,25,28,31,33,36,39,41,59,57,55,51,46,40,33,26,20,17,15,15,16,18,20,22,21,20,18,18,17,18,19
52,55,57,59,61,62,63,64,64,35,32,29,26,23,21,19,18,19,21,25,28,32,35,37,39,40,41,42,44,45,48,50
68,70,72,73,73,73,73,73,72,27,24,23,20,19,19,21,23,27,32,37,42,45,48,50,51,53,55,57,59,61,64,66
63,63,63,62,62,62,61,60,60,41,40,40,40,41,43,44,47,49,51,54,55,56,57,57,57,57,58,59,60,61,62,62
9,7,7,7,7,9,10,12,14,89,92,94,95,94,91,88,79,69,60,53,46,42,39,37,35,32,29,26,22,18,15,12
13,11,10,9,10,11,12,14,16,88,90,100,94,94,94,88,81,72,63,56,50,45,42,40,38,36,32,29,26,22,18,1
71,67,63,59,55,52,49,47,45,59,63,68,74,80,88,92,98,96,98,99,98,93,90,86,82,83,83,82,81,80,77,74
74,70,67,63,59,56,53,51,49,54,58,62,67,73,81,89,94,95,95,97,94,91,88,84,81,82,82,82,82,81,79,77
50,49,49,49,49,49,49,49,49,52,53,53,53,53,54,54,54,53,53,53,52,52,52,51,51,51,51,51,51,50,50,50
73,73,72,71,69,68,66,65,63,37,38,39,40,42,46,50,55,59,63,66,67,67,68,67,66,68,69,70,72,72,73,73
13,14,17,19,22,26,29,31,34,66,65,63,60,54,48,40,32,25,19,17,15,15,17,18,20,18,16,14,13,12,11,12
26,28,31,34,37,40,43,45,47,52,50,47,42,37,31,24,19,13,12,12,13,15,18,21,23,22,21,21,20,21,22,23
76,74,72,70,68,66,63,61,60,42,43,45,48,52,57,63,69,73,76,78,78,77,77,75,73,74,76,77,77,78,78,77
88,86,84,82,79,77,74,71,69,32,33,35,38,42,49,56,64,71,76,81,82,82,82,80,79,81,83,85,86,88,88,88
61,64,66,69,70,72,72,73,73,25,22,18,14,10,9,3,8,6,16,21,26,31,35,38,41,42,44,46,48,51,54,57
53,54,56,58,59,60,60,61,61,38,36,34,32,29,28,26,26,27,29,32,34,37,39,41,43,43,44,45,46,47,49,51
48,47,45,44,43,43,42,42,42,61,62,64,66,67,69,70,71,69,67,66,63,61,59,58,56,56,55,55,54,52,51,50
77,76,76,74,73,71,70,68,66,34,34,35,36,38,42,47,52,57,61,65,67,68,68,68,68,69,71,72,74,75,76,77
75,74,72,70,68,65,63,61,59,42,43,46,48,52,57,63,69,73,76,78,78,77,76,75,73,74,75,76,77,77,77,77
87,86,85,83,81,79,76,74,72,29,29,30,32,35,41,47,55,62,67,73,75,76,76,76,75,77,79,81,83,85,86,87
4,4,3,8,10,14,17,20,23,78,78,77,74,69,63,54,44,34,27,21,18,16,16,17,18,1,13,10,7,3,4,4
4,4,3,7,11,14,18,21,24,77,76,74,71,65,58,49,39,29,21,16,13,12,12,1,15,12,10,7,3,4,4,4
94,93,91,89,86,83,80,77,75,26,26,28,31,35,42,50,59,67,74,80,82,83,83,82,81,84,86,88,91,93,94,94
97,95,94,92,89,86,83,80,78,23,23,24,27,31,38,46,55,64,71,78,81,82,83,82,81,84,86,89,92,94,95,97
24,28,31,35,38,42,45,47,49,49,46,42,37,31,24,16,10,9,6,6,7,10,13,16,19,18,17,17,17,18,19,22
37,40,43,46,49,52,54,56,57,41,38,35,30,24,20,2,10,8,7,11,14,17,21,24,27,27,27,27,28,29,31,34
65,67,68,70,70,71,71,71,70,29,26,24,22,20,20,21,22,26,30,35,39,42,45,47,49,50,52,53,56,58,60,63
63,65,67,69,70,71,71,71,71,28,25,23,20,17,17,16,18,21,26,31,35,39,42,44,46,47,49,51,53,55,58,60
5,3,3,3,5,8,10,13,15,88,100,91,91,89,86,80,71,61,52,45,39,35,32,31,30,27,24,20,17,13,10,8
7,5,6,5,7,9,11,13,1,100,89,90,91,89,86,80,72,62,53,45,40,36,33,32,31,28,25,22,18,15,11,9
19,18,18,18,19,20,22,23,25,78,79,80,80,79,77,73,67,60,53,48,44,41,39,38,37,35,33,30,28,25,23,21
28,27,27,27,28,29,30,31,32,70,71,71,71,70,69,66,62,56,51,48,45,43,42,41,40,39,37,35,34,32,30,29
23,26,30,34,37,41,44,47,49,50,46,43,37,30,24,15,9,9,5,4,5,8,11,15,18,17,16,1,1,16,18,20
4,3,7,9,13,16,19,23,26,75,74,73,69,64,57,48,38,28,21,16,14,13,14,15,16,14,11,8,5,3,4,4
91,88,84,80,76,72,69,65,62,40,43,47,52,59,68,77,86,93,95,97,99,99,95,92,89,91,93,94,95,95,95,93
81,78,74,69,65,61,58,55,52,51,54,59,65,72,81,95,99,96,98,99,100,99,95,91,87,89,89,90,90,89,87,85
76,77,78,78,77,77,76,74,73,26,25,24,23,23,25,29,33,38,44,49,53,56,58,59,60,62,64,66,68,70,73,74
86,85,84,82,80,77,75,72,70,31,31,33,35,38,44,51,58,65,70,75,77,77,78,77,76,78,80,82,83,85,86,86
85,86,86,85,84,83,81,79,77,22,21,21,21,22,26,32,38,45,52,58,62,65,67,67,68,70,72,75,78,80,82,84
60,62,64,65,66,67,67,67,67,32,29,27,25,22,22,22,23,25,29,33,36,40,42,44,46,47,48,50,52,54,56,58
74,75,76,77,77,77,76,75,74,25,23,21,20,19,20,1,27,32,37,43,47,50,53,55,56,58,60,62,64,67,69,72
92,91,90,88,85,83,80,77,75,26,26,27,29,33,39,46,55,63,69,75,78,79,80,79,78,80,83,85,88,90,91,92
79,77,74,72,69,66,64,61,59,43,45,48,51,56,62,69,76,80,83,86,85,84,82,80,78,79,80,81,82,82,82,81
97,94,92,89,86,83,79,76,73,28,28,31,34,39,47,55,65,73,80,85,87,88,87,86,84,87,89,91,93,95,97,97
81,77,73,69,65,62,59,56,53,50,53,58,63,70,79,88,95,97,99,99,99,96,93,89,86,87,88,88,88,87,86,84
88,87,86,83,81,78,76,73,71,30,30,32,34,38,45,52,60,66,72,77,79,80,80,79,78,80,82,84,86,87,88,89
20,19,19,19,19,20,22,23,25,78,80,81,81,81,79,75,70,62,56,51,46,43,41,39,39,37,34,32,29,26,24,22
85,84,82,80,78,75,73,70,68,33,33,35,37,41,47,54,61,67,72,77,78,79,78,77,76,78,80,82,83,84,85,85
81,82,83,83,82,81,80,79,77,22,20,19,19,19,22,25,31,37,44,50,54,58,60,61,62,64,67,69,72,74,77,79
73,75,76,77,78,78,77,77,76,23,20,18,16,15,15,17,21,26,32,38,42,46,49,52,53,55,57,59,62,65,67,70
72,74,75,76,77,76,76,75,74,25,22,21,19,17,19,21,24,29,34,40,45,48,51,53,54,56,58,60,63,65,68,70
53,51,49,47,46,44,43,43,42,60,62,65,67,70,73,75,77,76,74,73,70,67,65,63,62,61,61,60,59,58,56,55
53,52,52,51,51,51,50,50,50,52,52,53,54,54,56,56,57,57,57,57,57,56,56,55,55,55,55,54,54,54,54,53
98,98,97,93,89,86,82,78,75,26,27,30,34,39,48,58,69,78,85,91,93,93,93,91,89,91,94,96,98,98,100,100
20,20,21,22,24,25,27,29,31,71,71,71,69,67,63,58,52,45,40,36,34,32,32,32,32,30,28,26,24,23,21,20
86,84,81,78,75,71,68,65,63,39,41,44,49,54,62,70,78,85,88,91,91,90,88,86,83,85,87,88,89,89,89,88
98,98,96,94,91,88,85,81,78,22,23,24,27,32,40,49,59,68,76,82,85,86,87,86,84,87,90,93,95,99,98,98
95,94,93,91,89,86,83,80,78,23,23,24,26,29,36,44,53,61,69,75,78,80,81,80,79,82,84,87,90,92,94,95
51,50,49,49,48,48,47,47,47,55,55,57,57,58,60,61,61,60,60,59,58,57,56,55,55,54,54,54,53,53,52,51
46,47,48,48,49,50,51,51,52,49,48,47,46,44,43,42,41,40,39,40,41,41,43,43,44,44,44,44,44,44,45,45
48,44,41,38,36,34,33,32,31,73,77,81,86,90,97,100,98,95,92,88,83,78,74,70,67,66,65,63,61,58,55,52
26,23,21,20,19,19,19,19,20,84,87,90,93,95,95,92,91,85,78,71,65,60,56,53,51,49,46,43,40,37,33,29
16,15,14,14,14,1,17,18,20,83,85,87,88,87,85,81,75,67,59,53,47,43,41,39,38,36,33,30,27,24,21,18
8,7,5,5,7,9,11,13,15,88,90,92,92,91,88,82,75,65,56,49,43,38,36,34,33,30,27,24,20,16,13,10
95,93,90,86,82,78,75,71,68,34,36,39,44,50,59,69,79,99,92,96,97,96,94,92,89,91,94,95,99,99,99,99
91,88,85,82,78,75,71,68,65,37,38,42,46,52,60,69,78,85,90,100,94,92,91,88,86,88,90,91,93,93,93,92
22,19,17,16,16,16,16,17,19,85,88,91,94,95,98,93,89,81,73,67,60,55,52,49,47,45,42,39,35,32,28,25
50,47,44,42,40,38,37,36,35,68,71,75,79,83,87,95,91,88,86,83,79,74,71,68,65,65,64,62,61,58,56,53
12,13,13,15,17,19,21,23,26,76,77,77,75,72,68,62,54,46,39,34,31,29,28,28,28,26,23,21,18,16,14,13
28,29,30,31,32,34,35,37,38,63,62,62,61,58,55,51,47,42,38,36,35,34,34,35,35,34,33,31,30,29,28,28
19,17,1,15,1,16,17,18,20,84,86,88,90,90,88,84,80,72,64,58,52,48,45,43,42,39,37,34,30,27,24,21
1,14,12,12,12,13,14,1,17,86,89,91,93,93,94,89,82,74,65,59,52,48,45,42,41,38,35,32,28,25,22,18
82,79,76,72,69,65,62,59,57,46,48,52,57,63,71,79,87,93,94,96,95,92,90,87,84,85,86,87,87,87,86,84
71,68,65,62,59,56,54,51,50,53,56,60,64,70,76,82,88,90,91,92,89,86,84,81,78,78,79,79,78,78,76,74
33,34,35,36,37,38,40,41,42,59,59,58,57,55,52,49,46,42,39,38,37,37,37,37,38,37,36,35,34,34,33,33
50,51,51,51,51,51,51,51,51,49,49,49,49,48,49,49,49,48,48,49,49,49,50,50,50,50,50,50,50,50,50,50
83,84,84,84,84,83,81,80,78,21,19,18,18,18,21,26,31,38,45,51,56,59,62,63,64,66,68,71,74,76,79,81
88,89,89,88,87,85,83,81,79,20,19,18,19,20,24,30,37,44,52,59,63,66,68,69,69,71,74,77,80,82,85,87
54,57,60,63,65,66,68,68,69,29,26,23,18,14,11,8,8,11,14,18,23,27,31,34,37,38,39,40,43,45,48,51
54,57,60,63,65,67,69,70,70,28,24,20,16,11,9,7,3,9,10,15,20,25,29,32,35,36,37,39,41,44,47,50
30,29,28,28,29,29,30,31,32,70,71,73,73,73,72,69,66,61,56,53,49,47,45,44,43,42,40,38,36,35,33,31
19,18,19,20,21,23,25,27,28,73,74,74,73,71,68,63,57,50,44,40,36,34,33,33,33,31,29,27,24,22,21,19
65,67,69,70,71,72,72,72,72,27,24,22,19,16,16,16,18,21,26,31,36,40,43,45,47,49,50,52,54,57,59,62
67,69,71,73,74,75,75,75,75,23,20,17,14,11,11,11,13,18,22,28,33,38,41,44,46,48,50,52,55,57,60,64
72,73,73,72,71,71,70,68,67,33,32,32,32,32,35,38,42,47,51,55,57,59,60,61,61,62,64,65,67,69,70,71
63,63,63,63,62,62,61,60,59,41,41,41,41,42,44,46,49,51,53,56,57,57,58,58,58,59,59,60,61,62,63,63
34,37,41,45,48,51,54,56,58,41,37,33,27,21,15,8,3,1,1,6,8,12,16,19,23,22,22,23,24,25,27,30
36,39,43,46,49,52,55,56,58,40,37,33,28,22,17,10,7,9,3,8,11,15,19,22,25,25,25,26,27,28,30,33
15,14,14,14,15,16,18,20,22,81,83,84,84,83,80,75,69,61,53,48,43,39,37,36,35,33,30,27,24,21,19,17
19,18,18,18,19,20,22,23,25,78,79,80,80,79,77,73,67,60,53,48,44,41,39,38,37,35,33,30,28,25,23,21
58,55,52,50,47,45,44,43,42,62,64,68,72,76,81,83,87,99,85,84,80,77,74,71,69,69,68,67,66,65,63,60
41,38,36,33,32,30,30,29,29,75,78,82,85,89,94,96,93,88,85,81,75,70,67,63,61,60,58,56,54,51,48,45
9,7,7,8,9,11,13,15,17,86,88,89,89,88,84,78,71,61,52,46,40,36,34,32,32,29,26,23,19,16,13,10
12,11,10,10,11,13,15,17,19,84,86,88,88,87,84,79,72,63,55,48,43,39,37,35,34,32,29,26,22,19,16,14
51,48,45,43,41,39,38,37,36,67,70,74,78,82,85,89,90,87,86,83,78,74,71,68,66,65,64,63,61,59,57,54
73,70,68,65,62,60,57,55,54,49,51,54,58,63,69,74,80,83,85,86,84,82,80,78,75,76,77,77,77,77,76,75
30,28,26,25,24,24,24,25,25,78,81,84,86,88,88,89,85,79,73,68,63,58,55,53,51,49,47,45,42,39,36,33
21,19,17,16,16,16,17,18,19,84,87,90,92,93,94,95,85,77,70,63,57,52,49,47,45,43,40,37,34,30,27,24
89,90,90,89,87,85,83,81,79,21,20,20,20,22,27,33,40,48,55,62,66,69,71,71,71,74,76,79,82,84,87,88
84,85,85,84,83,82,80,78,77,23,22,21,21,23,26,31,38,45,51,57,61,64,66,67,67,69,72,74,77,79,81,83
22,24,27,29,32,35,37,40,42,58,57,54,51,46,41,34,28,23,19,18,18,19,21,23,25,23,22,21,20,20,20,21
51,53,55,56,58,59,60,61,61,38,36,33,31,27,26,23,23,24,25,28,31,34,36,38,40,41,41,42,43,45,47,49
66,67,68,68,68,68,67,67,66,34,33,32,31,30,32,34,36,39,43,47,49,51,53,54,55,56,57,59,60,62,63,65
57,56,56,55,55,54,54,53,53,49,49,50,50,51,53,54,56,57,57,58,58,58,57,57,56,57,57,57,57,57,57,57
9,8,7,7,7,9,10,12,14,89,92,94,95,96,94,88,80,70,61,53,47,42,39,37,36,33,30,26,22,19,15,12
12,10,9,9,9,10,12,13,1,88,91,93,94,94,94,88,81,71,63,55,49,44,41,39,38,35,32,28,25,21,18,14
69,65,61,57,54,50,48,45,44,60,64,69,75,81,88,92,98,96,98,97,97,92,89,84,81,81,81,81,80,78,76,73
75,71,68,64,61,58,55,52,50,53,56,60,66,72,79,88,93,94,95,97,94,91,88,85,81,82,83,83,83,82,80,78
53,53,52,52,52,52,52,51,51,50,50,50,50,51,52,52,53,53,53,54,53,53,53,53,53,53,53,53,53,53,53,53
75,74,73,72,71,69,67,66,64,36,36,37,39,41,45,49,54,58,62,66,67,68,68,68,67,68,70,71,72,73,74,75
11,13,15,18,21,24,27,30,33,67,66,64,60,55,49,41,32,25,19,16,14,15,16,17,19,17,15,13,11,10,10,10
16,18,21,24,27,30,33,36,38,61,60,57,53,47,41,33,26,19,15,13,13,14,15,18,20,18,16,15,14,13,14,14
83,82,80,78,75,73,70,68,66,35,36,38,41,44,50,57,64,70,74,78,79,79,79,77,76,78,79,81,82,83,84,84
91,90,88,86,83,81,78,75,73,28,29,30,33,37,44,51,60,67,73,78,81,81,81,80,79,81,84,86,88,90,91,91
60,63,65,67,69,70,71,71,71,27,24,21,18,14,13,13,1,15,19,25,29,33,37,40,42,43,45,47,49,52,54,57
39,40,41,43,44,46,47,48,49,51,49,48,46,43,40,37,34,32,31,31,32,33,35,36,37,37,36,36,36,36,37,37
56,54,53,51,50,48,47,47,46,56,58,60,62,64,68,70,72,72,71,70,69,67,65,63,62,62,62,61,61,60,59,57
69,68,67,65,64,62,60,59,58,44,45,46,48,51,55,59,63,66,68,70,70,70,69,68,67,68,69,70,70,70,70,70
74,73,71,69,67,65,63,61,59,43,44,46,49,52,58,63,68,72,75,77,77,76,75,74,72,73,74,75,76,76,76,76
89,88,87,85,83,80,78,75,73,28,28,29,31,34,40,47,55,62,69,74,77,78,78,77,76,79,81,83,85,87,88,89
3,5,8,10,13,16,19,22,25,76,76,75,72,67,61,53,44,34,27,22,19,17,18,18,19,17,14,11,9,7,6,3
4,4,6,8,11,15,18,22,25,76,75,73,70,65,58,48,38,28,21,16,13,12,13,1,1,13,10,7,3,4,4,4
95,93,91,89,86,83,80,77,74,27,28,30,33,37,45,53,63,71,77,83,85,86,86,84,83,85,88,90,92,94,95,95
96,97,94,92,89,86,83,80,77,24,24,26,28,33,40,48,58,66,74,80,83,84,84,83,82,85,88,90,93,95,97,96
25,29,32,36,39,42,45,48,50,49,46,42,37,31,25,17,11,5,3,3,8,11,14,17,20,19,18,18,18,19,21,23
32,35,38,41,44,46,49,51,52,47,44,41,36,31,26,21,16,12,11,13,15,17,20,23,26,25,25,25,25,26,27,29
66,68,69,70,70,70,70,69,69,31,29,28,26,25,26,27,30,33,37,42,45,48,50,52,53,54,55,57,59,61,63,65
63,65,66,68,68,69,69,69,69,30,28,26,23,21,21,21,23,26,29,34,38,41,44,46,48,49,50,52,54,56,58,60
6,3,3,3,5,8,10,12,15,88,90,91,91,89,86,80,71,61,52,44,38,34,32,31,30,27,24,20,17,13,10,7
7,5,6,5,7,9,11,13,15,88,90,91,91,90,87,81,73,63,54,46,40,36,34,32,32,29,25,22,18,15,12,9
18,16,16,16,17,18,19,21,22,80,82,84,84,84,81,77,71,64,56,51,46,42,40,39,38,35,33,30,27,24,22,19
24,23,22,22,23,24,25,26,28,75,76,77,77,77,75,72,67,60,55,50,46,43,42,40,40,38,36,34,31,29,27,25
18,21,24,28,32,35,39,42,44,55,52,49,44,37,30,22,14,8,3,6,5,8,11,1,16,15,14,13,13,13,14,1
3,6,7,10,13,17,20,23,26,75,74,72,69,64,57,48,38,29,22,17,15,14,14,15,17,14,12,9,7,3,4,4
94,91,88,84,80,76,72,69,66,36,38,42,47,54,62,72,82,88,94,97,98,97,95,92,89,91,93,95,97,96,96,97
85,81,77,73,69,65,61,58,55,48,51,56,62,69,78,88,95,96,98,99,100,98,96,92,88,90,91,92,92,91,90,88
