39801,18374,28436,32410,36116,14649,17782,11040,7920,22549,38275,17451,33535,38646,39376,32449,36004,8565,30530,11756,5983,17553,36314,34014,15197,23610,28300,26324,4408,8389,24020,20714,30399,33629,27192,30151,9818,14948,39566,38389,37123,29620,34937,30505,29398,28149,36328,36160,25718,28334,29770,28682,32806,29169,23727,22305,31999,33146,25197,25863,29889,31140,28846,36627,33665,35408,38624,38414,25371,25583,8720,8208,36155,33038,29939,28770,30499,25715,33700,32834,36027,33028,26920,24365,31060,26153,16616,16215,26753,32299,37076,37831,27420,29880,34529,34124,25553,29437,8877,8332,17584,11740,9325,24356,14355,5663,10094,6238,2552,6459,10165,5139,7541,7194,12107,7332,14910,2806,19272,5341,4436,6660,9089,17691,14763,15719,17931,20857,4796,9793,16677,12017,19172,22633,16285,10008,8230,14057,17184,11712,5736,4926,11651,11715,22288,21619,12201,8415,19686,21029,19580,17632,16528,23286,6786,13138,17434,13633,10290,5411,9892,10543,6364,8876,25009,19851,13513,8948,22787,18194,8875,9845,10964,10378,14419,23280,4836,5829,15375,13108,7105,8783,8464,8281,21116,17987,9459,11831,20256,17061,12190,9831,27802,21479,11971,13068,20625,21420,2304,4763
14117,39802,25147,25877,26016,29721,31450,37079,32007,25859,26706,32223,19499,8318,10560,30480,19968,33480,15090,39365,29510,32524,27598,12475,37803,35604,31713,30402,30745,30405,36796,38917,16223,17149,32519,30435,36648,34556,18103,20872,18611,18747,3585,2829,24442,18319,9330,5427,37211,31780,8303,4052,19483,20924,35239,36130,27073,27392,33088,33353,31163,30407,20006,18246,15377,16813,15064,23547,31203,30866,37140,37870,29663,31872,6231,10841,29239,27848,6335,8027,29392,23567,32906,30039,9418,4069,35256,33536,5511,7398,11298,8288,28727,28330,26867,26670,7050,12154,36441,34004,28782,39599,22120,22912,20555,30037,33201,36392,28975,23718,26210,30654,17706,11462,19197,29544,27017,30911,16430,38605,30398,30068,27627,21956,37694,35136,29113,28810,32426,33599,34907,37660,13537,16964,34329,30732,36466,36268,27619,25823,17911,18468,7530,3477,22724,15588,9947,5657,36199,30234,5014,7714,22731,24710,34496,36176,29837,29898,34112,31189,32885,32030,23835,23966,16499,13644,25029,25262,32450,32513,37345,37731,28989,31077,7968,14277,25799,26648,13774,10869,25926,26974,31681,30194,10194,3205,33152,32514,4060,6127,19951,11859,31822,30115,30186,31244,5723,11759,34086,32666
27296,26849,39803,26286,38171,30240,29432,29426,25361,38964,33137,34847,38170,26359,25984,32724,17443,28311,14677,23413,28633,37111,30683,14650,18029,20384,19933,16651,20763,22909,20960,22009,17094,23401,19545,19941,21514,23535,26845,32204,35825,38523,14534,15933,16275,14319,27960,23100,25467,21700,17964,10578,15943,14354,23084,20690,17944,19333,28603,32535,26510,23348,37083,33940,25041,29656,19405,25561,16951,17200,20099,18291,31428,34829,10649,12400,37879,38374,12405,13183,36778,35800,36036,38381,16624,10416,35431,36001,14884,21617,15982,17311,16816,18549,21490,25245,9970,15133,24248,22693,28693,22373,31138,21754,27694,22202,23762,25841,18447,29050,19858,23828,25024,14381,17894,19328,17736,22407,12541,16881,24462,29292,18210,17087,18674,16377,13063,12118,20247,24333,14585,14413,12183,19646,20507,15326,20806,25175,21829,22104,21649,25624,12036,10093,12651,10888,18982,13330,22102,17820,10171,10658,13356,15398,17244,19850,16989,17834,22311,18878,20826,20209,25952,23853,23159,22781,16317,14562,16993,16358,19479,20093,20647,23439,8366,13754,23068,25749,14038,10437,21271,24850,24108,27231,14595,6831,32249,32824,11124,14730,13420,10732,20836,16776,19488,21917,7487,12994,16342,18773
31018,26922,25995,39804,35302,8790,10807,16402,10760,19108,32877,13926,28175,28578,27814,25614,31789,12005,36103,19997,6417,18359,28951,34319,20437,29581,36697,34963,5164,5440,31944,27981,38507,39330,30023,30583,12042,12372,31268,26622,27466,20552,30118,28982,37784,37300,33641,30978,35647,38060,31725,30715,35643,34874,22386,23751,32929,31226,19366,19811,24607,26695,18377,23132,38500,37878,30661,31787,33410,31738,14941,12966,34633,29618,33670,34464,23810,19931,32212,34148,29542,22696,22573,20127,36650,31460,21234,19964,32662,34959,32611,33143,34341,34141,28714,25987,33387,37369,14375,12351,31708,22841,22951,39063,31275,11835,19373,12020,5149,16119,28642,12452,24123,24320,27744,24805,31928,5785,34965,13837,8237,12500,27779,33647,24610,29446,34834,32983,9290,15340,29759,24253,37146,38056,31954,29448,16695,24021,32119,27167,21513,18095,28895,27503,36682,36134,30641,26961,34149,37241,29146,31596,34190,35163,22789,26805,33283,31277,24725,19497,27151,28293,20284,23961,37744,35462,30879,28969,33157,32720,16445,18293,31311,27986,32610,34688,19259,18544,32183,32281,23927,23856,23167,21306,36114,30319,14669,16893,31844,33303,31181,29819,35521,34340,29587,29470,32529,36583,6779,9446
34517,24401,37575,34477,39805,21141,20133,20588,17036,32240,36649,26828,38689,35031,33542,31545,26160,19374,24727,18167,18032,30122,32616,24934,17686,21189,26488,23540,10691,12704,22245,22221,28412,34017,22005,23708,14525,16551,33431,34468,37564,35158,28274,28918,25598,24164,37257,34211,28344,28653,28619,24267,25564,23337,22830,20751,25106,25234,24760,27165,26939,24870,32682,34956,35572,38058,28478,32015,22959,22328,13807,13578,35299,35145,24801,24590,34093,32499,25591,26086,36448,33993,31821,32767,30110,24436,28620,28833,27999,33633,26676,30052,24434,26045,26043,27541,23423,28548,15318,14306,30216,19542,28531,30188,31300,16831,20564,15246,9116,23250,22256,18443,25765,20374,22801,18114,22317,11293,21421,11352,14755,21295,19552,23055,19061,18026,20565,19007,11261,17564,16770,15316,23741,28885,22451,18347,15062,22354,25458,23647,22272,21620,20091,21530,21880,20885,26417,21815,25462,25435,22117,22214,21154,22681,16699,20505,22969,21942,20486,16281,19869,20061,21929,23635,32080,30773,20998,18704,22014,20934,14257,16192,23158,23062,19988,24654,19944,21906,21722,19602,20586,22974,21930,24298,27147,20276,23314,25214,25235,27138,18889,17116,26291,23288,21100,22140,20945,25882,6887,10101
11363,30262,29784,8827,23919,39806,39261,35451,36469,35937,23488,39248,24032,9256,10106,32768,9700,36610,2721,31445,38263,37439,26196,3569,24414,19229,12802,11748,36779,38922,19566,24271,2141,4448,18542,19465,33235,35651,12918,22593,22888,29862,2260,1803,6158,2713,7732,5464,19788,11783,3590,798,6480,6455,29117,25273,15744,17455,35122,36884,29785,25122,31946,24530,5449,9490,7261,16193,13083,13540,31030,29279,21523,29416,643,1329,36747,37307,1888,1563,32460,31308,35153,36111,1650,550,35274,35837,1162,2909,3989,3472,12496,14434,19619,23967,607,1439,35044,35403,15241,24524,14746,4435,9004,23521,23532,30512,30395,18188,7447,21291,7707,2550,6348,10269,8228,31071,2143,24345,28435,25798,7443,5714,22099,15022,7012,8102,26972,27196,12709,16152,832,2530,16218,8872,23982,25058,11017,10583,6243,10342,1087,493,3876,1438,2162,899,15505,8411,739,877,4768,7881,12818,18750,11474,9950,18385,13255,13469,11806,13967,11266,4108,3450,6570,4586,14085,13359,27880,25456,7709,12102,383,2030,13005,16407,2108,845,9775,14619,15764,19015,1067,132,31388,31697,457,859,3487,1198,17277,12608,10082,12720,251,917,27304,29852
17217,32784,30164,13094,25028,39425,39807,35190,34621,34504,28662,39047,24491,11792,14495,36460,15637,34800,5316,33778,36312,36624,31248,6952,29781,25254,18476,17055,35894,38534,25231,29417,4427,7750,25084,25731,36246,38434,19288,27268,24290,29989,4313,2444,10216,5294,9099,6633,24918,17295,5069,1738,10897,10363,34307,30947,21588,23697,38452,39125,34650,31021,32370,26705,8526,12168,12804,22597,18748,19890,33274,33242,26910,33325,1636,2773,37270,36997,4074,3430,34995,33364,37323,36797,3249,1117,34234,34499,1814,4187,8192,7155,17509,19776,25748,29635,1314,2970,35009,34935,16724,26878,13242,7807,9472,21070,24352,30634,28039,16123,9013,20048,6914,2591,6930,12068,9928,28364,3968,26079,25155,23687,9047,8296,25057,19194,11611,13025,25856,26409,18685,21183,1913,4822,18306,10778,24766,26140,12584,11394,5361,8955,1943,725,6987,2972,2756,1152,20294,12952,1260,1683,7517,11323,15072,20835,13932,11733,20285,15271,15357,13636,12448,10319,6644,5040,7959,5912,19165,17110,29194,26478,9555,13912,918,3562,11735,14691,3676,1751,10275,13803,16958,17915,2226,423,29745,29757,833,1431,5101,2250,21519,16654,11751,14429,661,2000,27127,29379
7367,37258,28096,15213,22717,34969,34463,39808,38276,32124,19990,36490,18785,4243,5655,27799,7672,39420,4504,37745,38083,37704,21943,3164,30504,25472,19431,18920,37425,35885,27734,32086,4931,7935,20824,19220,35728,33744,9241,16685,15170,23090,1225,1258,11026,6275,5339,2557,27692,18933,4667,1136,6835,8687,29258,27897,14799,15682,30456,32656,25288,22691,23117,16112,8931,11468,4916,12815,19999,18069,36539,34734,20411,27083,1112,2834,30372,31748,1414,1692,27493,23363,32338,32681,3674,1416,39052,38425,2351,3853,2749,2230,17607,16449,16675,19364,1988,3700,39310,38302,25108,35918,25172,11397,15990,34336,35157,39648,37249,30432,21112,34480,17199,7414,15156,26751,17683,38863,5857,36265,37291,36607,22377,11492,31812,25582,15081,16108,37167,36678,23495,27949,3399,7808,27247,21965,35971,35560,22361,24300,17466,24018,3536,1585,9361,4439,5630,2637,25363,16672,2318,2947,10729,13660,29563,30824,20106,21318,32151,30482,28553,26610,26967,24019,10135,8523,16462,15971,22510,22430,36179,35716,20367,27797,1815,5330,27301,29750,5756,3096,25005,27523,31462,32259,4117,978,38561,38061,1657,2920,9373,4453,23600,20000,23785,26640,1319,3554,38464,37709
1054,28361,17617,3742,12037,34176,30453,37232,39809,25320,6810,31362,7980,617,788,16757,1101,39461,556,32421,37975,32467,9100,276,22206,15437,6255,7110,38779,36371,17162,22747,486,1119,7852,6180,31061,29184,1496,5223,5772,12313,37,82,2161,851,893,310,12808,5394,1000,31,925,1710,17899,17735,4096,4178,22518,24284,13658,9531,13647,6017,1565,2879,547,2819,8718,6196,33777,28470,6371,12713,12,266,23668,24882,49,66,17051,12632,21079,22744,331,51,34448,34473,236,505,176,113,6742,5448,4690,6990,102,308,38469,39451,11176,24427,11968,1643,4581,31082,30483,34795,39279,21987,7412,28568,5641,1391,5237,16210,6431,38184,804,28583,36010,29553,9587,3042,24278,14611,2956,4592,36721,35073,10513,15331,177,931,16149,8774,31570,31603,10572,13140,6848,12947,365,91,1407,412,713,215,9301,3668,230,294,2151,4180,19560,22406,8255,8882,25698,21558,19627,15832,19742,14961,1705,1280,5713,4272,11081,10214,32409,30348,5880,13817,63,802,19269,22542,952,263,13555,20211,20912,23536,316,4,32400,33619,60,204,1812,426,13057,8300,11637,16779,18,242,36397,38339
18730,25464,38873,17266,33027,35532,33002,31847,29720,39810,28915,37713,34780,17579,17653,31474,11873,32563,7310,23245,33562,38543,27113,8179,17404,15754,12625,10424,26428,29640,16027,19426,7322,12105,14133,15028,22894,25897,20098,28520,31716,38277,6358,6929,9439,7112,18273,13402,19101,13939,9412,3470,9999,8617,23212,19796,12909,14196,29552,33356,25059,19973,37823,31483,13946,19713,12264,20365,10765,10763,21010,18241,26513,31963,3129,4666,38597,39584,5292,5482,35054,35240,35458,38590,6461,2998,36320,37170,5603,10261,8602,8351,10870,12805,16595,21229,2952,5629,27592,27109,22476,20255,26202,11985,19170,21494,22618,27399,24069,26810,12528,22621,17863,7294,11162,14570,11781,26975,6090,16148,26033,28712,11619,10789,17090,11704,6819,6629,23189,24515,9295,11142,4132,9185,15215,9664,20079,24092,15788,15712,14729,21636,4668,3048,6535,4599,8922,4982,15078,10487,3502,3771,7676,9871,14262,17128,11532,11987,20357,16319,16903,15053,22965,18043,12310,11688,10401,8257,11501,10810,19768,19157,12842,17456,2286,6085,19452,23136,6598,3752,15199,20715,20271,24708,5234,1467,32764,33314,3135,4986,7374,4400,15794,11389,13379,16451,1777,4371,20446,23740
