region_names,intensity_at_surface_ 1,intensity_at_surface_ 2,intensity_at_surface_ 3,intensity_at_surface_ 4,intensity_at_surface_ 5,intensity_at_surface_ 6,intensity_at_surface_ 7,intensity_at_surface_ 8,intensity_at_surface_ 9,intensity_at_surface_10,intensity_at_surface_11,intensity_at_surface_12,intensity_at_surface_13,intensity_at_surface_14,intensity_at_surface_15,intensity_at_surface_16
1,10922.1480587124,14406.9319661402,16293.3821059041,16186.4980005676,15848.5414034052,16033.4205661998,16702.1367968578,17738.3123080879,18839.1988731495,19573.5786825856,19938.4755679334,19889.973589849,19610.4453943288,19308.5316261291,19098.9809153437,18514.3714697153
2,9493.90104384573,12506.6299117121,15213.7721759663,16322.842997386,16589.4670431801,16868.9228735901,17350.8708778296,18007.952054201,18699.7747969543,19213.8228064261,19369.9889236891,19323.3764006512,19167.3312500602,18831.8546993946,18298.4386550272,17402.5384483995
3,12921.495051369,16224.3144741647,18440.2251572942,18942.6725511659,18940.6877179751,19203.2238953543,19963.3063440074,21237.4298410982,22699.6028005863,23798.1663953678,24067.0897815316,23667.7622203453,23140.2583085611,22789.9810696802,22458.1821164686,21952.0845215946
4,10129.9680793638,13675.5779667795,17206.0405977531,18007.4412259812,18141.3928749821,18473.695004804,18919.6882941638,19389.2862713883,19662.6560865536,19589.3092352511,19172.1779347051,19013.1476895286,19268.7237105421,19307.5954534137,18252.9237900148,17249.3158893665
5,12060.5729471938,15312.9007005462,17170.785857272,17651.3089065222,17803.4791795813,18208.4129022444,19009.72901591,20135.2388003016,21247.202515586,22023.4455179577,22138.8399405037,21548.4631399336,20664.7072088492,19964.7755415114,19667.5347762047,18771.5627257798
6,11810.7505419214,15584.8165775171,17353.2703219438,17604.4835589344,17670.9593265119,18189.4173417635,19168.1937288932,20421.3969865897,21589.3981022121,22262.1660960387,22168.8374174776,21512.3340994671,20770.5471815099,20357.6012235122,20137.0284534199,19353.2301309187
7,11678.5190487196,14970.6811930646,16656.6001445496,17059.5158609343,17238.0553913722,17701.078744658,18460.1623645545,19342.2477529769,20150.7574048816,20753.3223350862,20985.2339474105,20717.3665974797,20130.5901872336,19616.0666437165,19228.3617809895,18490.6979230192
8,12456.048789855,15802.7247054948,18055.2311274844,18588.7341839944,18534.2535241281,18666.0537644876,19124.1532060732,19925.7174112125,20836.1983996359,21553.1384477633,21909.285284155,21776.2479820761,21375.004969668,20916.9113223765,20512.3471706444,19753.788851369
9,10467.4437361485,13708.5846779309,15821.894659456,17076.1192905379,17822.596694595,18417.6035409206,18992.593395554,19512.7725552531,19881.8516437129,20059.6745605581,19930.3301038176,19617.4605826845,19140.0558675914,18534.6934117135,17801.1447302807,16809.5566334605
10,7984.93048379689,10600.3334222373,13948.5256124127,15838.5741928096,16269.8318136897,16473.1181156753,17079.4360707262,18156.1457626976,19233.3672034718,20035.9272109571,20184.0966155132,19598.4076356345,18736.9221636638,17878.524571855,17609.4429723101,17158.3777639207
11,11714.3650665189,14866.4965303129,17039.4458617526,17786.0317083521,18003.6229205392,18379.3357632198,19028.4906334777,19891.7711692506,20738.3376326026,21420.2085213969,21653.491870253,21373.0124186431,20890.0931806199,20414.818960119,20076.0819087129,19538.2590594998
12,10660.5990699163,13792.9232208468,15670.1073149113,16224.0619114947,16294.5787645541,16568.8175770458,17130.8954288922,17889.6414105026,18615.2255078589,19211.7050876729,19555.463282065,19574.1018387627,19193.7359954653,18617.4156974762,18158.4024461929,17393.8731204494
13,9453.94212883536,12548.1611343747,15022.9471168467,16545.6458090811,17435.1402925932,18127.159575839,18908.577761652,19729.2954978729,20474.0577352733,20951.6273550971,21144.4410687697,21086.0548206048,20602.3789176659,19750.6643391259,18931.280293278,18280.2026553335
14,10405.1542785723,13366.1439438911,15757.7190521705,16874.4573094035,17322.2008490036,17675.4467328773,18222.3205582905,18965.7534184578,19631.6022276173,20059.6006878939,20163.1563258891,19886.5163591853,19376.6764085234,18867.4066647911,18541.5550248865,18006.0216060396
15,10216.1759113711,13883.2823731358,17126.7530875517,18628.915551793,19346.2272412613,20090.1116754906,20901.8144938957,21589.7577561496,22158.0728485714,22746.8242924098,23284.5676876218,23427.6217030669,22720.3601490636,21357.0349310456,20445.7366649928,19402.6964024271
16,8446.40959076257,11353.634007179,13697.4948266033,14536.1384162999,14688.5993889834,14984.5034919497,15536.5235446017,16135.4053798203,16580.7130245357,16762.1754486093,16742.4067856312,16558.9960678201,16184.7240145062,16015.2406101352,16273.36041851,16067.5136790503
17,11199.7393848243,14437.6307013888,16634.3778920338,17317.0298553696,17498.1033828847,17771.5323655246,18440.0482114731,19440.9611940667,20448.9461079971,21162.6996450415,21419.1465728173,21100.2102545646,20666.4849724297,20290.4546526642,20107.4168969922,19628.0394615174
18,9782.86960775027,12941.5400517588,15445.1150323076,16641.5556026839,16843.2432550502,16819.2928919364,17035.7007816176,17468.216767487,18112.719687745,18640.9387710991,19116.3795910007,19525.6855643748,19431.7623154281,19077.5401476366,18765.1031710036,18410.8120070199
19,11594.8010372989,14839.8175078482,17666.3943589759,19111.3876791889,19694.0273755046,20256.3948230958,21111.5894461408,22227.8433395344,23327.5178146128,24296.9362038432,24910.2117779668,24770.2330201179,23993.7449285827,22837.2593705006,21913.4406110346,20900.8043840383
20,13921.2728514066,16516.1698160032,17907.6233752585,18160.0944822134,18343.4239713113,18834.7577936921,19711.4554389931,20848.5231229857,21990.253693846,22689.446316681,22690.4769109752,22167.56109953,21597.3266967064,21126.4903667709,20541.1782620489,19570.513522919
21,10295.4617163491,13303.6311670876,15955.8514804729,16762.4751428044,16654.5161171063,16648.981907097,17017.9511492365,17646.7800889788,18322.5153874017,18829.5273899122,19047.6235116449,18996.6174172891,18619.360010412,18220.4912130177,17905.9973520284,17475.3041150555
22,10261.6211921777,13283.6157609783,15614.5198361956,16389.6437600641,16480.5907228725,16600.995175507,16929.3717606062,17355.0152419726,17699.3039835659,18069.5240549392,18640.8800679038,19080.046352319,18921.6972120466,18556.5596487105,18566.0772250707,18252.8803382651
23,12422.4090205907,15738.3381784603,17995.2039427353,18781.5377516207,19213.3508367684,19982.2671638413,21236.5653073851,22876.0827625506,24502.8386221888,25681.9548942697,25809.7196028957,25092.1671277439,24268.9301940873,23606.8772299419,23101.3289185078,22256.16681012
24,11112.4375286936,14105.993803353,16326.1610056761,17380.2308821952,17715.9541562064,17943.9034005111,18277.3932599776,18718.7934004178,19129.4137813872,19440.5933388257,19760.8256703984,19847.4654677171,19566.2327901818,19157.8800024322,18936.312939773,18235.9801259109
25,9869.35049329107,13015.9097860124,15381.3532507229,16291.532863815,16585.7897850636,17003.967787922,17662.8602958646,18370.8865321978,18926.6945028927,19201.8320929531,19110.3940330368,18774.3028932947,18437.7158285927,18336.9736326582,18364.6161489521,17910.360053824
26,10577.8698374467,13822.3493756,16331.335308024,17393.3151317969,17640.1359116811,17859.6142311182,18242.9844674158,18901.1640756379,19666.2175446073,20332.0149049308,20758.994819879,20718.8841978844,20331.190390923,19916.7451251191,19723.6038282665,19336.2785477364
27,10192.9039958462,13478.6022190683,15677.3116729059,16581.4914972966,17053.3262560369,17652.3958377554,18261.7941482486,18760.627793673,18933.9421964652,18957.4982462527,18867.4065528084,18554.4991121266,18293.649134128,18509.8614515377,18777.4922928716,18193.3361356579
28,9162.54093996325,12054.2403707388,15086.859210397,16974.405798579,17958.8861914681,18625.8279392714,19340.5647818184,20179.9001346603,20921.4470496925,21347.9677088489,21297.2999227844,20846.6424681456,20297.7208944666,19721.5551746815,19017.1916690717,18090.3103061216
29,10041.524943121,13589.836829057,15955.6175348212,16604.8677007825,16536.3640696098,16664.4912466015,17304.3176841187,18357.9101106485,19531.4702204945,20455.8748720908,20863.6916552213,20613.8504379062,19866.1942170153,19305.2185809202,19121.6083932609,18705.2222457202
30,11075.5980833598,14114.0114006693,16047.5517284029,16817.6542198452,17046.7088861483,17415.7191961596,18014.6256597462,18861.824838837,19675.3129982433,20338.0149332807,20788.9452256119,20760.071365214,20263.7026540262,19675.219791741,19434.5527058957,19000.8923331279
31,11323.6091640729,14848.0103761112,17158.0458713658,17583.7339522978,17554.2920125938,17841.5451575252,18623.5504602606,19667.5672740217,20752.4115367324,21661.865403526,21912.0744299252,21561.6264293726,21075.4666118774,20755.7497454345,20682.2992390911,20416.0959787456
32,10246.8629728553,13254.7050563163,15840.060377242,16736.2594569929,16746.5452481347,16884.9987721629,17423.7956250986,18216.8717017689,19019.6231552529,19537.6543847592,19601.2864847022,19431.3314353233,19090.8360595361,18710.6802266735,18357.7996830304,17912.7912967256
