region_names,intensity_at_surface_ 1,intensity_at_surface_ 2,intensity_at_surface_ 3,intensity_at_surface_ 4,intensity_at_surface_ 5,intensity_at_surface_ 6,intensity_at_surface_ 7,intensity_at_surface_ 8,intensity_at_surface_ 9,intensity_at_surface_10,intensity_at_surface_11,intensity_at_surface_12,intensity_at_surface_13,intensity_at_surface_14,intensity_at_surface_15,intensity_at_surface_16
1,-0.59300991043562,-0.623669946316535,-0.460624550464686,-0.180999830731404,-0.0404638073806048,-0.0355117647030975,-0.0642603056593256,-0.0619274899924651,-0.0486455275747566,-0.00321731125456054,0.0726669384256005,0.175521946323304,0.223051091535907,0.2607044169108,0.352478769841707,0.490850049327077
2,0.712034171670188,0.772646127144142,0.573664796414728,0.226842875238206,-0.0309981598482846,-0.163414807713102,-0.167429658461646,-0.0478469455748276,0.108156484177142,0.242267675877093,0.222360124976795,0.161103245341232,0.262381381806412,0.449915786380115,0.588576561401766,0.604386975148157
3,0.922097649447027,0.892020105263628,0.819212048216533,0.575789009975206,0.347108425213636,0.239663598777573,0.226553482458781,0.30171056109537,0.438701853490792,0.544952135865948,0.564715860774824,0.516172983259914,0.548950043888887,0.715766917325637,0.839160999588779,0.929524985382305
4,0.0737795364556272,0.150654793900259,0.421982532903503,0.553297333809344,0.444726771163277,0.341527520397816,0.360668792598597,0.449058292493445,0.566440908759394,0.632206202180211,0.59115608214997,0.535824767362103,0.515142602728985,0.50397417325227,0.464513511784974,0.520721899230867
5,-0.562410188377466,-0.532235144177207,-0.41322454138691,-0.0137001578408574,0.366561082062597,0.516066819402643,0.501235023069868,0.417951194421173,0.409207043890604,0.50386081153605,0.696871414372155,0.883075346654186,0.859674440229723,0.614757025268669,0.372056596845425,0.286457197378893
6,0.0204991140699351,-0.151803053375201,-0.168803012862552,0.0400251138593974,0.145619130509698,0.0601936653853251,-0.0719612655913994,-0.167939786989348,-0.177368082994755,-0.103219589533282,-0.0443629014170241,-0.074847537679096,-0.0967832262158741,-0.091882817770336,-0.147502879211829,-0.159458849064555
7,-0.249903178234214,-0.272941159499267,0.0980114485014256,0.445075624340268,0.510580543768193,0.494451360421673,0.566104531923435,0.685072002127507,0.764372562098652,0.817406863920824,0.788509856919082,0.755391399625328,0.700606333052556,0.631062337603649,0.660627542104907,0.884975325148387
8,-0.317378547244543,-0.192945003749244,-0.171062092011292,-0.222357355344482,-0.28078085888235,-0.294168992796549,-0.269996453067807,-0.238982792032422,-0.220569122701811,-0.175679033122315,-0.0715815554021597,0.0179142331247771,-0.0567185964178151,-0.198225075696547,-0.231954098946042,-0.273317758315129
9,-0.0163887109793394,0.026561140042814,0.0499997603053524,0.05877780998525,0.0931404746080477,0.125735851175464,0.148884576684924,0.149417314464877,0.113570491944684,0.0206170075277693,-0.0867601901280186,-0.120202582014497,-0.055312886100085,-0.0425426175769725,-0.189901420377158,-0.298241909163703
10,0.316697802607232,-0.205947982266257,-1.05290535660295,-1.46886842545033,-1.43054213883014,-1.35043776201992,-1.36316422619142,-1.42390109354194,-1.5386327712725,-1.69591625644595,-1.82367772196054,-1.9811835576007,-2.09700068042298,-2.12282103324255,-2.09922870163129,-2.21293733867902
11,-0.587268712018228,-0.695348290099907,-0.6792025404578,-0.620503151197301,-0.63751779264553,-0.646449838466281,-0.598380058008661,-0.543718753599375,-0.498122420821429,-0.457170331568714,-0.427000229060064,-0.428461757452512,-0.414764842044545,-0.385455676132589,-0.279939860777011,-0.211903081038007
12,0.750150003776963,0.677673620742011,0.618491391555262,0.57369090791153,0.601861587140862,0.724612810245499,0.85133554710787,1.00492578735494,1.18746379485208,1.35398965589647,1.43191468476831,1.42229105810819,1.44216660925892,1.52247241155991,1.5618055926473,1.54742358050141
13,-0.181920560579442,0.01233881908467,0.0342308270619801,0.0323964711442899,0.170708643649638,0.304158506968476,0.36083675708534,0.3380599736886,0.215120665262252,0.0457917143551866,-0.106394656119033,-0.18964078710382,-0.248785929962418,-0.354429113684639,-0.535241285944554,-0.682802380158648
14,-0.618612277358897,-0.568745987490706,-0.663314616425328,-0.648221121889797,-0.661579919466727,-0.711571539585532,-0.738179960151518,-0.75554635174166,-0.778263171011243,-0.813990358717137,-0.846481718134759,-0.856260203978364,-0.878923271489989,-0.915626786418453,-0.952494637893102,-0.973585065749431
15,0.151433856433851,0.197429043587427,0.138352351882581,-0.0343602131847209,-0.162871985339052,-0.171512677248789,-0.154612090735459,-0.0957124617109122,-0.0503040927477847,-0.0316241036091343,-0.0538266343034263,-0.0621342982060583,-0.0638195281217235,-0.0294514478960707,0.0124539225546238,0.00298110732545428
16,0.0760267797546239,0.139314097688439,0.103841636562129,0.151308666290846,0.282356914396583,0.380217262635514,0.427960694135063,0.445634327729844,0.472981226453537,0.504980716878088,0.584033752506882,0.654389197425029,0.647464803927288,0.618166778689409,0.600016783058503,0.655312988308073
17,-0.46635889353156,-0.419703824218796,-0.35224764808049,-0.214380036770349,-0.198848961483621,-0.276338947680596,-0.414042277462553,-0.470131135877781,-0.493187299334413,-0.473412231163434,-0.392639252118081,-0.323834481843145,-0.256581011045343,-0.136271839551354,0.0699395419050543,0.255344359256271
18,0.000898175735213667,0.152012809029763,0.446478001352785,0.667126110685205,0.711734301798546,0.716859588957282,0.754759664616054,0.79815844112197,0.870573933864335,0.979078841087589,1.00217423584274,0.989337668787745,0.94865147813418,1.04395684331142,1.17448647175443,1.26261095162837
19,0.00518416273894075,-0.0437790533025068,-0.297457339132459,-0.513035497463352,-0.616178437592616,-0.63471964421431,-0.656419639082456,-0.685975936696102,-0.712235005555959,-0.700088915656662,-0.642882047262591,-0.548984989159453,-0.49528323984182,-0.494176105820129,-0.497095389760556,-0.553184710024158
20,1.3399813155499,1.45304274911829,1.17352633643501,0.758741883029467,0.504699381318606,0.292850973706978,0.157994490205796,0.0642829655600158,0.0436177364589846,0.0580481809162057,0.0687957268471037,0.187431914433625,0.509366182774899,0.872225086200187,0.965245427781263,0.890912433893354
21,-0.00924257029600234,-0.226345183134463,-0.179928819488796,0.0360514028191109,0.0960578901863602,-0.0122028021051015,-0.186113823832016,-0.331440595469351,-0.375808903006955,-0.285058161267948,-0.172491141709881,-0.149539204376938,-0.208708458342696,-0.277638528849339,-0.307696118905908,-0.302509108178789
22,-0.51034118114035,-0.452280416420077,-0.100003683977346,0.220001207376612,0.250348843876619,0.179656755256477,0.146490867625982,0.17993687215479,0.24835445647043,0.318693848310188,0.355481700550304,0.380416395847371,0.327153682712298,0.237853837443592,0.180594012924241,0.222208343769554
23,0.872118849796665,0.867473213886059,0.745015050324866,0.490915457498404,0.268078442008344,0.150081719754841,0.147231710447955,0.219045801054556,0.321588979478455,0.39701408950708,0.357925029853954,0.289385719377175,0.375390770908828,0.566162175228069,0.672107056185667,0.729994181347103
24,0.618807047095807,0.715017141768739,0.622401933653998,0.452369317257241,0.406482282162138,0.422514549686898,0.426762531357026,0.420556232155605,0.36886670689468,0.294062462255048,0.220832621131038,0.122689419891862,0.0275903405369373,-0.0149537106022924,0.00312495112079501,0.0257627581577715
25,0.159964025761018,0.167319791440777,0.0949099723539741,0.13485980745549,0.251740008607953,0.370624812935896,0.437620748723187,0.483212742766126,0.497177542553553,0.506505528905615,0.496736441582145,0.448629504452565,0.39304121632398,0.374609410169383,0.41816984442078,0.405628577596295
26,0.562733118707625,0.494135196386202,0.436226389739779,0.298517464475763,0.222169446762325,0.244450945796891,0.332166968429793,0.438405094116349,0.502981297920475,0.556846564121829,0.57003035323552,0.522269358743184,0.476293118947494,0.4964683237767,0.567669275174745,0.718358598922542
27,-0.11994453248065,0.00363037499343018,-0.168113067603928,-0.553991186533487,-0.693467889461126,-0.641302507733693,-0.533501590119662,-0.497843419367194,-0.543591850900324,-0.663282682760442,-0.81006710776388,-0.937562950068044,-1.00902836459575,-1.02943797166517,-0.97598769996861,-0.949774894174662
28,-0.454675956692737,-0.293908542396229,0.0549391843183549,0.202743494924828,0.172283679563068,0.150300275688047,0.174968158584877,0.256356303165875,0.380193164223491,0.485003813819632,0.540416131923943,0.555294521424102,0.482643491180454,0.340550081677792,0.300192525554895,0.349635487113187
29,-0.0297288169699682,-0.0159549718925553,-0.0182609517932832,0.065965624971798,0.157990125852701,0.247594230085261,0.353461727074294,0.428358614570368,0.486480047475437,0.488210262327718,0.44222219906654,0.375638588036718,0.313996196014939,0.280190602508212,0.30385215175459,0.329897132671438
30,0.281208875034566,0.142380439291481,0.154556073695235,0.0963308941292385,-0.0549712523540958,-0.223799737177587,-0.35594667781138,-0.40020623312578,-0.362320207668595,-0.253381404153275,-0.102691708429002,0.0848255992104069,0.252083309379885,0.341286482760147,0.229788653079176,0.177793123773157
31,-1.11316075460541,-1.10820220547864,-0.821539064050767,-0.466884331185918,-0.328935239408735,-0.338801694559871,-0.350612624627759,-0.337218879718559,-0.312246480068735,-0.299893693143131,-0.347915148872136,-0.465024466097493,-0.598289316564529,-0.714021116275088,-0.719774706403476,-0.646635696658683
32,1.0872438711169,1.05134383087417,0.850564063708152,0.542919867239372,0.367227787536629,0.338054771975523,0.401039181247702,0.518340967364028,0.625007620702369,0.645350644377114,0.519306788614254,0.403203957595585,0.427900268209581,0.598068543358643,0.638675813113257,0.472585910562637
33,0.101970541376712,0.101451898927737,-0.0785488195256394,-0.298697736233698,-0.303840086314406,-0.163961068573031,-0.0145598371419271,0.0807428119847226,0.091855636904206,0.0437086561401586,-0.0340510683884854,-0.114536074230973,-0.181011424398452,-0.164399073005236,-0.0439841927690387,-0.0728704235083656
34,0.233899241983659,0.524763074363969,0.806760948187425,0.69565443807832,0.538474459047148,0.576439697248793,0.700696668267445,0.76343476184266,0.729448210209885,0.71948086042304,0.631786070090937,0.544798368047359,0.574450258891683,0.74009961852715,0.897227501866829,1.03888925560712
35,-0.408516308026307,-0.405076334971993,-0.419705575851479,-0.394704643552315,-0.326552872085336,-0.203735485033247,-0.0527450249380632,0.0540130866792472,0.109323406988372,0.102756743713967,0.0494906923002266,-0.0278910161263298,-0.138778791219799,-0.212553183307578,-0.151676794680808,-0.107039952217781
36,-0.850926350181127,-0.693600548141237,-0.525993985933841,-0.445210714694339,-0.391785896872911,-0.340890483043279,-0.306793530077172,-0.325050792641952,-0.385371076961793,-0.450659295422868,-0.497945684577932,-0.511322538877707,-0.488552373205535,-0.391692525585265,-0.19718154021176,-0.0812811179618706
37,0.0875934483405024,-0.443591771745548,-0.683239056740212,-0.688117110108771,-0.610224454375721,-0.643624970631487,-0.815419040116946,-0.973720571726974,-1.0195235974749,-0.974165837299887,-0.921526475898778,-0.862552391997664,-0.789206962832102,-0.742689134601631,-0.760035566732844,-0.838130110870517
38,0.0998982321899888,0.207296492896016,0.348941753263379,0.420906006435409,0.522336472789536,0.67232112153206,0.817233110892352,0.917497452686345,0.946834040767296,0.904827357442795,0.802323842338616,0.676322708848741,0.617538413071421,0.660821462661866,0.72412090305521,0.724704609024173
39,-0.0465342682148728,0.0396587163068725,0.223986920400003,0.304057050235008,0.293601148612528,0.284735368995748,0.305795916791355,0.351469725309172,0.382989310716586,0.38874086366147,0.39821823184449,0.377395130924663,0.368377431966698,0.38191771086782,0.460979439969404,0.617156878131772
40,-0.696075647493673,-0.960404172073161,-1.10558360484975,-1.096240272813,-1.0525850079575,-1.15230247871599,-1.32150329395321,-1.43739743202483,-1.41787874272941,-1.28941613635227,-1.0874270233578,-0.842726159523455,-0.671207219963794,-0.635688548910051,-0.67497657678317,-0.786286464771299
41,-0.205972390102755,-0.153555296534813,0.0941417449200793,0.440648096890977,0.674737204912986,0.785857482126636,0.775060485208267,0.685050011393527,0.607225170786755,0.641151714460116,0.791128190789825,0.944371818532705,0.926662486933728,0.700298692018305,0.513531057434334,0.37848166394767
42,-0.350592040331906,-0.362723776696709,-0.251660287739413,-0.20969058948613,-0.227466615438959,-0.234668485949178,-0.240380149740935,-0.258550702770171,-0.257790180470812,-0.224074222912379,-0.173573608113642,-0.16276578323607,-0.232827771227012,-0.324673135977745,-0.313522073151816,-0.317974418313041
43,0.171411593049435,0.278362715206525,0.26259902600262,0.169435965694581,0.0758799564904326,0.0262340551616584,0.0336554472956656,0.0714486669479806,0.141725571392182,0.19212099287074,0.2097033805721,0.186535675510827,0.174654094697404,0.257894291640008,0.32928316000249,0.426234238671308
44,1.06146383944173,0.912563578571624,0.757296800080008,0.655620290029064,0.523819373134819,0.326389709967494,0.0874673461289588,-0.100157908308934,-0.304160291977334,-0.471853772374946,-0.489735242278396,-0.395537863739609,-0.171972445486295,0.145027811262484,0.288003348385193,0.37135434850897
45,-0.804400166039583,-0.621396430753509,-0.321772663129117,-0.0300247556085628,0.139069080306673,0.246752130650435,0.299301817139875,0.304263138145426,0.233427213951594,0.114379887693121,0.0180027460146992,-0.0138799233021782,-0.0172829768371864,-0.0297103580785994,-0.00364208391137907,0.117293126643027
46,0.00056704964750488,0.202758767603337,0.280847969679117,0.384716236090074,0.510845726835614,0.615104333306521,0.634937877194615,0.549743457174553,0.414343675226564,0.291829643814872,0.194613023468632,0.106725850664715,0.114982049846415,0.301006629675931,0.476579082531706,0.484306349870225
47,-0.250863509568428,-0.274047059541961,-0.519637288606387,-0.650707104402446,-0.562218388137268,-0.41346877230386,-0.284610450084252,-0.215526564532587,-0.190207655126462,-0.179126591797944,-0.182129451850755,-0.232017164433186,-0.335320519776525,-0.430884378129806,-0.435415095092837,-0.478472261882969
48,-0.34113571178086,-0.228881576633751,-0.25614033851994,-0.336755840597167,-0.361715178961907,-0.288267822766549,-0.162248932581077,-0.0174395418997101,0.110929781768387,0.19932542121036,0.255784043580743,0.240773254329839,0.139715228487604,0.0233023761205472,0.0515885286190511,0.0753753870277641
49,-0.318974274249771,-0.395722509479837,-0.283757617132803,-0.150682223958768,-0.17286217399268,-0.273524698865814,-0.354708028742155,-0.399127308277017,-0.37082166016345,-0.294918238790389,-0.207797740876881,-0.181067255952169,-0.242396940059048,-0.35267819352111,-0.43935117526204,-0.43388869302656
50,0.333284476698214,0.367911328475614,0.401088017118129,0.45730932006937,0.510670301247108,0.554115502916023,0.557287172584589,0.513773673105142,0.447784208000394,0.451072541217969,0.582551059982961,0.733362147844741,0.760129269069329,0.763257067230651,0.863218708360356,0.871284636476214
51,-0.375597778185956,-0.317259291345808,-0.0449718853939441,0.277198581300922,0.365937653023884,0.279154458285043,0.168786412040451,0.125008803523234,0.147464234809798,0.141840500487709,0.10276695805815,0.0985889490287527,0.0986400918496258,0.0618140876285592,-0.0316650565453141,0.00109485731352294
52,0.166164826970145,0.312353701451572,0.403750233423086,0.421297538077433,0.451102983907612,0.530603203608393,0.625678219030937,0.719345656787195,0.76876019232637,0.780926766305876,0.781997174121595,0.770922294551056,0.690182231554711,0.681922064750282,0.768185987250942,0.787574976338111
53,0.0613373694334953,0.129566762089654,-0.221922094392807,-0.554681362266107,-0.582642845542131,-0.525497565557866,-0.488333979073951,-0.489798481358717,-0.504017009960465,-0.565009231662198,-0.642109174465634,-0.722251647790833,-0.804134814452533,-0.874594488407964,-0.942570140059049,-1.07895245120349
54,0.0863390015108859,-0.0435382950522579,-0.518234837717768,-0.901115794161988,-0.918446536518427,-0.804063305600614,-0.714099299088562,-0.684738628657277,-0.697378179246698,-0.730834650918912,-0.810943734806618,-0.902688603482863,-1.01645924291852,-1.03627676352026,-0.991431801914493,-1.04649684187914
55,0.0484254846919304,0.0121567676554427,-0.133606669407279,-0.341326946310499,-0.4678157050776,-0.510587172977764,-0.523865208628499,-0.51658728473642,-0.506100910489274,-0.510373414403045,-0.494510871083771,-0.49612451565043,-0.564909809167463,-0.698791856182402,-0.826817535522444,-0.853922721187923
56,0.513131537145679,0.263703758869524,0.0636694581233456,0.010048260399333,0.0340699528018108,0.0181163439518016,-0.0517501514918096,-0.168253975498759,-0.255933862332233,-0.285383280691328,-0.297339493873051,-0.291519093427644,-0.226961722726526,-0.1204478804934,-0.127271989418755,-0.166442944636051
57,0.384191293833762,0.517097037259333,0.338763047180494,0.0262628427938907,-0.155216615596645,-0.180140498820841,-0.146909076676319,-0.0794028754050111,0.00651614546189098,0.0565006547021142,0.0125391580949632,-0.0888766416096796,-0.0945586229876569,0.0217275494784541,0.117319439668529,0.156298904597126
