region_names,intensity_at_surface_ 1,intensity_at_surface_ 2,intensity_at_surface_ 3,intensity_at_surface_ 4,intensity_at_surface_ 5,intensity_at_surface_ 6,intensity_at_surface_ 7,intensity_at_surface_ 8,intensity_at_surface_ 9,intensity_at_surface_10,intensity_at_surface_11,intensity_at_surface_12,intensity_at_surface_13,intensity_at_surface_14,intensity_at_surface_15,intensity_at_surface_16
7Networks_LH_Vis_1,11988.6200169439,14859.9771419502,16948.6769830329,17756.5995538437,17979.2590214619,18334.7185877389,19129.7915623845,20287.7327357334,21538.2073791321,22533.4576548935,22899.5651074276,22527.1755913673,21822.2928694521,21233.6619730964,20862.940708627,20226.5844446055
7Networks_LH_Vis_2,12025.0477210961,15362.1827325917,17808.4576382636,18811.6514950212,19256.1813025117,19862.85019206,20835.0558940416,22124.9285492634,23539.9767947069,24713.3394514767,25218.6213806967,24859.983128044,23950.4249978463,22976.6466427741,22247.9459467059,21300.1780867941
7Networks_LH_Vis_3,12313.7401158086,16133.169727825,18514.1860285419,19073.3428112461,19068.781100829,19401.9880001006,20250.279376612,21471.3641522245,22792.3753413112,23713.6713647397,23809.1022360822,23362.7850216841,22772.2165359864,22363.1926947754,21907.8826227462,20942.6957485266
7Networks_LH_Vis_4,11261.4802062679,14669.4263841627,17419.0404072194,18818.7534695157,19467.5575738268,20168.0561693328,21213.7325353287,22604.6263159671,24106.0616554347,25456.5263904379,26032.7939826907,25588.3927909053,24501.3743377798,23350.297921038,22583.6712419534,21550.6967897282
7Networks_LH_Vis_5,10784.2100191866,14294.1325538211,16967.8491749289,18234.7409782032,18709.3914215409,19165.9062477819,19802.4656278241,20506.2035206775,21216.9064640735,21862.2309174251,22292.9138301407,22224.325685613,21533.6334213037,20579.2437793274,20054.7280439704,19381.6642042413
7Networks_LH_Vis_6,10773.6400359277,12906.8038556996,15105.5549377359,16337.5858692859,16828.4769597963,17124.8191470303,17619.8923069059,18341.7422796524,19108.5609086983,19669.6262370494,19867.4319098098,19635.5107598653,19384.0044665182,19216.2086082107,19134.9051851435,18564.7680230497
7Networks_LH_Vis_7,10444.1180776761,14142.7729908254,17350.6698993978,19067.84523397,19897.8618285183,20634.4382173822,21366.3438664605,21894.919255389,22274.2231710634,22728.2079206255,23259.1155522817,23494.5607013138,22892.9578557498,21592.8180799558,20679.4775146996,19678.9116908748
7Networks_LH_Vis_8,12644.1694190476,16264.3540509764,18082.3602117448,18378.4257380384,18452.1308756949,18867.7473882679,19697.4123005759,20814.0172978144,21877.8546094676,22591.6895953275,22579.2478192194,22088.5666465338,21547.3141496126,21154.72828658,20685.3077269168,19730.741778539
7Networks_LH_Vis_9,10618.7719547704,13793.1183006673,16603.1310483434,17925.2977876757,18412.183119949,18867.3368374113,19590.6863133175,20538.2609174083,21518.1768470441,22296.2871767855,22628.073321567,22312.5643085242,21438.1987249124,20364.0871942177,19608.8052528458,18763.3292366585
7Networks_LH_Vis_10,9910.83740902953,13414.7424552162,16596.585706491,18422.7439804316,19348.9389318888,20089.8542474972,20885.0260155644,21623.1429957614,22229.9218931301,22826.0750267327,23405.4055493898,23601.0599939926,22985.6787929408,21652.4017356192,20562.2307386182,19616.9147955998
