region_names,intensity_at_surface_ 1,intensity_at_surface_ 2,intensity_at_surface_ 3,intensity_at_surface_ 4,intensity_at_surface_ 5,intensity_at_surface_ 6,intensity_at_surface_ 7,intensity_at_surface_ 8,intensity_at_surface_ 9,intensity_at_surface_10,intensity_at_surface_11,intensity_at_surface_12,intensity_at_surface_13,intensity_at_surface_14,intensity_at_surface_15,intensity_at_surface_16
7Networks_LH_Vis_1,12000.6637377619,15472.7734487905,17278.5045281019,17445.596664677,17339.5496209948,17686.0229846398,18452.5718949079,19464.3277971606,20500.9213295154,21192.0352396928,21252.6751986517,20892.4897992941,20479.6575629496,20278.9404419805,20250.5704620944,19937.5134105846
7Networks_LH_Vis_2,13048.0803334446,16195.5081487056,17895.677362715,18419.7475271417,18961.4665191441,19855.2701495418,20941.2075958439,22084.3642511978,23170.8134212982,23896.2276923444,24092.9098618384,23936.6027659645,23536.6299368445,23093.8731319572,22598.3695531332,21848.3400067194
7Networks_LH_Vis_3,10766.9568317431,14117.572366203,16415.5285018191,16774.8512494724,16669.7776372355,16895.0349012664,17654.0516744621,18779.3917919106,19899.7953026939,20833.9939021039,21140.1650406125,20960.2733689282,20625.6620982244,20468.9463666678,20538.4573503579,20375.0156200535
7Networks_LH_Vis_4,11233.408619184,14538.5845548803,16437.4158240561,16501.6850251737,16290.9044781583,16483.7997702083,17163.3540853278,18162.0959827034,19112.1089242428,19714.1538965545,19926.5670345035,19770.5241084698,19370.9659714963,19041.7471224673,18828.8004419533,18284.7684392652
7Networks_LH_Vis_5,13473.0501079009,16626.9814690432,18469.7786064596,19059.414200435,19479.7922554371,20342.7165336532,21635.9397862314,23281.2511697238,24811.2325914578,25856.458539587,25830.3502020208,25085.2998841578,24347.7298070187,23707.1306164722,23185.2591982766,22238.3943136358
7Networks_LH_Vis_6,12304.1605078236,15755.9173306913,17935.917062002,18784.5227230861,19215.9162561073,19937.7903386869,21044.1329635744,22416.3468584945,23879.0024405472,25072.4997925076,25589.4676667353,25260.4116481519,24515.5271712319,23858.2574400566,23352.6056578086,22482.3451476903
7Networks_LH_Vis_7,12743.2871171391,16661.621597618,19038.6227845303,19631.4936631833,19780.2133580058,20367.9262721761,21511.9480265328,22900.1029059761,24346.1107857462,25406.4959862346,25558.3670316219,25122.4167637701,24420.9307724675,23857.6553867168,23180.029324361,21995.7537948543
7Networks_LH_Vis_8,12560.2267433096,15479.0441538853,17504.3435147981,18371.7464974915,18747.9374455248,19176.6845733997,20020.1466852194,21269.115044884,22661.4657014772,23798.1545989021,24255.607549247,23800.2181557298,22886.471358838,22038.5067224897,21495.1822122719,20745.6619489048
7Networks_LH_Vis_9,12318.2479958821,15536.9312783239,17849.7509083222,18763.2204518749,19130.1155559385,19666.4827870831,20568.3410899527,21852.0728630061,23307.0206390924,24686.7548964451,25603.1485580628,25430.5492874733,24458.9417850969,23300.0860005633,22386.9863182173,21416.7453677661
7Networks_LH_Vis_10,10750.1946074569,14386.1253749451,17036.3258916875,18309.9672978152,18665.916355167,18880.2500367497,19344.7982751897,20156.9376089704,21344.1140311356,22292.6304816325,22758.3018870928,22704.7144357672,22153.6469493431,21502.3843416239,20986.2985500142,20339.6315466455
