region_names,moments_1,moments_2,moments_3,moments_4
7Networks_LH_Vis_1,0.347839812079692,0.221926828491823,-0.246481478405636,1.4607550132321
7Networks_LH_Vis_2,0.642394597181407,0.27833790485283,-0.00646891698672587,1.35449610168909
7Networks_LH_Vis_3,0.591412704872586,0.156475650809939,-0.173139821830349,2.0516856169186
7Networks_LH_Vis_4,0.902912219477857,0.519958933527981,-0.464948918119103,1.9536758981154
7Networks_LH_Vis_5,-0.489361608332065,0.186735896362168,0.179569222418582,1.4723811179383
7Networks_LH_Vis_6,-0.527837539618351,0.202579685479352,1.28662424316472,3.42161595980831
7Networks_LH_Vis_7,-0.0249152016657406,0.351595244666682,0.455802398761649,2.02525458448878
7Networks_LH_Vis_8,0.19302028568282,0.258297816843097,1.37968669707652,3.58549413526768
7Networks_LH_Vis_9,-0.572909394477456,0.164949788947009,-1.0836352278327,3.02650576992328
7Networks_LH_Vis_10,0.251927843477653,0.421765686540185,-0.884614817127886,2.72922107294405
7Networks_LH_Vis_11,-0.0307071767650679,0.187235837331545,-0.0842192385434758,2.0473698253422
7Networks_LH_Vis_12,-0.166048926361952,0.177838718098011,-0.451787396222859,1.64334257406034
7Networks_LH_Vis_13,-0.0521531880515029,0.295214446433924,-0.948290523601952,2.65746243064707
7Networks_LH_Vis_14,-0.510835930406963,0.263846622985817,-0.00239414825956375,1.69760156286397
7Networks_LH_SomMot_1,0.334569394718992,0.259155952709046,-1.55611690393258,4.22924285022863
7Networks_LH_SomMot_2,0.29755543410825,0.282130178381925,-0.0598296528344903,1.57480646091097
7Networks_LH_SomMot_3,-0.769360570462272,0.151010063389785,-0.0603151634149751,1.45084686714402
7Networks_LH_SomMot_4,0.626491428096044,0.190600970807045,-1.65044033514947,4.52618980733886
7Networks_LH_SomMot_5,0.0767121167503023,0.219267024450988,0.174812396859544,2.08524777784428
7Networks_LH_SomMot_6,0.393055999172775,0.413131667441076,-0.895845942507482,2.39561498290333
7Networks_LH_SomMot_7,-0.156148046108678,0.353287911036632,-0.20603676323831,1.68622060985444
7Networks_LH_SomMot_8,-0.212419930433865,0.163943373723354,-0.709867579328162,2.99158117323465
7Networks_LH_SomMot_9,0.137011379113764,0.288554307434652,-1.6444458953834,5.10242696447328
7Networks_LH_SomMot_10,0.0450468166902269,0.430965043337237,-0.126767596244482,1.60044270046834
7Networks_LH_SomMot_11,-0.294805691361935,0.071292242572691,0.0309561433427138,2.43773172688123
7Networks_LH_SomMot_12,0.0232326224473907,0.378586528471958,-0.0527785938519854,1.59464883752758
7Networks_LH_SomMot_13,0.0390353778241411,0.408591406348865,-1.28741860354916,3.11375237249974
7Networks_LH_SomMot_14,0.0169612692718594,0.147428784779706,-0.448038339744384,2.62833590186808
