region_names,intensity_at_surface_ 1,intensity_at_surface_ 2,intensity_at_surface_ 3,intensity_at_surface_ 4,intensity_at_surface_ 5,intensity_at_surface_ 6,intensity_at_surface_ 7,intensity_at_surface_ 8,intensity_at_surface_ 9,intensity_at_surface_10,intensity_at_surface_11,intensity_at_surface_12,intensity_at_surface_13,intensity_at_surface_14,intensity_at_surface_15,intensity_at_surface_16
L_PEF_ROI,10395.0359521571,14035.7892864629,15958.0820054311,15939.8157544864,15677.9855740057,15788.0799688253,16303.1484487356,16939.8930568055,17514.835499571,17844.0234151484,17963.6233211568,17881.947192535,17688.7225570061,17531.6632058071,17395.1268368438,16974.0857803529
L_55b_ROI,9565.94009178429,12613.9105308487,15100.8064389622,15948.2152101034,16085.3406241426,16309.7517576938,16832.7139870564,17373.3497175316,17846.8820165493,18101.6592986486,18060.0505817079,17833.3699938938,17511.0781085314,17198.6521156792,16985.9204961609,16673.1303999065
L_V3A_ROI,9295.90742122213,12760.6312550358,16011.7249938992,17442.5274639957,17754.7317218827,18228.2767585858,19281.2034432111,20793.4007415797,22348.0731343104,23487.7246928671,23805.4854888204,23252.8257502136,22162.2994385125,21089.9554792408,20496.6646720904,19764.8040630096
L_RSC_ROI,11411.6026715425,14236.0066215559,16212.696546788,17078.3488930671,17475.1828256988,17854.1708144822,18361.201954413,18937.0568314129,19454.3418042442,19800.7666203846,20030.2129916709,20025.4593374214,19802.5838878439,19444.2755285058,19122.0775375496,18420.5260560038
L_POS2_ROI,10881.3237461915,14616.1749533286,17318.8654250223,18411.9587877133,18839.6309875062,19373.0856402123,20294.5270047035,21566.1473525636,22742.1590763253,23622.1084214218,24140.4926507854,23957.5460781604,23023.3744810598,22056.6791062124,21493.8456894338,20770.7807751952
L_V7_ROI,9560.98728581269,13228.2956606182,15823.3954771039,16610.5440920099,16678.9827067914,16930.3533014571,17755.517767935,19040.9428372122,20466.5003894536,21467.1476214314,21704.1277684427,21196.1765119281,20387.2456684604,19744.5328526451,19478.9604674992,18854.479388443
L_IPS1_ROI,11446.6349330865,15109.2547394402,17821.5525764533,18899.8383342221,19163.9424666577,19640.9669543375,20620.8433358395,21942.8202779937,23122.0624998594,23880.4075278635,24064.5484388809,23568.2985791035,22587.9685461551,21679.5722430058,21169.8207168706,20169.5953593432
L_FFC_ROI,12486.2151337734,16037.9198516447,18098.7722944703,18640.8088389787,18885.4203930891,19465.5617602607,20501.5187740349,21859.9133866227,23306.6751207991,24338.6375040153,24472.9796139881,23983.7629049458,23285.1070131456,22713.727642968,22210.4633986321,21405.3887621124
L_V3B_ROI,9895.98145603986,13444.5073988954,16753.9882998248,17519.5990666945,17372.9451573143,17564.9671472943,18398.5975151449,19909.6924823867,21589.9346687132,22864.2563604673,23243.1668012675,22663.6944269951,21640.4002978664,20685.7815396859,20069.4505775973,19111.0588592963
L_LO1_ROI,10336.0582203772,13897.3103307219,16981.9973767527,18192.0965392404,18520.0410494914,18974.6513086499,19824.9512331781,21034.7118781563,22313.5421225404,23320.5873285477,23739.1698422457,23281.5869940749,22280.3344824879,21342.1426276982,20704.6817255638,20022.2492255198
L_LO2_ROI,12091.1856931299,15655.421540231,18081.8348848997,18706.2148134694,18714.0893823974,19017.5171284399,19780.2156907261,20964.644690492,22262.752152971,23276.3436785416,23589.5519752467,23205.5985567903,22472.2272189645,21873.5580894812,21390.4218699131,20641.6511976214
L_PIT_ROI,11265.8721149907,15153.0243954571,17686.2270307217,18518.222003894,18701.2901384854,19042.7146547329,19721.6185827844,20722.8278678241,21863.4395795351,22665.746295721,22868.5388123089,22565.3936164139,22076.8840912688,21579.0879507158,21128.2735951446,20450.4913852183
L_MT_ROI,12096.0062604434,15373.1963666037,17620.6951220719,18208.6943052249,18256.0106018661,18585.3240277425,19368.8821384506,20488.1461473246,21644.7986124693,22328.2736994965,22325.1430137304,21869.9755693683,21448.7759712029,21138.2480831823,20780.0094350955,20034.8959478703
L_A1_ROI,8171.44189209119,10963.353009413,14685.9782193805,17040.4887185771,17892.894269117,18379.9618816561,19023.4845213351,19748.1950239123,20449.5221953614,20993.8151558617,21171.6982472403,20708.906133091,19803.4820456083,19069.2052869454,18821.3001803869,18762.3916070236
L_PSL_ROI,11461.7875296639,14861.7622479581,17526.7073695774,18212.7051502379,18267.8636888181,18659.0116013788,19447.0819285519,20487.0452020176,21575.2931365484,22362.294571612,22660.5887477744,22324.1726309786,21623.4585832144,20979.2543645089,20592.2233840427,20098.9430468896
L_SFL_ROI,9322.35180482214,12528.8079715659,15236.2398112822,16496.8981056101,16837.8870068634,16979.8372810438,17274.8350561814,17768.5472694588,18345.7040859929,18697.7405925352,18779.0027013036,18636.6422309576,18319.6378448652,17999.7589521079,17731.8192488225,17356.427613446
L_PCV_ROI,11548.8439532861,14659.4057405253,16660.2154601214,17437.9193609605,17680.1671868676,18058.7211778373,18597.2820472814,19403.52876176,20185.7740663762,20858.6849391937,21315.4808829717,21276.665561773,20727.3625939957,20086.1493927808,19773.8548380025,19272.9741197007
L_STV_ROI,11787.2522524239,15178.2071952163,17527.3605961507,18113.2285932397,18184.1325324676,18649.2416731478,19604.4585871901,20816.0864861012,21909.277239371,22628.1555450071,22848.1939171589,22423.1279817812,21744.6640042072,21162.8112445851,20871.6394051905,20432.1673126016
L_7Pm_ROI,12093.5194032493,15710.6837675138,18172.2275302448,19040.3573574827,19441.5539046562,20088.3440553475,20993.8176843365,22152.534247274,23318.3189177726,24173.5045714532,24567.9194008619,24418.8993369947,23700.8541918743,22922.4165753842,22317.4534609485,21576.6126299443
L_7m_ROI,11124.6760998133,14573.7195019107,17075.0862382019,17914.3067506884,18229.6091468145,18746.4722862463,19661.9231834182,20798.4827273328,21951.5272638262,22805.2967303169,23290.6275552186,23128.5281813917,22349.6125899007,21653.3034134257,21265.4311388285,20756.5866629864
L_POS1_ROI,10922.5674912576,14081.272392088,16317.4327873906,17296.01550716,17664.5621717996,18043.9482117206,18644.1386662112,19395.3059179134,20194.486019476,20880.5110277707,21248.16196446,21225.5324925261,20889.4629192877,20256.3371994654,19623.1503945928,18992.5512024459
L_23d_ROI,10492.5123272878,13564.1187327369,15863.6829016891,17014.1319363039,17374.2516282914,17525.5959515371,17736.3487460204,18113.8150264375,18608.0823922434,19057.5994826232,19433.5547378502,19502.6775973811,19211.9152719414,18949.5427502912,18863.0901757003,18217.2549776855
L_v23ab_ROI,11535.926570291,15113.8283664893,16796.8862959969,17065.74343179,17189.2115914917,17621.7620306032,18299.1088184091,19007.8848117882,19639.0011698774,20144.6553774379,20454.5399822249,20498.7555826849,20134.0620038872,19667.1098419423,19393.2076878633,18930.5536241307
L_d23ab_ROI,11459.990502522,14754.4875152742,16784.1730574102,17367.1276061522,17499.3634647617,17837.6344803294,18286.4774094057,18727.3561489033,19082.7076640788,19370.9586352114,19603.3809658797,19678.6833780405,19491.0858345939,19181.5966621886,19146.2523439751,18699.085932984
L_31pv_ROI,11823.0513799603,15288.299307462,16938.9804537968,17122.2140219352,17059.1700516345,17346.4375040123,17914.9981201624,18492.6721914506,18950.9178494245,19330.8278486191,19589.5249121552,19573.2896549777,19186.3372261998,18751.8212791532,18420.1010193866,17697.986145118
L_5m_ROI,8801.79482557459,11878.4629724209,14632.3771614279,16208.4176437483,16529.6565934753,16522.3711036904,16761.6693813394,17402.5701180613,18184.5391795341,18820.2769767868,19159.1576352335,19198.4042333621,18871.0591054487,18456.4475494526,18334.47466353,18260.8529770755
L_5mv_ROI,10268.5287808791,13547.6704309083,15679.4219895235,16400.8888103375,16454.4860722748,16616.1877963188,17082.9852164935,17740.7722333632,18410.2811561908,18979.5227842562,19318.7205512879,19337.811615649,19011.2999405774,18571.9591280053,18191.8566125874,17383.4513964017
L_23c_ROI,10525.4446600648,13594.2097146933,15778.6464115667,16590.2210631702,16749.1213472829,16961.6824320768,17388.5708872898,17973.3065097801,18569.7029225295,19118.6595022768,19508.5615569201,19684.0377718444,19435.4773443764,18959.8699151928,18536.9131185396,17712.4683824158
L_5L_ROI,10359.2428134968,13500.8371239321,16094.2641074954,17326.8423446656,17682.2856738774,17922.7968856589,18373.1843634286,19123.2409919545,19935.4134135192,20609.7713589872,21015.1393146256,21065.4544344115,20680.204905203,20182.0522671143,19861.6552691632,19350.0392904045
L_24dd_ROI,9261.68132909759,12021.7799699288,14760.5023910838,16210.4665503682,16594.9589939487,16837.640484799,17303.9987195487,17977.0230946858,18653.7400024462,19116.255790081,19149.4686798175,18994.6545364011,18846.1548487778,18546.4486297803,18043.4957428762,17302.5720676312
L_24dv_ROI,9228.39877603683,11956.4355082756,14628.5576633307,15706.7006684548,15849.4842381341,15998.6314550641,16349.0853086471,16921.0919724742,17611.4281694744,18186.267584802,18442.7769925047,18400.494411447,18149.2049576371,17704.3288678839,17119.4030422757,16364.6611160533
L_7AL_ROI,10769.8865065452,14234.1600087153,16683.2796372693,17555.3166476403,17805.7490749424,18193.5219594482,18862.6991212632,19780.9180169658,20667.3336196034,21307.8545288837,21503.3874261953,21269.3666205566,20759.8943609365,20267.1161216523,19982.6194098326,19394.9190502794
L_SCEF_ROI,9198.92422248522,12237.0911298,15143.4577570011,16439.6123943369,16699.7930562553,16823.1522288155,17194.7757261995,17755.6347438991,18350.7411584585,18673.1174297626,18676.0551671509,18507.4559543694,18252.5568696971,17906.1995445751,17471.8428790825,16943.9758864909
L_6ma_ROI,10071.2514414984,13524.3991470797,16228.3293334163,17039.1323679715,17077.3692634344,17242.3920956557,17691.7837619088,18347.4451118183,18956.4342270998,19286.4336595237,19327.6586961952,19154.5207012611,18851.2276325345,18483.7215654103,18113.4016507861,17597.1252992721
L_7Am_ROI,11268.5111452396,14915.7861583198,17659.9241275974,18784.8605354934,19154.7533131308,19621.7763161315,20299.8801458752,21228.5223498802,22184.5655831876,23032.9599904573,23441.2549385599,23332.6746103736,22752.0025538861,22115.3546561723,21734.1282670813,21235.6886531406
L_7PL_ROI,11768.3837194518,15726.5714105128,18225.789767883,19108.3811197942,19504.4624400057,20148.915598971,21251.8132916657,22530.766699633,23756.5992162749,24559.8292500098,24629.7714644069,24035.5587281136,23124.3587767804,22587.6221177297,22310.9761998051,21440.568994293
