region_names,intensity_at_surface_ 1,intensity_at_surface_ 2,intensity_at_surface_ 3,intensity_at_surface_ 4,intensity_at_surface_ 5,intensity_at_surface_ 6,intensity_at_surface_ 7,intensity_at_surface_ 8,intensity_at_surface_ 9,intensity_at_surface_10,intensity_at_surface_11,intensity_at_surface_12,intensity_at_surface_13,intensity_at_surface_14,intensity_at_surface_15
1,-0.149786146852124,-0.30747549256468,-0.460735715576044,-0.524521101070961,-0.491959702867265,-0.385028124092128,-0.272092999891907,-0.254947728694976,-0.246647687167773,-0.158047331847976,-0.0321601344370773,0.0467475760972403,0.100130301441203,0.0660997320545299,0.0431477817618508
2,0.0547079654519783,0.0857722350586361,0.121112436723217,0.146476922091321,0.116277341645518,0.120680160033886,0.123517090781317,0.118794178912801,0.1257909265011,0.142768077575746,0.183107408848386,0.227588026935728,0.19696910243773,0.0598581700579284,-0.0306101546434855
3,0.401188977768595,0.285099572421113,0.161814399534318,0.126356118830614,0.152009499017792,0.287940829563077,0.453833157145021,0.608021461163868,0.454869521339213,0.463931769679189,0.642897689054449,0.769743456838523,0.808201664272645,0.796130306685843,0.865838787217189
4,0.309246978222034,0.376578966644673,0.493418178143138,0.507434165066833,0.345294706097725,0.200864856050458,0.069841927100686,0.0033738562162133,-0.0381008216600101,-0.00112322832359637,0.247410202477352,0.395583873621073,0.218423460667877,-0.0324496579334327,-0.101082356230472
5,-0.0715200819892389,-0.0910788671794493,-0.117586362369211,-0.153261159376324,-0.152328394749948,-0.109593257283997,-0.0499551142507891,-0.0324231824715147,-0.0492348955310219,-0.116062013508652,-0.154430205371438,-0.150367230197949,-0.15281810365442,-0.147263611716307,-0.249035759178644
6,-0.0735043377013483,-0.230492330164505,-0.26586910518296,-0.284999762341709,-0.261600043699839,-0.187109926092149,-0.143444770124082,-0.124415823009364,-0.139704549075452,-0.218781121417463,-0.193481238174748,-0.143647045349417,-0.061116985552332,-0.064060590579493,-0.122401087357528
7,-0.0497967133128458,-0.051610759099538,-0.0646358579946055,-0.0492724750455683,0.0360633066323421,0.0486476056591217,-0.00359111163564144,-0.0315409647116037,0.00150420778327038,0.0259995424793359,-0.014072554956059,-0.0348681334341358,-0.00174128369449899,0.00636024856570865,-0.0142959576301874
8,0.512989472727693,0.534134398793508,0.499918634077619,0.492099945991581,0.486412827104187,0.509060966091111,0.547433789145461,0.535463987697149,0.599546431089329,0.647975135389855,0.66127699200875,0.631090168167186,0.614280647495087,0.642236483936406,0.660849768473668
9,-0.161446732561559,0.121253960244382,0.316547743668999,0.33796847770454,0.290758447415025,0.199639047814295,0.117215664074999,0.0672640815942308,0.0904233740787328,0.104044830482724,0.0771897246244843,0.0422277675645019,-0.0353175968700001,-0.230003612006135,-0.2850949255457
10,-0.105687784221086,-0.0860098518556028,-0.214460473716526,-0.20994814814293,-0.107716500876472,-0.00121077099362266,0.067584763830552,0.115251757874352,0.0274244600918215,-0.145702810041842,-0.200711450315812,-0.25059061043893,-0.323542071231365,-0.255606071928846,-0.226789697805106
11,0.270537293084804,0.214241708311374,0.137322287680751,0.0893380892615451,0.132318931419333,0.180146862382811,0.220148872667595,0.257298756307523,0.229623449586985,0.212427668307496,0.218017803032849,0.241706556749108,0.259544211117763,0.269541727850194,0.325025663678605
