region_names,intensity_at_surface_ 1,intensity_at_surface_ 2,intensity_at_surface_ 3,intensity_at_surface_ 4,intensity_at_surface_ 5,intensity_at_surface_ 6,intensity_at_surface_ 7,intensity_at_surface_ 8,intensity_at_surface_ 9,intensity_at_surface_10,intensity_at_surface_11,intensity_at_surface_12,intensity_at_surface_13,intensity_at_surface_14,intensity_at_surface_15
1,16864.3809376623,16257.7724546732,15623.8018936195,15847.7982554633,16792.9218200861,18256.9248526473,19714.8259407064,20348.7654387315,19980.6249419999,19659.442683889,19578.0103279159,19476.3469528733,19490.2775396824,19221.3491369803,18476.9861882924
2,16707.9561739113,16610.9702790541,16551.1126857388,17009.7474323459,17647.6036158672,18565.8295515962,19419.0032093553,19900.5948215907,19590.8217821124,19116.7394391379,18831.3162909728,18717.8960554405,18536.1449926582,17977.8206194819,17127.3933502686
3,19402.0884685851,18987.6788953037,18451.6692474708,18874.9054838594,19986.4684865935,21838.7015290066,23797.910512576,25156.8965577471,23946.5437747489,23043.087754917,22930.9425467497,22811.7139979064,22658.6936349127,22382.6458905022,21765.5667575389
4,17797.0646287236,17833.1271243938,18046.4123138296,18502.8758776024,18731.8089868108,19160.5885677988,19524.8663032132,19758.0076265438,19246.7337785944,18851.0616449542,19327.0559488637,19544.0651575816,18828.379200309,17874.6666385877,17089.3895704105
5,17862.5618843615,17861.1044179034,17699.7884878219,18129.5519057651,19141.7503467908,20631.1148140711,22126.4781460346,22871.5604681831,22281.0897386409,21155.4751340168,20332.1506694805,19875.6812172704,19629.9497200723,19460.0846852865,18406.710377198
6,18036.1785186085,17571.9313556155,17401.652380849,17905.1210270806,19015.678955185,20660.2907693708,22125.513164082,22887.1848204169,22292.6081892618,21098.7063387451,20495.1194622403,20176.936228399,20200.9702408873,19984.0513325376,19036.2969093391
7,17296.1700097217,17250.2274591281,17092.4919608945,17626.5136911098,18845.212725046,20064.6759123101,20951.4765660372,21434.4015773641,21128.7020978031,20490.7230368577,19753.2214408973,19289.0732009217,19232.2913633217,19107.0750925581,18371.0454848435
8,18708.7220475783,18589.5689264974,18274.2763787939,18673.7395538976,19509.5370645594,20663.4938450851,21830.979004804,22369.0216050105,22194.9747460067,21664.319144559,21118.015016297,20622.6814062797,20419.6294196466,20369.4628291174,19746.2281452877
9,16348.4278198507,17243.9237550482,17769.7610991556,18278.2356538087,18960.7202442652,19668.626267637,20310.7369346423,20651.9493439198,20360.3191766789,19782.6321225499,19178.1819016655,18734.270710612,18354.9583564823,17586.5767616559,16839.9045576419
10,16536.8734274872,16483.0736022425,15890.7373401829,16309.4774000068,17464.6155731786,18858.3114869288,20074.7910343059,20821.5509991237,20074.5479878601,18793.2154353473,18139.4727221417,17683.8144620538,17343.7630192516,17480.3779114913,17008.6017442372
