61E3.4
AC108134.5
AC108938.1
AC109486.1
AC110619.2
AC110754.1
AC110760.2
AC110814.1
AC112641.2
AC113191.1
AC114273.1
AC114947.2
AC115090.1
AC116165.2
AC116334.1
AC116655.15
AC117392.3
AC117460.2
AC120024.1
AC120045.5
AC120114.2
AC125232.1
AC126544.1
AC128683.1
AC130416.1
AC130416.2
AC130454.1
AC130686.2
AC131238.1
AC132186.2
AC132812.1
AC133485.2
AC134312.1
AC134982.1
AC135050.2
AC135178.1
AC135457.2
AC135457.3
AC135592.2
AC135731.1
AC135983.8
AC135995.5
AC136443.1
AC136604.1
AC136632.1
AC138028.2
AC138472.2
AC138894.3
AC138951.4
AC139099.1
AC139768.2
AC140481.7
AC141586.5
AC144830.1
AC145098.2
AC147055.1
AC152006.2
AC174470.1
AC183087.2
AC217771.1
AC217773.2
AC226150.1
AC233723.1
ACAA1
ACAA2
ACACA
ACACB
ACAD10
ACAD11
ACAD8
ACAD9
ACADL
ACADM
ACADS
ACADSB
ACADVL
ACAN
ACAP1
ACAP2
ACAP3
ACAT1
ACAT2
ACBD3
ACBD4
ACBD5
ACBD6
ACBD7
ACCN1
ACCN2
ACCN3
ACCN4
ACCN5
ACCS
ACCSL
ACD
ACE
ACE2
ACER1
ACER2
ACER3
ACHE
ACIN1
ACLY
ACMSD
ACN9
ACO1
ACO2
ACOT11
ACOT12
ACOT13
ACOT2
ACOT4
ACOT6
ACOT7
ACOT8
ACOT9
ACOX1
ACOX2
ACOX3
ACOXL
ACP1
ACP2
ACP5
ACP6
ACPL2
ACPP
ACPT
ACR
ACRBP
ACRC
ACRV1
ACSBG1
ACSBG2
ACSF2
ACSF3
ACSL1
ACSL3
ACSL4
ACSL5
ACSL6
ACSM1
ACSM2
ACSM2A
ACSM3
ACSM4
ACSM5
ACSS1
ACSS2
ACSS3
ACTA1
ACTA2
ACTB
ACTBL2
ACTC1
ACTG1
ACTG1P4
ACTG2
ACTL6A
ACTL6B
ACTL7A
ACTL7B
ACTL8
ACTL9
ACTN1
ACTN2
ACTN3
ACTN4
ACTR10
ACTR1A
ACTR1B
ACTR2
ACTR3
ACTR3B
ACTR3BP2
ACTR5
ACTR6
ACTR8
ACTRT1
ACTRT2
ACVR1
ACVR1B
ACVR1C
ACVR2A
ACVR2B
ACVRL1
ACY1
ACY3
ACYP1
ACYP2
AD000671.1
ADA
ADAD1
ADAD2
ADAL
ADAM10
ADAM11
ADAM12
ADAM15
ADAM17
ADAM18
ADAM19
ADAM2
ADAM20
ADAM21
ADAM22
ADAM23
ADAM28
ADAM29
ADAM30
ADAM32
ADAM33
ADAM5P
ADAM6
ADAM7
ADAM8
ADAM9
ADAMDEC1
ADAMTS1
ADAMTS10
ADAMTS12
ADAMTS13
ADAMTS14
ADAMTS15
ADAMTS16
ADAMTS17
ADAMTS18
ADAMTS19
ADAMTS2
ADAMTS20
ADAMTS3
ADAMTS4
ADAMTS5
ADAMTS6
ADAMTS7
ADAMTS8
ADAMTS9
ADAMTSL1
ADAMTSL2
ADAMTSL3
ADAMTSL4
ADAMTSL5
ADAP1
ADAP2
ADAR
ADARB1
ADARB2
ADARB2-AS1
ADAT1
ADAT2
ADAT3
ADC
ADCK1
ADCK2
ADCK4
ADCK5
ADCY1
ADCY10
ADCY2
ADCY3
ADCY4
ADCY5
ADCY6
ADCY7
ADCY8
ADCY9
ADCYAP1
ADCYAP1R1
ADD1
ADD2
ADD3
ADFP
ADH1B
ADH1C
ADH4
ADH5
ADH6
ADH7
ADHFE1
ADI1
ADIG
ADIPOQ
ADIPOR1
ADIPOR2
ADK
ADM
ADM2
ADNP
ADNP2
ADO
ADORA1
ADORA2A
ADORA2B
ADORA3
ADPGK
ADPRH
ADPRHL1
ADPRHL2
ADRA1A
ADRA1B
ADRA1D
ADRA2A
ADRA2B
ADRA2C
ADRB1
ADRB2
ADRB3
ADRBK1
ADRBK2
ADRM1
ADSL
ADSS
ADSSL1
AEBP1
AEBP2
AEN
AES
AF205589.2
AF205589.3
AFAP1
AFAP1-AS1
AFAP1L1
AFAP1L2
AFF1
AFF2
AFF3
AFF4
AFG3L1P
AFG3L2
AFM
AFMID
AFP
AFTPH
AGA
AGAP1
AGAP11
AGAP2
AGAP3
AGAP4
AGBL1
AGBL2
AGBL3
AGBL4
AGBL5
AGER
AGFG1
AGFG2
AGGF1
AGK
AGL
AGMAT
AGPAT1
AGPAT2
AGPAT3
AGPAT4
AGPAT4-IT1
AGPAT5
AGPAT6
AGPAT9
AGPHD1
AGPS
AGR2
AGR3
AGRN
AGRP
AGSK1
AGT
AGTPBP1
AGTR1
AGTR2
AGTRAP
AGXT
AGXT2
AGXT2L1
AGXT2L2
AHCTF1
AHCY
AHCYL1
AHCYL2
AHDC1
AHI1
AHNAK
AHNAK2
AHR
AHSA1
AHSA2
AHSG
AICDA
AIDA
AIF1
AIF1L
AIFM1
AIFM2
AIFM3
AIG1
AIM1
AIM1L
AIM2
AIMP1
AIMP2
AIP
AIPL1
AIRE
AJAP1
AK1
AK2
AK3
AK3L1
AK5
AK7
AKAP1
AKAP10
AKAP11
AKAP12
AKAP13
AKAP14
AKAP3
AKAP4
AKAP5
AKAP6
AKAP7
AKAP8
AKAP8L
AKAP9
AKD1
AKIRIN1
AKIRIN2
AKIRIN2-AS1
AKNA
AKR1A1
AKR1B1
AKR1B10
AKR1C1
AKR1C2
AKR1C3
AKR1C4
AKR1CL1
AKR1CL2
AKR1D1
AKR7A2
AKR7A2P1
AKR7A3
AKR7L
AKT1
AKT1S1
AKT2
AKT3
AKTIP
AL023882.1
AL033383.1
AL080274.2
AL096711.2
AL109758.1
AL109938.1
AL117209.1
AL135932.1
AL136139.1
AL137229.4
AL139377.1
AL161668.2
AL355922.1
AL355985.2
AL355987.1
AL358813.3
AL359392.2
AL589182.2
AL589765.4
ALAD
ALAS1
ALAS2
ALB
ALCAM
ALDH16A1
ALDH18A1
ALDH1A1
ALDH1A2
ALDH1A3
ALDH1B1
ALDH1L1
ALDH1L2
ALDH2
ALDH3A1
ALDH3A2
ALDH3B1
ALDH3B2
ALDH4A1
ALDH5A1
ALDH6A1
ALDH7A1
ALDH8A1
ALDH9A1
ALDOA
ALDOB
ALDOC
ALG1
ALG10
ALG10B
ALG11
ALG12
ALG13
ALG14
ALG1L
ALG1L2
ALG2
ALG3
ALG5
ALG6
ALG8
ALG9
ALK
ALKBH1
ALKBH2
ALKBH3
ALKBH4
ALKBH5
ALKBH6
ALKBH7
ALKBH8
ALLC
ALMS1
ALMS1P
ALOX12
ALOX12B
ALOX12P2
ALOX15
ALOX15B
ALOX5
ALOX5AP
ALOXE3
ALPI
ALPK1
ALPK2
ALPK3
ALPL
ALPP
ALPPL2
ALS2
ALS2CL
ALS2CR11
ALS2CR12
ALS2CR4
ALS2CR8
ALX1
ALX3
ALX4
AMAC1
AMAC1L2
AMACR
AMBN
AMBP
AMBRA1
AMD1
AMDHD1
AMDHD2
AMELX
AMELY
AMFR
AMH
AMHR2
AMICA1
AMIGO1
AMIGO2
AMIGO3
AMMECR1
AMMECR1L
AMN
AMN1
AMOT
AMOTL1
AMOTL2
AMPD1
AMPD2
AMPD3
AMPH
AMT
AMTN
AMY1B
AMY2A
AMZ1
AMZ2
AMZ2P1
ANAPC1
ANAPC10
ANAPC11
ANAPC13
ANAPC1P1
ANAPC2
ANAPC4
ANAPC5
ANAPC7
ANG
ANGEL1
ANGEL2
ANGPT1
ANGPT2
ANGPT4
ANGPTL1
ANGPTL2
ANGPTL3
ANGPTL4
ANGPTL5
ANGPTL6
ANGPTL7
ANK1
ANK2
ANK3
ANKAR
ANKDD1A
ANKFN1
ANKFY1
ANKH
ANKHD1
ANKIB1
ANKK1
ANKLE1
ANKLE2
ANKMY1
ANKMY2
ANKRA2
ANKRD1
ANKRD10
ANKRD11
ANKRD12
ANKRD13A
ANKRD13B
ANKRD13C
ANKRD13D
ANKRD16
ANKRD17
ANKRD18A
ANKRD18B
ANKRD19P
ANKRD2
ANKRD20A1
ANKRD20A12P
ANKRD20A13P
ANKRD20A5P
ANKRD20A7P
ANKRD20A8P
ANKRD20A9P
ANKRD22
ANKRD23
ANKRD24
ANKRD26
ANKRD27
ANKRD28
ANKRD29
ANKRD30A
ANKRD30BP2
ANKRD31
ANKRD32
ANKRD33
ANKRD33B
ANKRD34A
ANKRD34B
ANKRD34C
ANKRD35
ANKRD36
ANKRD36B
ANKRD36BL1
ANKRD36BP2
ANKRD36C
ANKRD37
ANKRD39
ANKRD40
ANKRD42
ANKRD43
ANKRD44
ANKRD45
ANKRD46
ANKRD49
ANKRD5
ANKRD50
ANKRD52
ANKRD53
ANKRD54
ANKRD55
ANKRD56
ANKRD57
ANKRD58
ANKRD6
ANKRD60
ANKRD62
ANKRD65
ANKRD7
ANKRD9
ANKS1A
ANKS1B
ANKS3
ANKS4B
ANKS6
ANKZF1
ANLN
ANO1
ANO10
ANO2
ANO3
ANO4
ANO5
ANO6
ANO7
ANO8
ANO9
ANP32A
ANP32A-IT1
ANP32AP1
ANP32B
ANP32BP1
ANP32C
ANP32D
ANP32E
ANPEP
ANTXR1
ANTXR2
ANUBL1
ANXA1
ANXA10
ANXA11
ANXA13
ANXA2
ANXA2P1
ANXA2P3
ANXA2R
ANXA3
ANXA4
ANXA5
ANXA6
ANXA7
ANXA8
ANXA9
AOAH
AOC2
AOC3
AOC4
AOF1
AOX1
AP000345.1
AP000347.4
AP000459.4
AP000654.2
AP000679.1
AP000751.3
AP000812.2
AP000843.1
AP000872.1
AP000880.1
AP000911.1
AP000926.2
AP001011.3
AP001053.11
AP001107.1
AP001372.1
AP001816.1
AP001931.1
AP002373.1
AP002380.3
AP002448.1
AP003108.2
AP003115.1
AP003117.1
AP003170.1
AP003355.2
AP003716.1
AP004607.4
AP005433.1
AP005668.1
AP006216.1
AP006285.4
AP1B1
AP1G1
AP1G2
AP1GBP1
AP1M1
AP1M2
AP1S1
AP1S2
AP1S3
AP2A1
AP2A2
AP2B1
AP2M1
AP2S1
AP3B1
AP3B2
AP3D1
AP3M1
AP3M2
AP3S1
AP3S2
AP4B1
AP4E1
AP4M1
AP4S1
AP5B1
AP5Z1
APAF1
APBA1
APBA2
APBA3
APBB1
APBB1IP
APBB2
APBB3
APC
APC2
APCDD1
APCDD1L
APCS
APEH
APEX1
APEX2
APH1A
APH1B
API5L1
APIP
APITD1
APLF
APLN
APLNR
APLP1
APLP2
APOA1
APOA1BP
APOA2
APOA4
APOA5
APOB
APOBEC1
APOBEC2
APOBEC3A
APOBEC3B
APOBEC3C
APOBEC3D
APOBEC3F
APOBEC3G
APOBEC3H
APOBEC4
APOC1
APOC3
APOC4
APOD
APOE
APOF
APOH
APOL1
APOL2
APOL3
APOL4
APOL5
APOL6
APOLD1
APOM
APOO
APOOL
APOPT1
APP
APPBP2
APPL1
APPL2
APRT
APTX
AQP1
AQP10
AQP11
AQP12A
AQP2
AQP3
AQP4
AQP5
AQP6
AQP7
AQP7P1
AQP7P2
AQP8
AQP9
AQR
AR
ARAF
ARAP1
ARAP2
ARAP3
ARC
ARCN1
AREG
ARF1
ARF3
ARF4
ARF5
ARF6
ARFGAP1
ARFGAP2
ARFGAP3
ARFGEF1
ARFGEF2
ARFIP1
ARFIP2
ARFRP1
ARG1
ARG2
ARGLU1
ARHGAP1
ARHGAP10
ARHGAP11A
ARHGAP11B
ARHGAP12
ARHGAP15
ARHGAP17
ARHGAP18
ARHGAP19
ARHGAP20
ARHGAP21
ARHGAP22
ARHGAP23
ARHGAP24
ARHGAP25
ARHGAP26
ARHGAP28
ARHGAP29
ARHGAP30
ARHGAP4
ARHGAP5
ARHGAP6
ARHGAP8
ARHGAP9
ARHGDIA
ARHGDIB
ARHGDIG
ARHGEF1
ARHGEF10
ARHGEF10L
ARHGEF11
ARHGEF12
ARHGEF15
ARHGEF16
ARHGEF17
ARHGEF18
ARHGEF19
ARHGEF2
ARHGEF3
ARHGEF4
ARHGEF5
ARHGEF5L
ARHGEF6
ARHGEF7
ARHGEF9
ARID1A
ARID1B
ARID2
ARID3A
ARID3B
ARID3C
ARID4A
ARID4B
ARID5A
ARID5B
ARIH1
ARIH2
ARL1
ARL10
ARL11
ARL13A
ARL13B
ARL14
ARL15
ARL16
ARL17P1
ARL2
ARL2BP
ARL3
ARL4A
ARL4C
ARL4D
ARL5A
ARL5B
ARL5C
ARL6
ARL6IP1
ARL6IP4
ARL6IP5
ARL6IP6
ARL8A
ARL8B
ARL9
ARMC1
ARMC10
ARMC10P1
ARMC2
ARMC3
ARMC4
ARMC5
ARMC6
ARMC7
ARMC8
ARMC9
ARMCX1
ARMCX2
ARMCX3
ARMCX4
ARMCX5
ARMCX6
ARMET
ARMS2
ARNT
ARNT2
ARNTL
ARNTL2
ARPC1A
ARPC2
ARPC3
ARPC3P3
ARPC4
ARPC5
ARPC5L
ARPP-21
ARPP19
ARR3
ARRB1
ARRB2
ARRDC1
ARRDC2
ARRDC3
ARRDC4
ARRDC5
ARSA
ARSB
ARSD
ARSE
ARSF
ARSG
ARSH
ARSI
ARSJ
ARSK
ART1
ART3
ART4
ART5
ARTN
ARV1
ARVCF
ARVP6125
ARX
AS3MT
ASAH1
ASAH2
ASAH2C
ASAP1
ASAP1-IT1
ASAP2
ASAP3
ASB1
ASB10
ASB11
ASB12
ASB13
ASB14
ASB15
ASB16
ASB17
ASB18
ASB2
ASB3
ASB4
ASB5
ASB6
ASB7
ASB8
ASB9
ASCC1
ASCC2
ASCC3
ASCL1
ASCL2
ASCL3
ASCL4
ASCL5
ASF1A
ASF1B
ASGR1
ASGR2
ASH1L
ASH2L
ASIP
ASL
ASMT
ASMTL
ASMTL-AS1
ASNA1
ASNS
ASNSD1
ASPA
ASPDH
ASPG
ASPH
ASPHD1
ASPHD2
ASPM
ASPN
ASPRV1
ASPSCR1
ASRGL1
ASS1
ASTE1
ASTL
ASTN1
ASTN2
ASXL1
ASXL2
ASXL3
ASZ1
ATAD1
ATAD2
ATAD2B
ATAD3A
ATAD3B
ATAD3C
ATAD4
ATAD5
ATBF1
ATCAY
ATE1
ATF1
ATF2
ATF3
ATF4
ATF5
ATF6
ATF7
ATF7IP
ATF7IP2
ATG10
ATG12
ATG13
ATG16L1
ATG16L2
ATG2A
ATG2B
ATG3
ATG4A
ATG4B
ATG4C
ATG4D
ATG5
ATG7
ATG9A
ATG9B
ATHL1
ATIC
ATL1
ATL2
ATL3
ATMIN
ATN1
ATOH1
ATOH7
ATOH8
ATOX1
ATP10A
ATP10B
ATP10D
ATP11A
ATP11B
ATP11C
ATP12A
ATP13A1
ATP13A2
ATP13A3
ATP13A4
ATP13A5
ATP1A1
ATP1A2
ATP1A3
ATP1A4
ATP1B1
ATP1B2
ATP1B3
ATP1B4
ATP2A1
ATP2A2
ATP2A3
ATP2B1
ATP2B2
ATP2B3
ATP2B4
ATP2C1
ATP2C2
ATP4A
ATP4B
ATP5A1
ATP5B
ATP5C1
ATP5D
ATP5E
ATP5EP2
ATP5F1
ATP5G1
ATP5G1P5
ATP5G2
ATP5G3
ATP5H
ATP5I
ATP5J
ATP5J2
ATP5L
ATP5O
ATP5S
ATP5SL
ATP6AP1
ATP6AP1L
ATP6AP2
ATP6V0A1
ATP6V0A2
ATP6V0A4
ATP6V0B
ATP6V0C
ATP6V0D1
ATP6V0D2
ATP6V0E1
ATP6V0E2
ATP6V1A
ATP6V1B1
ATP6V1B2
ATP6V1C1
ATP6V1C2
ATP6V1D
ATP6V1E1
ATP6V1E2
ATP6V1F
ATP6V1G1
ATP6V1G2
ATP6V1G3
ATP6V1H
ATP7A
ATP7B
ATP8A1
ATP8A2
ATP8B1
ATP8B2
ATP8B3
ATP8B4
ATP9A
ATP9B
ATPAF1
ATPAF1-AS1
ATPAF2
ATPBD3
ATPBD4
ATPGD1
ATPIF1
ATR
ATRIP
ATRN
ATRNL1
ATRX
ATXN1
ATXN10
ATXN1L
ATXN2
ATXN2L
ATXN3
ATXN3L
ATXN7
ATXN7L1
ATXN7L2
ATXN7L3
ATXN7L3B
AUH
AUP1
AURKA
AURKAIP1
AURKB
AURKC
AUTS2
AVEN
AVIL
AVL9
AVP
AVPI1
AVPR1A
AVPR1B
AVPR2
AWAT1
AWAT2
AXIN1
AXIN2
AXL
AZGP1
AZI1
AZI2
AZIN1
AZU1
A_24_P614148
B2M
B3GALNT1
B3GALNT2
B3GALT1
B3GALT2
B3GALT4
B3GALT5
B3GALT6
B3GALTL
B3GAT1
B3GAT2
B3GAT3
B3GNT1
B3GNT3
B3GNT4
B3GNT5
B3GNT6
B3GNT7
B3GNT8
B3GNT9
B3GNTL1
B4GALNT1
B4GALNT2
B4GALNT3
B4GALNT4
B4GALT1
B4GALT2
B4GALT3
B4GALT4
B4GALT5
B4GALT6
B4GALT7
B9D1
B9D2
BAALC
BAAT
BACE1
BACE2
BACH1
BACH2
BAD
BAG1
BAG2
BAG3
BAG4
BAG5
BAGE
BAGE3
BAGE4
BAHCC1
BAHD1
BAI1
BAI2
BAI3
BAIAP2
BAIAP2L1
BAIAP2L2
BAIAP3
BAK1
BAMBI
BANF1
BANF2
BANK1
BANP
BAP1
BARD1
BARHL1
BARHL2
BARX1
BARX2
BASP1
BAT1
BAT2
BAT2D1
BAT2L
BAT3
BAT4
BAT5
BATF
BATF2
BATF3
BAX
BAZ1A
BAZ1B
BAZ2A
BAZ2B
BBC3
BBIP1
BBOX1
BBS1
BBS10
BBS12
BBS2
BBS4
BBS5
BBS7
BBS9
BBX
BCAM
BCAN
BCAP29
BCAP31
BCAR1
BCAR3
BCAR4
BCAS1
BCAS2
BCAS3
BCAS4
BCAT1
BCAT2
BCCIP
BCDIN3D
BCHE
BCKDHA
BCKDHB
BCKDK
BCL10
BCL11A
BCL11B
BCL2
BCL2A1
BCL2L1
BCL2L10
BCL2L11
BCL2L12
BCL2L13
BCL2L14
BCL2L15
BCL2L2
BCL3
BCL6
BCL6B
BCL7A
BCL7B
BCL7C
BCL9
BCL9L
BCLAF1
BCMO1
BCO2
BCOR
BCORL1
BCORP1
BCR
BCS1L
BDH1
BDH2
BDKRB1
BDKRB2
BDNF
BDP1
BECN1
BEGAIN
BEND2
BEND3
BEND4
BEND5
BEND6
BEND7
BEST1
BEST2
BEST3
BEST4
BET1
BET1L
BET3L
BEX1
BEX2
BEX4
BEX5
BFAR
BFSP1
BFSP2
BGLAP
BGN
BHLHA15
BHLHB9
BHLHE22
BHLHE23
BHLHE40
BHLHE41
BHMT
BHMT2
BICC1
BICD1
BICD2
BID
BIK
BIN1
BIN2
BIN3
BIRC2
BIRC3
BIRC5
BIRC6
BIRC7
BIVM
BLCAP
BLID
BLK
BLM
BLMH
BLNK
BLOC1S1
BLOC1S2
BLOC1S3
BLVRA
BLVRB
BLZF1
BMF
BMI1
BMP1
BMP10
BMP15
BMP2
BMP2K
BMP3
BMP4
BMP5
BMP6
BMP7
BMP8A
BMP8B
BMPER
BMPR1A
BMPR1B
BMPR2
BMS1
BMS1P5
BMS1P6
BMX
BNC1
BNC2
BNIP1
BNIP2
BNIP3
BNIP3L
BNIPL
BOC
BOD1
BOD1L
BOK
BOLA1
BOLA2
BOLA3
BOLL
BPA-1
BPESC1
BPGM
BPHL
BPI
BPIFA4P
BPIL1
BPIL2
BPIL3
BPNT1
BPTF
BPY2
BRAF
BRAP
BRCA1
BRCA2
BRCC3
BRD1
BRD2
BRD3
BRD4
BRD7
BRD7P3
BRD8
BRD9
BRDT
BRE
BREA2
BRF1
BRF2
BRI3
BRI3BP
BRIP1
BRIX1
BRK1
BRMS1
BRMS1L
BROX
BRP44
BRP44L
BRPF1
BRPF3
BRS3
BRSK1
BRSK2
BRUNOL4
BRUNOL5
BRUNOL6
BRWD1
BRWD1-IT2
BRWD2
BRWD3
BSCL2
BSDC1
BSG
BSN
BSND
BSPH1
BSPRY
BST1
BST2
BSX
BTAF1
BTBD1
BTBD10
BTBD11
BTBD12
BTBD16
BTBD17
BTBD2
BTBD3
BTBD6
BTBD7
BTBD8
BTBD9
BTC
BTD
BTF3
BTF3L4
BTF3P11
BTG1
BTG2
BTG3
BTG4
BTK
BTLA
BTN1A1
BTN2A1
BTN2A2
BTN2A3
BTN3A1
BTN3A2
BTN3A3
BTNL10
BTNL2
BTNL3
BTNL8
BTNL9
BTRC
BUB1
BUB1B
BUB3
BUD13
BUD31
BVES
BX248398.1
BX255925.2
BYSL
BZRAP1
BZRPL1
BZW1
BZW2
C10orf10
C10orf104
C10orf105
C10orf107
C10orf11
C10orf111
C10orf113
C10orf114
C10orf116
C10orf118
C10orf119
C10orf12
C10orf120
C10orf122
C10orf125
C10orf126
C10orf128
C10orf129
C10orf131
C10orf134
C10orf136
C10orf137
C10orf140
C10orf18
C10orf2
C10orf25
C10orf26
C10orf27
C10orf28
C10orf32
C10orf35
C10orf4
C10orf46
C10orf47
C10orf53
C10orf54
C10orf55
C10orf57
C10orf62
C10orf67
C10orf68
C10orf71
C10orf72
C10orf76
C10orf78
C10orf79
C10orf81
C10orf82
C10orf88
C10orf90
C10orf91
C10orf92
C10orf93
C10orf95
C10orf96
C10orf97
C10orf99
C11ORF36
C11orf1
C11orf10
C11orf16
C11orf17
C11orf20
C11orf21
C11orf24
C11orf30
C11orf31
C11orf34
C11orf35
C11orf40
C11orf41
C11orf42
C11orf44
C11orf45
C11orf46
C11orf48
C11orf49
C11orf51
C11orf52
C11orf53
C11orf54
C11orf57
C11orf58
C11orf59
C11orf60
C11orf61
C11orf63
C11orf65
C11orf66
C11orf67
C11orf68
C11orf70
C11orf71
C11orf73
C11orf74
C11orf75
C11orf80
C11orf82
C11orf83
C11orf84
C11orf85
C11orf86
C11orf87
C11orf88
C11orf9
C11orf92
C11orf95
C11orf96
C12ORF47
C12ORF75
C12orf10
C12orf11
C12orf12
C12orf23
C12orf24
C12orf26
C12orf28
C12orf29
C12orf30
C12orf32
C12orf33
C12orf34
C12orf35
C12orf36
C12orf37
C12orf39
C12orf4
C12orf40
C12orf41
C12orf42
C12orf43
C12orf44
C12orf45
C12orf48
C12orf49
C12orf5
C12orf50
C12orf51
C12orf52
C12orf53
C12orf54
C12orf56
C12orf57
C12orf59
C12orf60
C12orf61
C12orf62
C12orf63
C12orf64
C12orf65
C12orf66
C12orf67
C12orf68
C12orf69
C12orf70
C12orf71
C12orf72
C12orf73
C12orf74
C12orf76
C13orf1
C13orf15
C13orf16
C13orf18
C13orf23
C13orf27
C13orf28
C13orf3
C13orf30
C13orf31
C13orf33
C13orf34
C13orf35
C13orf36
C13orf37
C13orf38
C13orf39
C13orf44
C14orf1
C14orf101
C14orf102
C14orf104
C14orf105
C14orf106
C14orf109
C14orf115
C14orf118
C14orf119
C14orf126
C14orf129
C14orf132
C14orf133
C14orf135
C14orf138
C14orf142
C14orf145
C14orf147
C14orf148
C14orf149
C14orf153
C14orf156
C14orf159
C14orf162
C14orf166
C14orf166B
C14orf169
C14orf176
C14orf177
C14orf178
C14orf179
C14orf180
C14orf181
C14orf182
C14orf184
C14orf2
C14orf21
C14orf23
C14orf28
C14orf33
C14orf37
C14orf39
C14orf4
C14orf43
C14orf45
C14orf48
C14orf49
C14orf50
C14orf54
C14orf68
C14orf73
C14orf79
C14orf80
C14orf83
C14orf91
