list_AB,wordpair,episodic_trials_loop.thisRepN,episodic_trials_loop.thisTrialN,episodic_trials_loop.thisN,episodic_trials_loop.thisIndex,Trial_start,Position1,Position2,Position3,key_response.keys,key_response.corr,Fixation duration,Participant,Session,frameRate,expName,Word-pair list,date,
A,Episodic_Encoding/Episodic_Encoding_ListA/4.jpg,0,0,0,3,2.86102294922e-06,0,0.5,-0.5,None,0,1.5,,001,60.1417544806,Episodic Encoding Task,A,2017_Nov_15_1132,
